row_index,sample_id,split,split_index,base_latent_id,acquisition_variant_id,m_base,h_base,m_seed,h_seed,s_seed,p_seed,mask_seed,acquisition_seed,camera_light_seed,camera_name,light_name,camera_light_pair,exposure,valid_mask_type,expected_valid_fraction,so0_version,so0_config_hash,spectral_asset_hash,generator_config_hash,actual_valid_fraction,low_clip_fraction,high_clip_fraction,total_clip_fraction,per_channel_clip_fraction,retry_count,generation_status,rgb_min,rgb_max,rgb_mean,rgb_std,m_mean,m_std,h_mean,h_std,s_mean,s_std,p_mean,p_std,p_nonzero_fraction,p_blob_count
10,train_000010,train,10,5,0,0.38811469078063965,0.18612055480480194,2964869234324524019,376470807879175977,3258936314814063204,7639623588085660484,17926620570729186927,1256082222140991042,13390336434320685888,Canon 50D,D65,Canon 50D / D65,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.014876466244459152,0.7233049869537354,0.2653390169143677,0.17538058757781982,0.41759994626045227,0.10892994701862335,0.2039119452238083,0.04440673440694809,1.2254793643951416,0.08550506085157394,0.001428852672688663,0.0068128593266010284,0.1904449462890625,2
11,train_000011,train,11,5,1,0.38811469078063965,0.18612055480480194,2964869234324524019,376470807879175977,11674441615733113622,11306055987397548087,17926620570729186927,2037153364688125939,45858761083125795,Canon 300D,D65,Canon 300D / D65,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.013377010822296143,0.9440739154815674,0.27059704065322876,0.18935106694698334,0.41759994626045227,0.10892994701862335,0.2039119452238083,0.04440673440694809,1.2284170389175415,0.2179851084947586,0.0025559565983712673,0.010299106128513813,0.2581939697265625,2
12,train_000012,train,12,6,0,0.0740920826792717,0.9406832456588745,6082257432776969852,11840226791948932045,10404848701035865942,3777475815782247777,11992989165307940150,6803274006180383697,9921838752032937855,Pentax K-5,D65,Pentax K-5 / D65,1.0,holes,0.8896942138671875,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.8896942138671875,0.0,0.0034535725911458335,0.0034535725911458335,"[0.0103607177734375, 0.0, 0.0]",0,SUCCESS,0.0,1.0,0.2941049635410309,0.2134784460067749,0.08598364144563675,0.07685723155736923,0.8977972269058228,0.07400321960449219,0.8061593770980835,0.33509957790374756,0.0014544293517246842,0.006621525622904301,0.2082977294921875,2
13,train_000013,train,13,6,1,0.0740920826792717,0.9406832456588745,6082257432776969852,11840226791948932045,3159285624532064552,9246067152865106742,11992989165307940150,3661408890473308617,8694572435796376642,Canon 20D,FL2,Canon 20D / FL2,1.0,holes,0.8896942138671875,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.8896942138671875,0.0,0.017695109049479168,0.017695109049479168,"[0.0530853271484375, 0.0, 0.0]",0,SUCCESS,0.0,1.0,0.38562849164009094,0.2508489191532135,0.08598364144563675,0.07685723155736923,0.8977972269058228,0.07400321960449219,1.1457395553588867,0.37908411026000977,0.00029078961233608425,0.0014859979273751378,0.13580322265625,1
14,train_000014,train,14,7,0,0.9267077445983887,0.4754968285560608,3924251537878556761,6561916178325505313,2283686614493546235,2800606361532838040,3981545576617752968,13056843356702537751,3990039453170456755,Canon 300D,FL2,Canon 300D / FL2,1.0,boundary,0.65765380859375,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.65765380859375,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",1,SUCCESS,0.0,0.20453159511089325,0.03910219296813011,0.05162133648991585,0.9083926677703857,0.11254952102899551,0.4941614866256714,0.14897695183753967,0.8680658340454102,0.17041637003421783,0.0013626220170408487,0.0063743265345692635,0.2049407958984375,2
15,train_000015,train,15,7,1,0.9267077445983887,0.4754968285560608,3924251537878556761,6561916178325505313,15485519740614622286,12945253132038375394,3981545576617752968,16316721250082946620,8245994194456378100,Canon 300D,A,Canon 300D / A,1.0,boundary,0.65765380859375,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.65765380859375,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.41729989647865295,0.06480008363723755,0.09723133593797684,0.9083926677703857,0.11254952102899551,0.4941614866256714,0.14897695183753967,1.1433266401290894,0.2210680991411209,0.0,0.0,0.0,0
16,train_000016,train,16,8,0,0.8884226679801941,0.603086531162262,17072274067870794022,15313436544329040891,17739951378454500582,367817832295159095,7174014361765497219,18432522127515986162,16870141146297734863,Point Grey Grasshopper2 14S5C,D65,Point Grey Grasshopper2 14S5C / D65,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0013401554897427559,0.3690791428089142,0.08344369381666183,0.089304119348526,0.8679372072219849,0.09206607192754745,0.6269521713256836,0.06165770813822746,0.9623329043388367,0.22780628502368927,0.0019282987341284752,0.007828335277736187,0.2814483642578125,2
17,train_000017,train,17,8,1,0.8884226679801941,0.603086531162262,17072274067870794022,15313436544329040891,14990456338999026178,17568479715039154410,7174014361765497219,16486731293254493029,16113252238573175177,Pentax Q,D65,Pentax Q / D65,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.00027411547489464283,0.3415316045284271,0.07308279722929001,0.07651608437299728,0.8679372072219849,0.09206607192754745,0.6269521713256836,0.06165770813822746,0.8808055520057678,0.21727699041366577,0.0012539370218291879,0.006012818310409784,0.18133544921875,1
18,train_000018,train,18,9,0,0.11319449543952942,0.13806448876857758,8414462188008002917,14246931600414488394,6992680907163559868,10918325725559722996,15135527726364340787,5558049724289666855,10402388606507050589,Nikon D5100,D65,Nikon D5100 / D65,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.00103759765625,0.00103759765625,"[0.00311279296875, 0.0, 0.0]",0,SUCCESS,0.06217899173498154,1.0,0.46397078037261963,0.18851356208324432,0.14359340071678162,0.09709019213914871,0.1391352117061615,0.08132749795913696,1.1032204627990723,0.1599370390176773,0.002957266755402088,0.010554419830441475,0.3258514404296875,1
19,train_000019,train,19,9,1,0.11319449543952942,0.13806448876857758,8414462188008002917,14246931600414488394,15172480870906364292,3347900150306172687,15135527726364340787,7955481193130184880,11423771680925129732,Nikon D40,FL2,Nikon D40 / FL2,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.022049350664019585,0.9363219738006592,0.39741024374961853,0.1846965253353119,0.14359340071678162,0.09709019213914871,0.1391352117061615,0.08132749795913696,1.0020726919174194,0.1628895103931427,0.0,0.0,0.0,0
20,train_000020,train,20,10,0,0.4685684144496918,0.7351454496383667,722327903830178985,3127627816484221673,5558853611977127042,11676735773032285899,8423460020665891883,10498681492338512076,3385127535690040220,Pentax Q,A,Pentax Q / A,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.012774256058037281,0.6502698063850403,0.16920672357082367,0.14761950075626373,0.47438549995422363,0.08520253002643585,0.7482585906982422,0.09825368970632553,0.8799502849578857,0.25014251470565796,0.0,0.0,0.0,0
21,train_000021,train,21,10,1,0.4685684144496918,0.7351454496383667,722327903830178985,3127627816484221673,15848590896207480544,7797252983209876846,8423460020665891883,6802954284956002507,13679941157706345874,Nikon D50,FL2,Nikon D50 / FL2,1.0,full,1.0,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,1.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.004423464182764292,0.5019121170043945,0.11991536617279053,0.09927193820476532,0.47438549995422363,0.08520253002643585,0.7482585906982422,0.09825368970632553,0.7768256068229675,0.27711886167526245,0.0005101364222355187,0.004543887916952372,0.0561370849609375,1
22,train_000022,train,22,11,0,0.5300273299217224,0.2986881136894226,235195014007053179,9036211335251018969,6082592296235852828,13648822244252042225,8939969855625676012,13565939320422305045,1028270645520280612,Nikon D3X,A,Nikon D3X / A,1.0,mixed,0.59759521484375,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.59759521484375,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.7405828237533569,0.12269089370965958,0.16629746556282043,0.5374215245246887,0.09215425699949265,0.3286629617214203,0.09541864693164825,1.103080153465271,0.22223204374313354,0.0014914731727913022,0.006050184369087219,0.2895660400390625,3
23,train_000023,train,23,11,1,0.5300273299217224,0.2986881136894226,235195014007053179,9036211335251018969,13235189672172199405,17837603286982698960,8939969855625676012,16059049848557302608,18442942084638068378,Nikon D5100,FL2,Nikon D5100 / FL2,1.0,mixed,0.59759521484375,SO0_Forward_Model_v1.1,32b7304a4ed2132bb578a51a4b8647c36934ae3c347e77137dfc42aaca4d5fea,5d1af74296d5aa668e570ac0a07b1cf06b4fff0d15c460498a4f70fbde5cb35f,981d4dec73e5ff8e3d3fa330f2367344f7d8d7f0ef36f702e73b7839cab94b47,0.59759521484375,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0,SUCCESS,0.0,0.4389701187610626,0.09959053248167038,0.12262396514415741,0.5374215245246887,0.09215425699949265,0.3286629617214203,0.09541864693164825,1.0942593812942505,0.2005404382944107,0.0007856346783228219,0.004495471715927124,0.1270904541015625,1
