AUDIT_ONLY,TRAINING_FORBIDDEN,ATTRIBUTION_ONLY,NOT_PART_OF_FORMAL_DATASET,sample_id,latent_id,latent_split,acquisition_id,acquisition_role,camera,light,camera_role,light_role,M_mean,H_mean,M_base,H_base,mask_category,valid_skin_fraction,original_exposure_ev,final_exposure,attempt_count,rejection_reason,final_P_mean,final_P_max,final_S_mean,valid_pixel_count,high_clip_element_fraction,high_clip_pixel_any_fraction,high_clip_pixel_all_fraction,low_clip_element_fraction,low_clip_pixel_any_fraction,low_clip_pixel_all_fraction,R_high_clip_fraction,R_low_clip_fraction,G_high_clip_fraction,G_low_clip_fraction,B_high_clip_fraction,B_low_clip_fraction,finite,nonfinite_count
True,True,True,True,L003_A0,L003,train_like_id,A0,reference,Canon 300D,D65,seen,seen,0.14627191424369812,0.8958166837692261,0.14583333333333334,0.8958333333333334,Full,1.0,0.3513388454385469,0.24265507089962512,1,,0.00038198285619728267,0.041104916483163834,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L003_A1,L003,train_like_id,A1,camera_only,Canon 5DMarkII,D65,seen,seen,0.14627191424369812,0.8958166837692261,0.14583333333333334,0.8958333333333334,Full,1.0,0.3513388454385469,-0.2819326077286055,1,,0.00038198285619728267,0.041104916483163834,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L003_A2,L003,train_like_id,A2,light_only,Canon 300D,A,seen,seen,0.14627191424369812,0.8958166837692261,0.14583333333333334,0.8958333333333334,Full,1.0,0.3513388454385469,0.24226442604648968,1,,0.00038198285619728267,0.041104916483163834,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L003_A3,L003,train_like_id,A3,appearance_only,Canon 300D,D65,seen,seen,0.14627191424369812,0.8958166837692261,0.14583333333333334,0.8958333333333334,Full,1.0,-0.052183320285542956,-0.14973018534052762,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L003_A4,L003,train_like_id,A4,joint,Canon 5DMarkII,A,seen,seen,0.14627191424369812,0.8958166837692261,0.14583333333333334,0.8958333333333334,Full,1.0,0.10816389456200415,-0.4680601257195385,1,,0.00031857259455136955,0.05618508532643318,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L004_A0,L004,train_like_id,A0,reference,Canon 5DMarkII,FL2,seen,seen,0.18724393844604492,0.1873900294303894,0.1875,0.1875,Full,1.0,0.2253089937360211,-0.3967304106803584,1,,0.0002620068844407797,0.06711653620004654,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L004_A1,L004,train_like_id,A1,camera_only,Nikon D80,FL2,seen,seen,0.18724393844604492,0.1873900294303894,0.1875,0.1875,Full,1.0,0.2253089937360211,0.30927476371757445,1,,0.0002620068844407797,0.06711653620004654,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L004_A2,L004,train_like_id,A2,light_only,Canon 5DMarkII,D65,seen,seen,0.18724393844604492,0.1873900294303894,0.1875,0.1875,Full,1.0,0.2253089937360211,0.25020318947476894,1,,0.0002620068844407797,0.06711653620004654,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L004_A3,L004,train_like_id,A3,appearance_only,Canon 5DMarkII,FL2,seen,seen,0.18724393844604492,0.1873900294303894,0.1875,0.1875,Full,1.0,-0.2028581124481671,-0.06790151919398879,1,,0.0008239264716394246,0.047719866037368774,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L004_A4,L004,train_like_id,A4,joint,Nikon D80,D65,seen,seen,0.18724393844604492,0.1873900294303894,0.1875,0.1875,Full,1.0,-0.09655754131022976,-0.05252178968985133,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L005_A0,L005,train_like_id,A0,reference,Nikon D80,D65,seen,seen,0.22789019346237183,0.4788760244846344,0.22916666666666666,0.4791666666666667,Full,1.0,0.33984428095148056,0.1271501763384798,1,,0.00038543471600860357,0.046026237308979034,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L005_A1,L005,train_like_id,A1,camera_only,Olympus E-PL2,D65,seen,seen,0.22789019346237183,0.4788760244846344,0.22916666666666666,0.4791666666666667,Full,1.0,0.33984428095148056,0.013838765254206908,1,,0.00038543471600860357,0.046026237308979034,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L005_A2,L005,train_like_id,A2,light_only,Nikon D80,A,seen,seen,0.22789019346237183,0.4788760244846344,0.22916666666666666,0.4791666666666667,Full,1.0,0.33984428095148056,0.10496105752609663,1,,0.00038543471600860357,0.046026237308979034,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L005_A3,L005,train_like_id,A3,appearance_only,Nikon D80,D65,seen,seen,0.22789019346237183,0.4788760244846344,0.22916666666666666,0.4791666666666667,Full,1.0,0.18701845829679675,0.11973835741986527,1,,0.00018974034173879772,0.045451220124959946,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L005_A4,L005,train_like_id,A4,joint,Olympus E-PL2,A,seen,seen,0.22789019346237183,0.4788760244846344,0.22916666666666666,0.4791666666666667,Full,1.0,0.19621307702452317,-0.07030981949938497,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L006_A0,L006,train_like_id,A0,reference,Olympus E-PL2,A,seen,seen,0.2705046534538269,0.7708182334899902,0.2708333333333333,0.7708333333333334,Full,1.0,0.25907437222645846,-0.05907069731119019,1,,0.0006803992437198758,0.038266588002443314,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L006_A1,L006,train_like_id,A1,camera_only,Canon 300D,A,seen,seen,0.2705046534538269,0.7708182334899902,0.2708333333333333,0.7708333333333334,Full,1.0,0.25907437222645846,-0.24177863209573597,1,,0.0006803992437198758,0.038266588002443314,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L006_A2,L006,train_like_id,A2,light_only,Olympus E-PL2,FL2,seen,seen,0.2705046534538269,0.7708182334899902,0.2708333333333333,0.7708333333333334,Full,1.0,0.25907437222645846,-0.2929026132158002,1,,0.0006803992437198758,0.038266588002443314,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L006_A3,L006,train_like_id,A3,appearance_only,Olympus E-PL2,A,seen,seen,0.2705046534538269,0.7708182334899902,0.2708333333333333,0.7708333333333334,Full,1.0,0.0984138753984235,-0.3745423720134783,1,,0.0003008426574524492,0.0660584345459938,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L006_A4,L006,train_like_id,A4,joint,Canon 300D,FL2,seen,seen,0.2705046534538269,0.7708182334899902,0.2708333333333333,0.7708333333333334,Full,1.0,0.29109134351429744,-0.26698621308997633,1,,0.00021177683083806187,0.04613332077860832,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L007_A0,L007,train_like_id,A0,reference,Canon 300D,FL2,seen,seen,0.31254762411117554,0.06252941489219666,0.3125,0.0625,Full,1.0,-0.09275053767558494,-0.32231979136710764,1,,0.0007601983961649239,0.07015214115381241,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L007_A1,L007,train_like_id,A1,camera_only,Canon 5DMarkII,FL2,seen,seen,0.31254762411117554,0.06252941489219666,0.3125,0.0625,Full,1.0,-0.09275053767558494,0.2706179673605619,1,,0.0007601983961649239,0.07015214115381241,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L007_A2,L007,train_like_id,A2,light_only,Canon 300D,D65,seen,seen,0.31254762411117554,0.06252941489219666,0.3125,0.0625,Full,1.0,-0.09275053767558494,-0.36236763834390706,1,,0.0007601983961649239,0.07015214115381241,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L007_A3,L007,train_like_id,A3,appearance_only,Canon 300D,FL2,seen,seen,0.31254762411117554,0.06252941489219666,0.3125,0.0625,Full,1.0,-0.4849570210233365,0.19797926513232955,1,,0.00034936037263832986,0.06240730732679367,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L007_A4,L007,train_like_id,A4,joint,Canon 5DMarkII,D65,seen,seen,0.31254762411117554,0.06252941489219666,0.3125,0.0625,Full,1.0,-0.47699639092578083,0.3062276559165108,1,,0.0008674934506416321,0.06135282292962074,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L008_A0,L008,train_like_id,A0,reference,Canon 5DMarkII,A,seen,seen,0.3542335331439972,0.35419145226478577,0.3541666666666667,0.3541666666666667,Full,1.0,-0.07389399683103737,0.19637589108990428,1,,0.0003244598628953099,0.055784668773412704,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L008_A1,L008,train_like_id,A1,camera_only,Nikon D80,A,seen,seen,0.3542335331439972,0.35419145226478577,0.3541666666666667,0.3541666666666667,Full,1.0,-0.07389399683103737,-0.05229450168779698,1,,0.0003244598628953099,0.055784668773412704,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L008_A2,L008,train_like_id,A2,light_only,Canon 5DMarkII,FL2,seen,seen,0.3542335331439972,0.35419145226478577,0.3541666666666667,0.3541666666666667,Full,1.0,-0.07389399683103737,0.14662732841595727,1,,0.0003244598628953099,0.055784668773412704,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L008_A3,L008,train_like_id,A3,appearance_only,Canon 5DMarkII,A,seen,seen,0.3542335331439972,0.35419145226478577,0.3541666666666667,0.3541666666666667,Full,1.0,-0.29307390587946125,-0.26665419041700117,1,,8.979139965958893e-05,0.015124330297112465,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L008_A4,L008,train_like_id,A4,joint,Nikon D80,FL2,seen,seen,0.3542335331439972,0.35419145226478577,0.3541666666666667,0.3541666666666667,Full,1.0,-0.09519822295180747,-0.2385888878646838,1,,0.00027529874932952225,0.02104719914495945,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L009_A0,L009,train_like_id,A0,reference,Nikon D80,FL2,seen,seen,0.3961254954338074,0.6454343795776367,0.3958333333333333,0.6458333333333334,Full,1.0,0.3198700867815625,-0.17597973553948693,1,,0.00037426469498313963,0.07789850234985352,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L009_A1,L009,train_like_id,A1,camera_only,Olympus E-PL2,FL2,seen,seen,0.3961254954338074,0.6454343795776367,0.3958333333333333,0.6458333333333334,Full,1.0,0.3198700867815625,-0.1342545487121206,1,,0.00037426469498313963,0.07789850234985352,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L009_A2,L009,train_like_id,A2,light_only,Nikon D80,D65,seen,seen,0.3961254954338074,0.6454343795776367,0.3958333333333333,0.6458333333333334,Full,1.0,0.3198700867815625,0.21216321041809783,1,,0.00037426469498313963,0.07789850234985352,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L009_A3,L009,train_like_id,A3,appearance_only,Nikon D80,FL2,seen,seen,0.3961254954338074,0.6454343795776367,0.3958333333333333,0.6458333333333334,Full,1.0,-0.4030764157078909,-0.3518619657975372,1,,0.0009139683097600937,0.03168139234185219,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L009_A4,L009,train_like_id,A4,joint,Olympus E-PL2,D65,seen,seen,0.3961254954338074,0.6454343795776367,0.3958333333333333,0.6458333333333334,Full,1.0,0.4252977597815436,0.058117077181776056,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L010_A0,L010,train_like_id,A0,reference,Olympus E-PL2,D65,seen,seen,0.43793147802352905,0.9376364946365356,0.4375,0.9375,Full,1.0,0.2937432143121711,-0.33484186829574586,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L010_A1,L010,train_like_id,A1,camera_only,Canon 300D,D65,seen,seen,0.43793147802352905,0.9376364946365356,0.4375,0.9375,Full,1.0,0.2937432143121711,-0.34980516579072274,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L010_A2,L010,train_like_id,A2,light_only,Olympus E-PL2,A,seen,seen,0.43793147802352905,0.9376364946365356,0.4375,0.9375,Full,1.0,0.2937432143121711,-0.08399207545566695,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L010_A3,L010,train_like_id,A3,appearance_only,Olympus E-PL2,D65,seen,seen,0.43793147802352905,0.9376364946365356,0.4375,0.9375,Full,1.0,-0.2627619187146889,0.14525846544533128,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L010_A4,L010,train_like_id,A4,joint,Canon 300D,A,seen,seen,0.43793147802352905,0.9376364946365356,0.4375,0.9375,Full,1.0,-0.17984859786839447,-0.20248542430318572,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L011_A0,L011,train_like_id,A0,reference,Canon 300D,A,seen,seen,0.4791778326034546,0.22908633947372437,0.4791666666666667,0.22916666666666666,Full,1.0,-0.11187978742837057,-0.42356693319075445,1,,0.0004960385849699378,0.0762646421790123,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L011_A1,L011,train_like_id,A1,camera_only,Canon 5DMarkII,A,seen,seen,0.4791778326034546,0.22908633947372437,0.4791666666666667,0.22916666666666666,Full,1.0,-0.11187978742837057,-0.000106940095825514,1,,0.0004960385849699378,0.0762646421790123,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L011_A2,L011,train_like_id,A2,light_only,Canon 300D,FL2,seen,seen,0.4791778326034546,0.22908633947372437,0.4791666666666667,0.22916666666666666,Full,1.0,-0.11187978742837057,-0.3270386549446409,1,,0.0004960385849699378,0.0762646421790123,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L011_A3,L011,train_like_id,A3,appearance_only,Canon 300D,A,seen,seen,0.4791778326034546,0.22908633947372437,0.4791666666666667,0.22916666666666666,Full,1.0,0.18304483513051628,-0.03831053717383526,1,,0.0002733305445872247,0.07400252670049667,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L011_A4,L011,train_like_id,A4,joint,Canon 5DMarkII,FL2,seen,seen,0.4791778326034546,0.22908633947372437,0.4791666666666667,0.22916666666666666,Full,1.0,0.0128925330888493,-0.13225073850482505,1,,0.0006750879692845047,0.06259775161743164,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L012_A0,L012,train_like_id,A0,reference,Canon 5DMarkII,D65,seen,seen,0.520555317401886,0.5201461911201477,0.5208333333333334,0.5208333333333334,Full,1.0,-0.2532471851913425,-0.45821370482880086,1,,0.00011261047620791942,0.017670828849077225,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L012_A1,L012,train_like_id,A1,camera_only,Nikon D80,D65,seen,seen,0.520555317401886,0.5201461911201477,0.5208333333333334,0.5208333333333334,Full,1.0,-0.2532471851913425,0.21204231630226278,1,,0.00011261047620791942,0.017670828849077225,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L012_A2,L012,train_like_id,A2,light_only,Canon 5DMarkII,A,seen,seen,0.520555317401886,0.5201461911201477,0.5208333333333334,0.5208333333333334,Full,1.0,-0.2532471851913425,-0.23367465593460907,1,,0.00011261047620791942,0.017670828849077225,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L012_A3,L012,train_like_id,A3,appearance_only,Canon 5DMarkII,D65,seen,seen,0.520555317401886,0.5201461911201477,0.5208333333333334,0.5208333333333334,Full,1.0,0.06044936622060426,-0.38285512584897335,1,,0.0,0.0,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L012_A4,L012,train_like_id,A4,joint,Nikon D80,A,seen,seen,0.520555317401886,0.5201461911201477,0.5208333333333334,0.5208333333333334,Full,1.0,-0.44128147306712573,-0.1508825877860926,1,,0.0004295693361200392,0.07923053950071335,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L013_A0,L013,train_like_id,A0,reference,Nikon D80,A,seen,seen,0.5621300935745239,0.8142194747924805,0.5625,0.8125,Full,1.0,0.31500619587250067,0.19084414510601289,1,,0.00027985378983430564,0.02549559809267521,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L013_A1,L013,train_like_id,A1,camera_only,Olympus E-PL2,A,seen,seen,0.5621300935745239,0.8142194747924805,0.5625,0.8125,Full,1.0,0.31500619587250067,0.26368375529138033,1,,0.00027985378983430564,0.02549559809267521,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L013_A2,L013,train_like_id,A2,light_only,Nikon D80,FL2,seen,seen,0.5621300935745239,0.8142194747924805,0.5625,0.8125,Full,1.0,0.31500619587250067,-0.23935563479815036,1,,0.00027985378983430564,0.02549559809267521,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L013_A3,L013,train_like_id,A3,appearance_only,Nikon D80,A,seen,seen,0.5621300935745239,0.8142194747924805,0.5625,0.8125,Full,1.0,0.09667955497266023,0.20570967488092085,1,,0.0005665164208039641,0.06315356492996216,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L013_A4,L013,train_like_id,A4,joint,Olympus E-PL2,FL2,seen,seen,0.5621300935745239,0.8142194747924805,0.5625,0.8125,Full,1.0,-0.3228322600086634,-0.4489267976617379,1,,0.00020388929988257587,0.041347600519657135,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,L014_A0,L014,train_like_id,A0,reference,Olympus E-PL2,FL2,seen,seen,0.6047966480255127,0.10413311421871185,0.6041666666666666,0.10416666666666667,Full,1.0,-0.40699230917976037,0.3021081093639123,1,,0.0006266625714488328,0.06834567338228226,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
