AUDIT_ONLY,TRAINING_FORBIDDEN,ATTRIBUTION_ONLY,NOT_PART_OF_FORMAL_DATASET,sample_id,latent_id,latent_split,acquisition_id,acquisition_role,camera,light,camera_role,light_role,M_mean,H_mean,M_base,H_base,mask_category,valid_skin_fraction,original_exposure_ev,final_exposure,attempt_count,rejection_reason,final_P_mean,final_P_max,final_S_mean,valid_pixel_count,high_clip_element_fraction,high_clip_pixel_any_fraction,high_clip_pixel_all_fraction,low_clip_element_fraction,low_clip_pixel_any_fraction,low_clip_pixel_all_fraction,R_high_clip_fraction,R_low_clip_fraction,G_high_clip_fraction,G_low_clip_fraction,B_high_clip_fraction,B_low_clip_fraction,finite,nonfinite_count
True,True,True,True,R1V002_A3,R1V002,train_like_id,A3,appearance_only,Olympus E-PL2,FL2,seen,seen,0.05208373814821243,0.3018946051597595,0.052083333333333336,0.3020833333333333,Full,1.0,-0.07586824484297594,0.22965839034501023,1,,0.0002694362192414701,0.056766852736473083,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V002_A4,R1V002,train_like_id,A4,joint,Canon 300D,D65,seen,seen,0.05208373814821243,0.3018946051597595,0.052083333333333336,0.3020833333333333,Full,1.0,0.2508528095164535,0.3078492044999327,1,,0.00016615641652606428,0.02830747328698635,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V003_A0,R1V003,train_like_id,A0,reference,Canon 300D,D65,seen,seen,0.07287731766700745,0.44816866517066956,0.07291666666666667,0.4479166666666667,Full,1.0,0.11103974496965563,-0.384525509131346,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V003_A1,R1V003,train_like_id,A1,camera_only,Canon 5DMarkII,D65,seen,seen,0.07287731766700745,0.44816866517066956,0.07291666666666667,0.4479166666666667,Full,1.0,0.11103974496965563,-0.4729192206318781,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V003_A2,R1V003,train_like_id,A2,light_only,Canon 300D,A,seen,seen,0.07287731766700745,0.44816866517066956,0.07291666666666667,0.4479166666666667,Full,1.0,0.11103974496965563,0.07991379937351095,1,,0.0,0.0,1.0,65536,0.0012766520182291667,0.0038299560546875,0.0,0.0,0.0,0.0,0.0038299560546875,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V003_A3,R1V003,train_like_id,A3,appearance_only,Canon 300D,D65,seen,seen,0.07287731766700745,0.44816866517066956,0.07291666666666667,0.4479166666666667,Full,1.0,0.38905968347498854,0.1766519797876971,1,,0.00011512412311276421,0.028218815103173256,1.0,65536,5.0862630208333336e-05,0.000152587890625,0.0,0.0,0.0,0.0,0.000152587890625,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V003_A4,R1V003,train_like_id,A4,joint,Canon 5DMarkII,A,seen,seen,0.07287731766700745,0.44816866517066956,0.07291666666666667,0.4479166666666667,Full,1.0,-0.004072180725951613,0.12338082848525422,1,,0.0003693535691127181,0.0776272639632225,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V004_A0,R1V004,train_like_id,A0,reference,Canon 5DMarkII,FL2,seen,seen,0.09376463294029236,0.5932866930961609,0.09375,0.59375,Full,1.0,0.22135629112039912,-0.3141568768443973,1,,0.00014401375665329397,0.01686401292681694,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V004_A1,R1V004,train_like_id,A1,camera_only,Nikon D80,FL2,seen,seen,0.09376463294029236,0.5932866930961609,0.09375,0.59375,Full,1.0,0.22135629112039912,0.23362820793757488,1,,0.00014401375665329397,0.01686401292681694,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V004_A2,R1V004,train_like_id,A2,light_only,Canon 5DMarkII,D65,seen,seen,0.09376463294029236,0.5932866930961609,0.09375,0.59375,Full,1.0,0.22135629112039912,-0.014664921507447415,1,,0.00014401375665329397,0.01686401292681694,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V004_A3,R1V004,train_like_id,A3,appearance_only,Canon 5DMarkII,FL2,seen,seen,0.09376463294029236,0.5932866930961609,0.09375,0.59375,Full,1.0,0.2563229589062789,0.010628185101723031,1,,0.0004581651301123202,0.058882880955934525,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V004_A4,R1V004,train_like_id,A4,joint,Nikon D80,D65,seen,seen,0.09376463294029236,0.5932866930961609,0.09375,0.59375,Full,1.0,-0.38327468213277827,-0.27188247559888934,1,,0.00025902240304276347,0.05697581171989441,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V005_A0,R1V005,train_like_id,A0,reference,Nikon D80,D65,seen,seen,0.11498910188674927,0.7399826049804688,0.11458333333333333,0.7395833333333334,Full,1.0,0.2076733938735683,0.09568660554404296,1,,0.0006514959968626499,0.07229632884263992,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V005_A1,R1V005,train_like_id,A1,camera_only,Olympus E-PL2,D65,seen,seen,0.11498910188674927,0.7399826049804688,0.11458333333333333,0.7395833333333334,Full,1.0,0.2076733938735683,-0.15835243469660143,1,,0.0006514959968626499,0.07229632884263992,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V005_A2,R1V005,train_like_id,A2,light_only,Nikon D80,A,seen,seen,0.11498910188674927,0.7399826049804688,0.11458333333333333,0.7395833333333334,Full,1.0,0.2076733938735683,0.06481810404057509,1,,0.0006514959968626499,0.07229632884263992,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V005_A3,R1V005,train_like_id,A3,appearance_only,Nikon D80,D65,seen,seen,0.11498910188674927,0.7399826049804688,0.11458333333333333,0.7395833333333334,Full,1.0,0.18708834818169862,-0.3990676551935247,1,,0.00026169605553150177,0.042141858488321304,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V005_A4,R1V005,train_like_id,A4,joint,Olympus E-PL2,A,seen,seen,0.11498910188674927,0.7399826049804688,0.11458333333333333,0.7395833333333334,Full,1.0,-0.10709788334555259,-0.3326286192926009,1,,0.0003338869719300419,0.07731976360082626,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V006_A0,R1V006,train_like_id,A0,reference,Olympus E-PL2,A,seen,seen,0.13550619781017303,0.8859260082244873,0.13541666666666666,0.8854166666666666,Full,1.0,-0.40887517530310935,-0.13490003030352726,1,,0.00067531643435359,0.06474870443344116,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V006_A1,R1V006,train_like_id,A1,camera_only,Canon 300D,A,seen,seen,0.13550619781017303,0.8859260082244873,0.13541666666666666,0.8854166666666666,Full,1.0,-0.40887517530310935,-0.03070218022884391,1,,0.00067531643435359,0.06474870443344116,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V006_A2,R1V006,train_like_id,A2,light_only,Olympus E-PL2,FL2,seen,seen,0.13550619781017303,0.8859260082244873,0.13541666666666666,0.8854166666666666,Full,1.0,-0.40887517530310935,0.1675752258903509,1,,0.00067531643435359,0.06474870443344116,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V006_A3,R1V006,train_like_id,A3,appearance_only,Olympus E-PL2,A,seen,seen,0.13550619781017303,0.8859260082244873,0.13541666666666666,0.8854166666666666,Full,1.0,-0.2311627455791616,0.29734111338572855,1,,0.0006878311396576464,0.05496889352798462,1.0,65536,0.010431925455729166,0.0312957763671875,0.0,0.0,0.0,0.0,0.0312957763671875,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V006_A4,R1V006,train_like_id,A4,joint,Canon 300D,FL2,seen,seen,0.13550619781017303,0.8859260082244873,0.13541666666666666,0.8854166666666666,Full,1.0,-0.39464224727762665,-0.23717770553540868,1,,0.00048168248031288385,0.054513782262802124,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V007_A0,R1V007,train_like_id,A0,reference,Canon 300D,FL2,seen,seen,0.1562059074640274,0.03132350742816925,0.15625,0.03125,Full,1.0,-0.32377130176512714,-0.32666392287730706,1,,0.0008122038561850786,0.06972566246986389,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V007_A1,R1V007,train_like_id,A1,camera_only,Canon 5DMarkII,FL2,seen,seen,0.1562059074640274,0.03132350742816925,0.15625,0.03125,Full,1.0,-0.32377130176512714,0.09420197008580489,1,,0.0008122038561850786,0.06972566246986389,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V007_A2,R1V007,train_like_id,A2,light_only,Canon 300D,D65,seen,seen,0.1562059074640274,0.03132350742816925,0.15625,0.03125,Full,1.0,-0.32377130176512714,-0.2814458225561798,1,,0.0008122038561850786,0.06972566246986389,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V007_A3,R1V007,train_like_id,A3,appearance_only,Canon 300D,FL2,seen,seen,0.1562059074640274,0.03132350742816925,0.15625,0.03125,Full,1.0,0.4185143888001668,0.01378598882842319,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V007_A4,R1V007,train_like_id,A4,joint,Canon 5DMarkII,D65,seen,seen,0.1562059074640274,0.03132350742816925,0.15625,0.03125,Full,1.0,0.2505932987835138,0.06289144367020849,1,,0.00032844278030097485,0.031952373683452606,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V008_A0,R1V008,train_like_id,A0,reference,Canon 5DMarkII,A,seen,seen,0.1772472858428955,0.17676138877868652,0.17708333333333334,0.17708333333333334,Full,1.0,0.3408851830012145,-0.23442702878234384,1,,0.0009304797858931124,0.06141737475991249,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V008_A1,R1V008,train_like_id,A1,camera_only,Nikon D80,A,seen,seen,0.1772472858428955,0.17676138877868652,0.17708333333333334,0.17708333333333334,Full,1.0,0.3408851830012145,-0.28709950805675855,1,,0.0009304797858931124,0.06141737475991249,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V008_A2,R1V008,train_like_id,A2,light_only,Canon 5DMarkII,FL2,seen,seen,0.1772472858428955,0.17676138877868652,0.17708333333333334,0.17708333333333334,Full,1.0,0.3408851830012145,-0.41973354465986257,1,,0.0009304797858931124,0.06141737475991249,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V008_A3,R1V008,train_like_id,A3,appearance_only,Canon 5DMarkII,A,seen,seen,0.1772472858428955,0.17676138877868652,0.17708333333333334,0.17708333333333334,Full,1.0,-0.179551752481087,0.03128407072616779,1,,0.0004330425872467458,0.0423511266708374,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V008_A4,R1V008,train_like_id,A4,joint,Nikon D80,FL2,seen,seen,0.1772472858428955,0.17676138877868652,0.17708333333333334,0.17708333333333334,Full,1.0,0.10765023583242117,-0.3825518757227021,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V009_A0,R1V009,train_like_id,A0,reference,Nikon D80,FL2,seen,seen,0.19767817854881287,0.3228674530982971,0.19791666666666666,0.3229166666666667,Full,1.0,-0.44613937867203113,0.00046450127539199304,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V009_A1,R1V009,train_like_id,A1,camera_only,Olympus E-PL2,FL2,seen,seen,0.19767817854881287,0.3228674530982971,0.19791666666666666,0.3229166666666667,Full,1.0,-0.44613937867203113,0.27338938894735754,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V009_A2,R1V009,train_like_id,A2,light_only,Nikon D80,D65,seen,seen,0.19767817854881287,0.3228674530982971,0.19791666666666666,0.3229166666666667,Full,1.0,-0.44613937867203113,0.16597018524506812,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V009_A3,R1V009,train_like_id,A3,appearance_only,Nikon D80,FL2,seen,seen,0.19767817854881287,0.3228674530982971,0.19791666666666666,0.3229166666666667,Full,1.0,0.2020166204823054,-0.4819009418940347,1,,0.00014212229871191084,0.029101504012942314,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V009_A4,R1V009,train_like_id,A4,joint,Olympus E-PL2,D65,seen,seen,0.19767817854881287,0.3228674530982971,0.19791666666666666,0.3229166666666667,Full,1.0,-0.2088767568440969,-0.43663128223680775,1,,0.0002906769223045558,0.06006547436118126,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V010_A0,R1V010,train_like_id,A0,reference,Olympus E-PL2,D65,seen,seen,0.2177886962890625,0.4694370627403259,0.21875,0.46875,Full,1.0,0.0014589097298686182,-0.09679431207548522,1,,0.0012784652644768357,0.0714232325553894,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V010_A1,R1V010,train_like_id,A1,camera_only,Canon 300D,D65,seen,seen,0.2177886962890625,0.4694370627403259,0.21875,0.46875,Full,1.0,0.0014589097298686182,-0.1729385960058198,1,,0.0012784652644768357,0.0714232325553894,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V010_A2,R1V010,train_like_id,A2,light_only,Olympus E-PL2,A,seen,seen,0.2177886962890625,0.4694370627403259,0.21875,0.46875,Full,1.0,0.0014589097298686182,-0.28956944468125134,1,,0.0012784652644768357,0.0714232325553894,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V010_A3,R1V010,train_like_id,A3,appearance_only,Olympus E-PL2,D65,seen,seen,0.2177886962890625,0.4694370627403259,0.21875,0.46875,Full,1.0,-0.41610076133473684,-0.04906025702416994,1,,0.0002505418669898063,0.07209976762533188,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V010_A4,R1V010,train_like_id,A4,joint,Canon 300D,A,seen,seen,0.2177886962890625,0.4694370627403259,0.21875,0.46875,Full,1.0,-0.4361176161440763,0.14589716463784963,1,,0.00047454549348913133,0.05569763481616974,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V011_A0,R1V011,train_like_id,A0,reference,Canon 300D,A,seen,seen,0.24028050899505615,0.6149855256080627,0.23958333333333334,0.6145833333333334,Full,1.0,-0.3923506392466216,-0.4755934325886829,1,,0.0009662543889135122,0.07397180795669556,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V011_A1,R1V011,train_like_id,A1,camera_only,Canon 5DMarkII,A,seen,seen,0.24028050899505615,0.6149855256080627,0.23958333333333334,0.6145833333333334,Full,1.0,-0.3923506392466216,0.012409892716329751,1,,0.0009662543889135122,0.07397180795669556,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V011_A2,R1V011,train_like_id,A2,light_only,Canon 300D,FL2,seen,seen,0.24028050899505615,0.6149855256080627,0.23958333333333334,0.6145833333333334,Full,1.0,-0.3923506392466216,0.11259676567739685,1,,0.0009662543889135122,0.07397180795669556,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V011_A3,R1V011,train_like_id,A3,appearance_only,Canon 300D,A,seen,seen,0.24028050899505615,0.6149855256080627,0.23958333333333334,0.6145833333333334,Full,1.0,-0.2850694094635815,-0.024242590503811112,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V011_A4,R1V011,train_like_id,A4,joint,Canon 5DMarkII,FL2,seen,seen,0.24028050899505615,0.6149855256080627,0.23958333333333334,0.6145833333333334,Full,1.0,-0.1289181754426273,0.08886129882174376,1,,0.0005854885093867779,0.05525049567222595,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V012_A0,R1V012,train_like_id,A0,reference,Canon 5DMarkII,D65,seen,seen,0.26039862632751465,0.7605004906654358,0.2604166666666667,0.7604166666666666,Full,1.0,0.4256409111628884,-0.32266557034808857,1,,0.0006432067602872849,0.062232717871665955,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V012_A1,R1V012,train_like_id,A1,camera_only,Nikon D80,D65,seen,seen,0.26039862632751465,0.7605004906654358,0.2604166666666667,0.7604166666666666,Full,1.0,0.4256409111628884,-0.39856674885713617,1,,0.0006432067602872849,0.062232717871665955,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V012_A2,R1V012,train_like_id,A2,light_only,Canon 5DMarkII,A,seen,seen,0.26039862632751465,0.7605004906654358,0.2604166666666667,0.7604166666666666,Full,1.0,0.4256409111628884,-0.09542841407047775,1,,0.0006432067602872849,0.062232717871665955,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V012_A3,R1V012,train_like_id,A3,appearance_only,Canon 5DMarkII,D65,seen,seen,0.26039862632751465,0.7605004906654358,0.2604166666666667,0.7604166666666666,Full,1.0,-0.1357378931935509,0.27738405536190947,1,,0.00020133261568844318,0.0413314625620842,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V012_A4,R1V012,train_like_id,A4,joint,Nikon D80,A,seen,seen,0.26039862632751465,0.7605004906654358,0.2604166666666667,0.7604166666666666,Full,1.0,-0.17357591990560073,-0.4243359711595458,1,,0.0,0.0,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V013_A0,R1V013,train_like_id,A0,reference,Nikon D80,A,seen,seen,0.28068339824676514,0.9066109657287598,0.28125,0.90625,Full,1.0,-0.030066067329995838,0.176015523506717,1,,0.0005252347327768803,0.04582889378070831,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V013_A1,R1V013,train_like_id,A1,camera_only,Olympus E-PL2,A,seen,seen,0.28068339824676514,0.9066109657287598,0.28125,0.90625,Full,1.0,-0.030066067329995838,-0.35382594079482704,1,,0.0005252347327768803,0.04582889378070831,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V013_A2,R1V013,train_like_id,A2,light_only,Nikon D80,FL2,seen,seen,0.28068339824676514,0.9066109657287598,0.28125,0.90625,Full,1.0,-0.030066067329995838,-0.22506231239637836,1,,0.0005252347327768803,0.04582889378070831,1.0,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
True,True,True,True,R1V013_A3,R1V013,train_like_id,A3,appearance_only,Nikon D80,A,seen,seen,0.28068339824676514,0.9066109657287598,0.28125,0.90625,Full,1.0,-0.048268274273581935,0.0968283763509955,1,,0.0008346515242010355,0.0399942509829998,0.9999999403953552,65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0
