AUDIT_ONLY,TRAINING_FORBIDDEN,ATTRIBUTION_ONLY,NOT_PART_OF_FORMAL_DATASET,latent_id,latent_split,m_base,h_base,M_mean,H_mean,mask_hash
True,True,True,True,L013,train_like_id,0.5625,0.8125,0.5621300935745239,0.8142194747924805,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L014,train_like_id,0.6041666666666666,0.10416666666666667,0.6047966480255127,0.10413311421871185,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L015,train_like_id,0.6458333333333334,0.3958333333333333,0.6453766226768494,0.3948279619216919,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L016,train_like_id,0.6875,0.6875,0.687284529209137,0.6886056661605835,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L017,train_like_id,0.7291666666666666,0.9791666666666666,0.7294002771377563,0.9793084859848022,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L018,train_like_id,0.7708333333333334,0.2708333333333333,0.7706535458564758,0.2710915207862854,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L019,train_like_id,0.8125,0.5625,0.8122111558914185,0.5626153349876404,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L020,train_like_id,0.8541666666666666,0.8541666666666666,0.8544418215751648,0.8537508249282837,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L021,train_like_id,0.8958333333333334,0.14583333333333334,0.895539402961731,0.14536944031715393,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L022,train_like_id,0.9375,0.4375,0.9374850392341614,0.4365013539791107,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L023,train_like_id,0.9791666666666666,0.7291666666666666,0.9791524410247803,0.728416919708252,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L024,validation_like_id,0.0625,0.0625,0.06256523728370667,0.06253810971975327,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L025,validation_like_id,0.1875,0.9375,0.187226802110672,0.9374634027481079,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L026,validation_like_id,0.3125,0.8125,0.3131558895111084,0.8130160570144653,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L027,validation_like_id,0.4375,0.6875,0.43730461597442627,0.6870400309562683,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L028,validation_like_id,0.5625,0.5625,0.5626736879348755,0.5632736682891846,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L029,validation_like_id,0.6875,0.4375,0.6875815391540527,0.43682634830474854,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L030,validation_like_id,0.8125,0.3125,0.8124917149543762,0.31379076838493347,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L031,validation_like_id,0.9375,0.1875,0.9372596740722656,0.18745681643486023,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L032,id_test,0.0625,0.0625,0.062493517994880676,0.06233234703540802,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L033,id_test,0.1875,0.9375,0.1869148313999176,0.9374481439590454,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L034,id_test,0.3125,0.8125,0.313305139541626,0.8127430081367493,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L035,id_test,0.4375,0.6875,0.4375620484352112,0.687313437461853,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L036,id_test,0.5625,0.5625,0.562024712562561,0.5634544491767883,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L037,id_test,0.6875,0.4375,0.687103271484375,0.43693387508392334,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L038,id_test,0.8125,0.3125,0.8130142688751221,0.3122280538082123,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L039,id_test,0.9375,0.1875,0.9373886585235596,0.18861174583435059,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L040,camera_ood,0.0625,0.0625,0.06249423325061798,0.06226900964975357,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L041,camera_ood,0.1875,0.9375,0.18757131695747375,0.9376848340034485,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L042,camera_ood,0.3125,0.8125,0.31244468688964844,0.8122262954711914,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L043,camera_ood,0.4375,0.6875,0.43746650218963623,0.6880378723144531,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L044,camera_ood,0.5625,0.5625,0.563010036945343,0.5631759762763977,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L045,camera_ood,0.6875,0.4375,0.6873092651367188,0.438773512840271,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L046,camera_ood,0.8125,0.3125,0.8125326633453369,0.3128468990325928,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L047,camera_ood,0.9375,0.1875,0.937717080116272,0.1877044439315796,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L048,light_ood,0.0625,0.0625,0.06230452284216881,0.06245453655719757,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L049,light_ood,0.1875,0.9375,0.18802347779273987,0.9376683235168457,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L050,light_ood,0.3125,0.8125,0.31256911158561707,0.8129464387893677,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L051,light_ood,0.4375,0.6875,0.43765467405319214,0.6871964931488037,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L052,light_ood,0.5625,0.5625,0.5623324513435364,0.5623910427093506,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L053,light_ood,0.6875,0.4375,0.6877470016479492,0.43742862343788147,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L054,light_ood,0.8125,0.3125,0.8125280141830444,0.3126087188720703,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L055,light_ood,0.9375,0.1875,0.9374430179595947,0.18781965970993042,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L056,joint_ood,0.0625,0.0625,0.06257620453834534,0.06247052550315857,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L057,joint_ood,0.1875,0.9375,0.18765789270401,0.9374882578849792,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L058,joint_ood,0.3125,0.8125,0.31251731514930725,0.8124459981918335,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L059,joint_ood,0.4375,0.6875,0.4368288815021515,0.6875107288360596,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L060,joint_ood,0.5625,0.5625,0.5622867345809937,0.5632869601249695,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L061,joint_ood,0.6875,0.4375,0.6875384449958801,0.43703213334083557,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L062,joint_ood,0.8125,0.3125,0.8124883770942688,0.31150829792022705,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
True,True,True,True,L063,joint_ood,0.9375,0.1875,0.9376108646392822,0.18726268410682678,916b144867c340614f515c7b0e5415c74832d899c05264ded2a277a6e81d81ff
