cohort,subject_id,wavelength_nm,band_role,signed_residual,log_residual
train,p004,590,fit,0.02245230902941603,0.08526115073334495
train,p004,600,fit,0.018320446970625237,0.058902625018075305
train,p004,610,fit,-0.01844619974829864,-0.051856835549772606
train,p004,620,fit,-0.00826069492328313,-0.02221725234333105
train,p004,630,fit,-0.014209184617673176,-0.03624608732115464
train,p004,640,fit,-0.004226802934282015,-0.010518726804217837
train,p004,650,fit,-0.03976647719044518,-0.09192155673635316
train,p004,660,fit,0.0035512976877472013,0.008371774901881901
train,p004,670,fit,-0.035707882126162716,-0.07833492910222106
train,p004,680,fit,0.027971639816709137,0.06415917235611168
train,p004,690,edge_diagnostic,-0.04722969176687464,-0.09742795362487677
train,p004,700,edge_diagnostic,0.012492085262538644,0.026841513693842467
train,p005,400,edge_diagnostic,-0.18740425679469516,-0.6851220559076471
train,p005,410,edge_diagnostic,-0.1050789399896265,-0.4421559158777413
train,p005,420,fit,-0.028901459591541584,-0.14319451724596433
train,p005,430,fit,0.00031240520586703346,0.001674220529475745
train,p005,440,fit,0.011397051057355057,0.06312418148620647
train,p005,450,fit,0.010576881626152779,0.057939261975202605
train,p005,460,fit,-0.0008045987702367807,-0.004205389475660848
train,p005,470,fit,-0.0014151278123969158,-0.007272036581266628
train,p005,480,fit,0.005191222169194543,0.026665783657468856
train,p005,490,fit,0.004687254906480365,0.02366902415160599
train,p005,500,fit,0.0057016493098607235,0.028401137648435437
train,p005,510,fit,0.011222321181995454,0.05596012049375654
train,p005,520,fit,0.008338566836355366,0.041269017394077956
train,p005,530,fit,0.012457944959648304,0.06376605921572964
train,p005,540,fit,0.012885942816949353,0.06713012540894603
train,p005,550,fit,-0.010079815075309972,-0.048786962177642
train,p005,560,fit,0.002278152710904646,0.011082642988455627
train,p005,570,fit,-0.010608460960214283,-0.050613415130156714
train,p005,580,fit,-0.00610691586903242,-0.029476557011046234
train,p005,590,fit,0.022868889301789597,0.10216488814702851
train,p005,600,fit,0.013357102661121278,0.04923718034309288
train,p005,610,fit,-0.021828581368824873,-0.06940097816168933
train,p005,620,fit,-0.011766907206614274,-0.03557689471083525
train,p005,630,fit,-0.019244406079948817,-0.05469141619608653
train,p005,640,fit,-0.010809798022653916,-0.029805213594760516
train,p005,650,fit,-0.04391126982118304,-0.11191103940917468
train,p005,660,fit,-0.003920311645644714,-0.010153720204071681
train,p005,670,fit,-0.040469664493077484,-0.09711388441809976
train,p005,680,fit,0.01955431717935363,0.048957052581339866
train,p005,690,edge_diagnostic,-0.05142838890783896,-0.11516043848322632
train,p005,700,edge_diagnostic,0.0044577268385128654,0.010371417478572398
train,p006,400,edge_diagnostic,-0.18686408063781623,-0.6822897376417328
train,p006,410,edge_diagnostic,-0.10638529662528223,-0.4455537647120065
train,p006,420,fit,-0.030920002309235667,-0.15205523343406857
train,p006,430,fit,-0.0022293709556246155,-0.011831422736406916
train,p006,440,fit,0.01155582215181608,0.06382710376784662
train,p006,450,fit,0.00832390182328599,0.04515965222988183
train,p006,460,fit,-0.0024938685492901236,-0.012931902763688718
train,p006,470,fit,-0.003163850547197783,-0.016125927962826747
train,p006,480,fit,0.0017140950979003255,0.008692037100781258
train,p006,490,fit,0.004170693823535243,0.020945914157868728
train,p006,500,fit,0.0029646827645251617,0.014604061546144687
train,p006,510,fit,0.007945134713579882,0.03911515135166854
train,p006,520,fit,0.006130783687011088,0.030035881775303475
train,p006,530,fit,0.007021761931555098,0.035272293223219675
train,p006,540,fit,0.005316709909632955,0.027024040203873056
train,p006,550,fit,-0.013201150825289887,-0.06312319268255129
train,p006,560,fit,-0.0020759164545264552,-0.009942384182217046
train,p006,570,fit,-0.015701084225483358,-0.07365925843260412
train,p006,580,fit,-0.015055721841408992,-0.07079389235260103
train,p006,590,fit,0.020514889786433482,0.0906296597228815
train,p006,600,fit,0.019069343708727704,0.07068082721811098
train,p006,610,fit,-0.008154353933097491,-0.02636735658776379
train,p006,620,fit,0.008163629256330018,0.0253319591224066
train,p006,630,fit,-0.0007430375296176295,-0.002158873743099976
train,p006,640,fit,0.003939298316352868,0.011040668253899044
train,p006,650,fit,-0.03062733954571417,-0.07905668605643912
train,p006,660,fit,0.005584762234516205,0.014589212529975581
train,p006,670,fit,-0.03174852349372731,-0.07669860759110181
train,p006,680,fit,0.025892927071067995,0.06511913356035903
train,p006,690,edge_diagnostic,-0.04371409817698457,-0.09839403155545834
train,p006,700,edge_diagnostic,0.010491751140001726,0.024503259168495384
train,p007,400,edge_diagnostic,-0.2007115625017403,-0.7575566420183811
train,p007,410,edge_diagnostic,-0.11998647533727946,-0.5205913785072496
train,p007,420,fit,-0.043020738743806825,-0.22048270121067648
train,p007,430,fit,-0.01395710164139316,-0.07743306375026537
train,p007,440,fit,0.0054970980431630345,0.03234174265238132
train,p007,450,fit,0.0031694583231458573,0.01842255857455366
train,p007,460,fit,-0.004913763883009764,-0.027577235402061362
train,p007,470,fit,-0.003218217635632792,-0.017925660529377385
train,p007,480,fit,0.004604384406222767,0.025831385570519227
train,p007,490,fit,0.009083158644882655,0.050892470731673356
train,p007,500,fit,0.010558823060669104,0.05852728987290279
train,p007,510,fit,0.013916478279714789,0.07692504107801312
train,p007,520,fit,0.011319240374681155,0.062060498009994136
train,p007,530,fit,0.011340778676655616,0.06347257160559283
train,p007,540,fit,0.007974676296635341,0.04484779144049322
train,p007,550,fit,-0.003653437635347173,-0.019601812282882047
train,p007,560,fit,-0.00428185774765058,-0.022402692889002207
train,p007,570,fit,-0.022027874915970164,-0.11129869617861154
train,p007,580,fit,-0.026120019373580577,-0.13070939081773547
train,p007,590,fit,0.008209615570600154,0.03900596787185728
train,p007,600,fit,0.013004247766638083,0.052732655358333824
train,p007,610,fit,-0.007082171282858873,-0.02522703402599813
train,p007,620,fit,0.013497934182791993,0.04645329897260253
train,p007,630,fit,0.003093386020326716,0.009892075298879588
train,p007,640,fit,0.007133105344677482,0.02192304478015461
train,p007,650,fit,-0.022288164992125048,-0.06306930916617492
train,p007,660,fit,0.010882392877665292,0.031075585645244708
train,p007,670,fit,-0.022753292167014272,-0.059926672075013565
train,p007,680,fit,0.031124947391090174,0.08521300753477634
train,p007,690,edge_diagnostic,-0.03437108957853163,-0.08376845119884557
train,p007,700,edge_diagnostic,0.01414290453047079,0.03560346566895711
train,p008,400,edge_diagnostic,-0.2058627564396377,-0.6188108504623986
train,p008,410,edge_diagnostic,-0.1566469789505436,-0.5049668777101943
train,p008,420,fit,-0.12789001729363972,-0.4317089601077866
train,p008,430,fit,-0.14522711943928804,-0.48016209491503636
train,p008,440,fit,-0.11423297583623207,-0.3957832746393686
train,p008,450,fit,-0.07199327164516073,-0.26322411822406133
train,p008,460,fit,-0.05766760231558965,-0.21117292078713645
train,p008,470,fit,-0.047821766481384476,-0.17486596596382942
train,p008,480,fit,-0.032792066257581076,-0.12085711879654015
train,p008,490,fit,-0.016684998320861177,-0.06244935875514934
train,p008,500,fit,0.005475331786419846,0.021099398346182463
train,p008,510,fit,-0.0038592206557086506,-0.014514829617390701
train,p008,520,fit,-0.008400717779301237,-0.03167197056398807
train,p008,530,fit,0.019775264169589246,0.08212720888024894
train,p008,540,fit,0.018411652801381767,0.07864413082144717
train,p008,550,fit,-0.01724894063681756,-0.06779179105552569
train,p008,560,fit,0.025220623049696383,0.10587595226647539
train,p008,570,fit,-0.005432993657661089,-0.021910578494384714
train,p008,580,fit,0.0075185803803664575,0.03146442764284907
train,p008,590,fit,0.04879903705046071,0.18871729937396187
train,p008,600,fit,0.07716274174852744,0.2570796786452203
train,p008,610,fit,0.09485401459023218,0.2938574205535016
train,p008,620,fit,0.09098174662414477,0.2598420096173052
train,p008,630,fit,0.09783835127324975,0.26742042543077793
train,p008,640,fit,0.11153980028796695,0.2982428936335295
train,p008,650,fit,0.10379389905981251,0.2649720871004201
train,p008,660,fit,0.09817961443029705,0.24075379620156234
train,p008,670,fit,0.0786671803034854,0.18280258164331165
train,p008,680,fit,0.1338288676627426,0.32481422991466347
train,p008,690,edge_diagnostic,0.08937971103492443,0.19971707207454137
train,p008,700,edge_diagnostic,0.105336672184002,0.23498134638899437
train,p009,400,edge_diagnostic,-0.2244498790474466,-0.8633101766730618
train,p009,410,edge_diagnostic,-0.14430190661432346,-0.6361669038171485
train,p009,420,fit,-0.06468800268215577,-0.3377083857512684
train,p009,430,fit,-0.040656224008003644,-0.22646099487462612
train,p009,440,fit,-0.009307102237604697,-0.056802334879731964
train,p009,450,fit,-0.013187865823876765,-0.07937816626604932
train,p009,460,fit,-0.023802480853460845,-0.13789052975062455
train,p009,470,fit,-0.011292473143890397,-0.06716698828864898
train,p009,480,fit,-0.009443175424579675,-0.05580461695623362
train,p009,490,fit,-0.004998160831961279,-0.02956848424256009
train,p009,500,fit,-0.003386544003065789,-0.019864032388733355
train,p009,510,fit,-0.001414442960128215,-0.008248675810340389
train,p009,520,fit,0.0024381331885902913,0.014348022771092372
train,p009,530,fit,0.01200071014838977,0.07392067861829643
train,p009,540,fit,0.010784008437082077,0.0669340473738631
train,p009,550,fit,0.004557092076142827,0.027325194514576934
train,p009,560,fit,0.010399456783966282,0.06197898294919346
train,p009,570,fit,0.006616867965139883,0.03928746173317377
train,p009,580,fit,-0.0014080534520061472,-0.008152848192919393
train,p009,590,fit,0.02108308174649201,0.11377743037239729
train,p009,600,fit,0.022861646669722957,0.10458106664932587
train,p009,610,fit,0.0022367252629726386,0.008908884934501149
train,p009,620,fit,0.013913621566208512,0.052712005678246854
train,p009,630,fit,0.0070141445258796176,0.024740583545213024
train,p009,640,fit,0.02080890128491003,0.07158084594670844
train,p009,650,fit,0.008103611293351687,0.026114143618712005
train,p009,660,fit,0.031479910517315524,0.10105664246783341
train,p009,670,fit,0.017909686658649504,0.054077100428773006
train,p009,680,fit,0.053884776576225424,0.1657062267772882
train,p009,690,edge_diagnostic,0.020350430574347156,0.05732222069182713
train,p009,700,edge_diagnostic,0.04177495331965908,0.11760796883050562
train,p010,400,edge_diagnostic,-0.20263510008243252,-0.6314195929497649
train,p010,410,edge_diagnostic,-0.12536835562982945,-0.43747314369917056
train,p010,420,fit,-0.03707655794382059,-0.1513166557657344
train,p010,430,fit,-0.009695611089588357,-0.0420484546548785
train,p010,440,fit,0.01690605035492121,0.07797339741085052
train,p010,450,fit,0.010771098157887599,0.048248449360229984
train,p010,460,fit,-0.0038573935690232874,-0.016340672245650056
train,p010,470,fit,0.005993641525459087,0.025429775837573665
train,p010,480,fit,0.00817230554522494,0.034155707774166544
train,p010,490,fit,0.009492088734433163,0.039198070876591995
train,p010,500,fit,0.007934376461772752,0.032218421182603985
train,p010,510,fit,0.00915183168279507,0.03696981308867886
train,p010,520,fit,0.011366875224747497,0.04656065962458533
train,p010,530,fit,0.019949207405144165,0.08649856779559251
train,p010,540,fit,0.018097423167911325,0.08042003342019588
train,p010,550,fit,0.0016465962350404872,0.006978757372126276
train,p010,560,fit,0.012702261548424826,0.053953820796824425
train,p010,570,fit,0.005304420615594413,0.022665432378082384
train,p010,580,fit,-0.0034466955883290795,-0.014585899537855829
train,p010,590,fit,0.02467738480761633,0.09451893996138216
train,p010,600,fit,0.015902795870336828,0.04975207263540904
train,p010,610,fit,-0.0306197792116345,-0.08190917472403414
train,p010,620,fit,-0.025610417194687485,-0.06469666369370897
train,p010,630,fit,-0.04564825719195914,-0.10748151218605351
train,p010,640,fit,-0.03130135930777356,-0.07223961362669074
train,p010,650,fit,-0.056662221817279146,-0.12343140709498146
train,p010,660,fit,-0.021021155799935687,-0.046217441968631756
train,p010,670,fit,-0.05442838866538202,-0.11261700006210462
train,p010,680,fit,0.0005487163062008471,0.0011719369943262725
train,p010,690,edge_diagnostic,-0.06295839417965732,-0.12327505650801696
train,p010,700,edge_diagnostic,-0.033498066533134585,-0.06619632401794084
train,p011,400,edge_diagnostic,-0.16065867779836712,-0.4247967636597121
train,p011,410,edge_diagnostic,-0.11432859777698329,-0.3206624799517609
train,p011,420,fit,-0.019380563252615834,-0.062209841402307564
train,p011,430,fit,0.011172246676668385,0.03767186099466824
train,p011,440,fit,0.020096907225601424,0.06830679201570611
train,p011,450,fit,0.0172036805633472,0.056227808567358206
train,p011,460,fit,-0.0012274291334417042,-0.0037411034689036615
train,p011,470,fit,0.012429798038902096,0.03755843064693254
train,p011,480,fit,0.016559032405495278,0.048992292311386576
train,p011,490,fit,0.013804738577473552,0.0398618818903167
train,p011,500,fit,0.012908589820319505,0.03656259710358656
train,p011,510,fit,0.017378627096672594,0.04898155168573437
train,p011,520,fit,0.017309281411308053,0.049078817416258635
train,p011,530,fit,0.021301962843778666,0.0630110508783277
train,p011,540,fit,0.01049361627353168,0.031374669035320935
train,p011,550,fit,-0.017967678765541617,-0.05075639287586986
train,p011,560,fit,0.00826022059694237,0.02361035028686409
train,p011,570,fit,-0.0013182323668349816,-0.0037875635365023363
train,p011,580,fit,-0.018391076302018916,-0.05188541308135486
train,p011,590,fit,0.02857816988441464,0.07415719132052134
train,p011,600,fit,0.02582008080722109,0.05760107074591869
train,p011,610,fit,-0.03632183867152572,-0.07123459249041386
train,p011,620,fit,-0.03472422830090305,-0.06534175079339821
train,p011,630,fit,-0.06659079846890326,-0.1181799092468595
train,p011,640,fit,-0.05497049916902119,-0.09627966423919732
train,p011,650,fit,-0.08991972815214189,-0.15016941129102784
train,p011,660,fit,-0.047579987911126276,-0.08080573075797948
train,p011,670,fit,-0.09535078966068888,-0.15348552557242306
train,p011,680,fit,-0.023313990619600822,-0.03916555755609363
train,p011,690,edge_diagnostic,-0.10598672822441735,-0.16469879829726702
train,p011,700,edge_diagnostic,-0.06659638109557176,-0.1054428560956217
train,p012,400,edge_diagnostic,-0.19211744380647666,-0.5704184745498557
train,p012,410,edge_diagnostic,-0.1233402796302693,-0.4037183991454726
train,p012,420,fit,-0.03506281135719516,-0.13302605444064697
train,p012,430,fit,-0.006643126954706757,-0.026726903474447505
train,p012,440,fit,0.018859477690187504,0.08007336258404596
train,p012,450,fit,0.007931277648234453,0.03228147487246935
train,p012,460,fit,-0.009909122962313166,-0.03786487293523377
train,p012,470,fit,0.0014604933198915648,0.005581205668955702
train,p012,480,fit,0.003036703112525907,0.011397252102932631
train,p012,490,fit,0.006073150711450148,0.022581757648893808
train,p012,500,fit,0.0036937877679145137,0.01349231531532924
train,p012,510,fit,0.00436033347862208,0.015838772932390777
train,p012,520,fit,0.004636408088322497,0.017041781551186297
train,p012,530,fit,0.008593115161697307,0.033173904743701854
train,p012,540,fit,0.0017175770222798148,0.0067472780147788125
train,p012,550,fit,-0.006592250671359601,-0.025215042409857613
train,p012,560,fit,-0.0022841769525991373,-0.008623620221453798
train,p012,570,fit,-0.012002621044885642,-0.04554740640784738
train,p012,580,fit,-0.026141186289739327,-0.09762602114243757
train,p012,590,fit,0.01730897762778899,0.059741168512627896
train,p012,600,fit,0.02733793287841968,0.07962838716712373
train,p012,610,fit,-0.007325032677590604,-0.018614360272608987
train,p012,620,fit,0.00840113262387615,0.02044811673439839
train,p012,630,fit,-0.012655011960266305,-0.02871841164597999
train,p012,640,fit,8.934032343566045e-05,0.00019864900675137243
train,p012,650,fit,-0.0214619766415155,-0.0453153008843038
train,p012,660,fit,0.011372470650961086,0.02419839128468082
train,p012,670,fit,-0.019493557741727674,-0.03921472398007009
train,p012,680,fit,0.034842290115747354,0.07241482528821985
train,p012,690,edge_diagnostic,-0.02477241937750596,-0.04746675135286482
train,p012,700,edge_diagnostic,0.0038265158126373766,0.007406167507986172
train,p013,400,edge_diagnostic,-0.20524936121423837,-0.6244147906525428
train,p013,410,edge_diagnostic,-0.1353545475987698,-0.45504893887032316
train,p013,420,fit,-0.04485618180476747,-0.17582380642148454
train,p013,430,fit,-0.015439860202481004,-0.06439765950630116
train,p013,440,fit,0.014479267426733583,0.06451480488150363
train,p013,450,fit,0.004335958611167506,0.018592861274357775
train,p013,460,fit,-0.00914454498367423,-0.03719619884554848
train,p013,470,fit,0.0028842349015652247,0.011786618562703133
train,p013,480,fit,0.0060089048871092565,0.024227555952802238
train,p013,490,fit,0.011038512090679381,0.04431314343002368
train,p013,500,fit,0.008783783408236129,0.034639640964374774
train,p013,510,fit,0.006463951421009584,0.025197948656962232
train,p013,520,fit,0.005303583360964759,0.020844476775786713
train,p013,530,fit,0.008837735771100003,0.03639779581994129
train,p013,540,fit,0.00452289302021891,0.019010726243616993
train,p013,550,fit,-0.00013407439626042517,-0.0005523027705884864
train,p013,560,fit,-0.0013081873373102237,-0.005265361629555709
train,p013,570,fit,-0.008919076636144219,-0.036157332296305356
train,p013,580,fit,-0.019117908786135673,-0.07668508722098766
train,p013,590,fit,0.018346001791514466,0.06772032892980828
train,p013,600,fit,0.021182800749136754,0.06513760271295777
train,p013,610,fit,-0.012780106934130842,-0.0341683350722628
train,p013,620,fit,0.00346650649777136,0.008870272473999963
train,p013,630,fit,-0.015147229752216496,-0.03612199904796387
train,p013,640,fit,-0.002399754620189709,-0.0055994323720144346
train,p013,650,fit,-0.02127366370409045,-0.047134660228095426
train,p013,660,fit,0.010063570586730797,0.022426238248808628
train,p013,670,fit,-0.01725281390515715,-0.036364092997887565
train,p013,680,fit,0.035675041311478084,0.0776293081758459
train,p013,690,edge_diagnostic,-0.017977151887393905,-0.03611289128717576
train,p013,700,edge_diagnostic,0.009926205682716904,0.020122289947832495
train,p014,400,edge_diagnostic,-0.24470611960098052,-0.9230123585491249
train,p014,410,edge_diagnostic,-0.1584031842918323,-0.6884628232045389
train,p014,420,fit,-0.07574452290443115,-0.3903104624466305
train,p014,430,fit,-0.050756334142974785,-0.2792017065493555
train,p014,440,fit,-0.017297869204944,-0.10461231228957457
train,p014,450,fit,-0.01609123297023507,-0.09747230787582195
train,p014,460,fit,-0.0223178914421735,-0.1318044405318044
train,p014,470,fit,-0.008667565955617934,-0.05280042954103781
train,p014,480,fit,-0.0029297013278619666,-0.01794965438604068
train,p014,490,fit,0.0029834030861137784,0.018394415936643593
train,p014,500,fit,0.00621059266589663,0.03816260769903845
train,p014,510,fit,0.008389092226930989,0.051288379035592024
train,p014,520,fit,0.012252459729764104,0.07562312393301807
train,p014,530,fit,0.016681887847806776,0.10613382511142344
train,p014,540,fit,0.011951519063166688,0.07569531103980864
train,p014,550,fit,-0.004462357544509826,-0.026462745293513557
train,p014,560,fit,0.008220475793327547,0.04946797818392756
train,p014,570,fit,0.0023138989752581607,0.013774533422443946
train,p014,580,fit,-0.01149508215609249,-0.06563243135200225
train,p014,590,fit,0.012284182886800887,0.06579950281252511
train,p014,600,fit,0.02310270880404916,0.10768949918195014
train,p014,610,fit,0.008066352877038219,0.03308776582725348
train,p014,620,fit,0.01793253853568222,0.06969951386644158
train,p014,630,fit,0.011002804520301668,0.03976460195150566
train,p014,640,fit,0.022549145052461306,0.0791441200656251
train,p014,650,fit,0.006999568168836845,0.022881016536102194
train,p014,660,fit,0.026278554689087352,0.0849937234992435
train,p014,670,fit,0.007974021222192373,0.024076681812454925
train,p014,680,fit,0.04259273420575321,0.13062403591935245
train,p014,690,edge_diagnostic,0.0013459407874559237,0.0037430506599904767
train,p014,700,edge_diagnostic,0.01968490580856308,0.05444293330515504
train,p015,400,edge_diagnostic,-0.1968578694689348,-0.5816932199857389
train,p015,410,edge_diagnostic,-0.12216627406017172,-0.4011014373770675
train,p015,420,fit,-0.03190430847026998,-0.12197542059948874
train,p015,430,fit,-0.004980957310111861,-0.020155859059984182
train,p015,440,fit,0.01855570619474281,0.07898391879921585
train,p015,450,fit,0.009438701437891134,0.038690307271513014
train,p015,460,fit,-0.009143117207188856,-0.03514732478783955
train,p015,470,fit,0.002619898933378273,0.010087490240901609
train,p015,480,fit,0.004694380306347168,0.017780769165767873
train,p015,490,fit,0.0056674754599009836,0.021201721373188986
train,p015,500,fit,0.002439656898406972,0.0089590696156443
train,p015,510,fit,0.0024916400991568666,0.009097849537610614
train,p015,520,fit,0.004252263018906188,0.015771976147457734
train,p015,530,fit,0.011670738800688585,0.04583634422347149
train,p015,540,fit,0.004694128345837628,0.018772295058314903
train,p015,550,fit,-0.0074938472951255886,-0.028978469907101623
train,p015,560,fit,0.0017398738515009837,0.006710864134263028
train,p015,570,fit,-0.00822387747817993,-0.03188802143645941
train,p015,580,fit,-0.022293943607801736,-0.08510567652505086
train,p015,590,fit,0.016046819125850376,0.05614606882095452
train,p015,600,fit,0.02394135037368078,0.07028329993470384
train,p015,610,fit,-0.013003059858743893,-0.03315352038886621
train,p015,620,fit,-0.0006741459708871078,-0.001638013821415929
train,p015,630,fit,-0.018784745224843413,-0.04268854458220772
train,p015,640,fit,-0.004052956812121533,-0.00904117694076001
train,p015,650,fit,-0.026280616457887318,-0.055617882204677005
train,p015,660,fit,0.007208000608530385,0.01537924011011449
train,p015,670,fit,-0.01831408155897135,-0.03713256520565811
train,p015,680,fit,0.0317778321448261,0.06627337952077239
train,p015,690,edge_diagnostic,-0.020235640185694903,-0.03917623686884841
train,p015,700,edge_diagnostic,0.00637599987605042,0.01244583804343502
train,p017,400,edge_diagnostic,-0.1886520367429914,-0.556946712213806
train,p017,410,edge_diagnostic,-0.1225668392008416,-0.3960104419315448
train,p017,420,fit,-0.030471637320827583,-0.1141764151708764
train,p017,430,fit,-0.0002443943833694284,-0.0009684371103004796
train,p017,440,fit,0.023845414088203593,0.09862489623176462
train,p017,450,fit,0.0173606494622707,0.06892845756897681
train,p017,460,fit,0.0007120303524894012,0.002645226258289446
train,p017,470,fit,0.012535320884962675,0.04628425530905855
train,p017,480,fit,0.016885479326786967,0.061097134365287964
train,p017,490,fit,0.019941705517285135,0.07083061405482294
train,p017,500,fit,0.017918480518671953,0.06196331144750089
train,p017,510,fit,0.017680050264936464,0.06002038812718191
train,p017,520,fit,0.018759320720986128,0.06358610783411867
train,p017,530,fit,0.020820978163158588,0.07249613828679946
train,p017,540,fit,0.009714119672265487,0.0337048083066509
train,p017,550,fit,-0.007459349782105107,-0.024619787737338195
train,p017,560,fit,0.007846930287131904,0.0257805176910455
train,p017,570,fit,-0.0025025350795331303,-0.008165309478334049
train,p017,580,fit,-0.02058152862223006,-0.06517299164599666
train,p017,590,fit,0.02285801531059628,0.06721385043839212
train,p017,600,fit,0.017232312482933776,0.0436590476644475
train,p017,610,fit,-0.03834462042169101,-0.08525354163613286
train,p017,620,fit,-0.031192457982057276,-0.06674568264981717
train,p017,630,fit,-0.06196580717550221,-0.12422303202748419
train,p017,640,fit,-0.050641882612178835,-0.09984763884424086
train,p017,650,fit,-0.08419385345064373,-0.15723616146215869
train,p017,660,fit,-0.04465131970974556,-0.08455228610615828
train,p017,670,fit,-0.09130339678944521,-0.16267131983452715
train,p017,680,fit,-0.02513254001643217,-0.046574263189939624
train,p017,690,edge_diagnostic,-0.1063940742069841,-0.18079773949511224
train,p017,700,edge_diagnostic,-0.06941583436553544,-0.11981042678248888
train,p018,400,edge_diagnostic,-0.23485642235174028,-0.8797376396859677
train,p018,410,edge_diagnostic,-0.14861356735529505,-0.6419613693136663
train,p018,420,fit,-0.06729825036271911,-0.3441475603298425
train,p018,430,fit,-0.0427110401295297,-0.2330139579880246
train,p018,440,fit,-0.00907863118944871,-0.05450715869054812
train,p018,450,fit,-0.010209185062633658,-0.0609149161009348
train,p018,460,fit,-0.01702497252284113,-0.09874357565924852
train,p018,470,fit,-0.0035642804323528787,-0.021280195277611824
train,p018,480,fit,0.0007516075969354608,0.004488246589598566
train,p018,490,fit,0.006462112969687878,0.03876794883269752
train,p018,500,fit,0.008404234038519753,0.05001598466713264
train,p018,510,fit,0.009458439372284605,0.055799789599600524
train,p018,520,fit,0.011329622099006925,0.06708879398705125
train,p018,530,fit,0.016379062298314012,0.1002783554653004
train,p018,540,fit,0.011391578424313792,0.06950746081687376
train,p018,550,fit,-0.0002071958494125059,-0.0012026482600591137
train,p018,560,fit,0.0065399575619465855,0.037814836830141196
train,p018,570,fit,0.0010458608537606828,0.0060008480910156425
train,p018,580,fit,-0.010109916859296797,-0.05616904243901022
train,p018,590,fit,0.013631629689504376,0.07069391067900344
train,p018,600,fit,0.021229439140095202,0.0947454265694625
train,p018,610,fit,0.00296080679758709,0.011575180205100954
train,p018,620,fit,0.01268288603650719,0.046976330045351844
train,p018,630,fit,0.0021979350033305978,0.0075393457719599155
train,p018,640,fit,0.011775642984189927,0.03911861678376338
train,p018,650,fit,-0.004888919803732905,-0.015154440122786106
train,p018,660,fit,0.015233274631471228,0.046775529329752485
train,p018,670,fit,-0.003556395414192448,-0.010223895501151992
train,p018,680,fit,0.029262961909433838,0.08509424365350315
train,p018,690,edge_diagnostic,-0.011548724300591728,-0.030642577991880082
train,p018,700,edge_diagnostic,0.005261454631193263,0.013857889663167478
train,p019,400,edge_diagnostic,-0.21371916619540318,-0.7236708117361348
