subject_id,capture_id,left_broadband_mean,right_broadband_mean,left_minus_right_broadband,log_left_minus_log_right_mean,left_brighter_broadband,paired_capture_metadata_agreement,symmetric_min,symmetric_max,formula_reconstruction_max_abs,fit_band_min,fit_band_max,edge_band_values
p037,p037_neutral_front,0.3736509243184984,0.3099151101718623,0.0637358141466361,0.1711257994034232,True,True,0.21835461165395792,0.529652623012999,0.0,0.21835461165395792,0.49636069314069425,"{""400"": 0.4368939846595614, ""410"": 0.34251435534995406, ""690"": 0.529652623012999, ""700"": 0.5267247423711992}"
p038,p038_neutral_front,0.29387562627120817,0.23786929954565936,0.05600632672554881,0.19630246425262268,True,True,0.17139812790783146,0.4270495109552405,0.0,0.17139812790783146,0.39026454357387863,"{""400"": 0.4114215738723956, ""410"": 0.3043648384757583, ""690"": 0.4270495109552405, ""700"": 0.42688809620207196}"
p040,p040_neutral_front,0.4185383287111334,0.3146455458268507,0.10389278288428266,0.2644425294477143,True,True,0.23363099253723188,0.5792947775762718,0.0,0.23363099253723188,0.5487949364616845,"{""400"": 0.4452988704755552, ""410"": 0.35971637769092674, ""690"": 0.5792947775762718, ""700"": 0.5699593601379717}"
p041,p041_neutral_front,0.36462489627875805,0.27031759738129674,0.09430729889746131,0.2721358027833235,True,True,0.1959164212523632,0.5342087358424683,0.0,0.1959164212523632,0.5102101824289903,"{""400"": 0.3767961175320211, ""410"": 0.3095518955467089, ""690"": 0.5342087358424683, ""700"": 0.49634306332754274}"
p042,p042_neutral_front,0.40295177175098607,0.3334940225522237,0.06945774919876235,0.17404181060499177,True,True,0.22908326662483952,0.5999876872864293,0.0,0.22908326662483952,0.5816257090637091,"{""400"": 0.39674602996831493, ""410"": 0.33699436913672687, ""690"": 0.5999876872864293, ""700"": 0.5501399102981127}"
p043,p043_neutral_front,0.3648260029697987,0.35510269642206604,0.00972330654773268,0.019694416184571805,True,True,0.21558553030678956,0.6060057005352596,0.0,0.21558553030678956,0.5872610593356965,"{""400"": 0.38062155661067737, ""410"": 0.31392778902895246, ""690"": 0.6060057005352596, ""700"": 0.5556370463883034}"
p044,p044_neutral_front,0.2653561069521169,0.19824768457393527,0.06710842237818165,0.27553599991541045,True,True,0.15474535664881886,0.3956763427076682,0.0,0.15474535664881886,0.37084511565565326,"{""400"": 0.33323884765004824, ""410"": 0.2600899362167338, ""690"": 0.3956763427076682, ""700"": 0.36796140513014397}"
p045,p045_neutral_front,0.3184686914681264,0.2730652254671406,0.04540346600098577,0.14883463865855562,True,True,0.1946027360529112,0.5102613326454032,0.0,0.1946027360529112,0.4844727267288574,"{""400"": 0.3688555646139947, ""410"": 0.30474374433774004, ""690"": 0.5102613326454032, ""700"": 0.4730676341986058}"
p046,p046_neutral_front,0.2409328243238506,0.210240610672476,0.03069221365137459,0.13340378046768359,True,True,0.15889587115549558,0.4163332049040269,0.0,0.15889587115549558,0.31335806421783846,"{""400"": 0.4163332049040269, ""410"": 0.311404540130442, ""690"": 0.33181344735797275, ""700"": 0.3143586645718784}"
p047,p047_neutral_front,0.306558179430455,0.21286829961126122,0.09368987981919377,0.3552248367317164,True,True,0.1836270731350612,0.4249182896822166,0.0,0.1836270731350612,0.3623933672690346,"{""400"": 0.4249182896822166, ""410"": 0.32173088713270903, ""690"": 0.38257948560244714, ""700"": 0.36060772833835786}"
p048,p048_neutral_front,0.3187217658571021,0.24725323007253672,0.07146853578456538,0.24823410770339638,True,True,0.20703318782149252,0.4373213924541344,0.0,0.20703318782149252,0.38783298322717186,"{""400"": 0.4373213924541344, ""410"": 0.35028072298450125, ""690"": 0.4098098590427544, ""700"": 0.3835334315702389}"
p049,p049_neutral_front,0.3054517065830546,0.2152741965672104,0.0901775100158442,0.32590061385695973,True,True,0.1762342090492503,0.42428178645596,0.0,0.1762342090492503,0.3955359199245062,"{""400"": 0.38781438484317887, ""410"": 0.3009472961901971, ""690"": 0.4160877933111342, ""700"": 0.42428178645596}"
p050,p050_neutral_front,0.3617370683019563,0.24852696062485244,0.11321010767710385,0.36436222460320467,True,True,0.21855761972788146,0.4638407861355247,0.0,0.21855761972788146,0.4454116159951228,"{""400"": 0.40768614606151476, ""410"": 0.3316029778545498, ""690"": 0.4608920437565551, ""700"": 0.4638407861355247}"
p051,p051_neutral_front,0.3229724399651072,0.2633170031622441,0.059655436802863115,0.18594977390448172,True,True,0.20813462849767475,0.4605930964484012,0.0,0.20813462849767475,0.436911933904013,"{""400"": 0.40768614606151476, ""410"": 0.3273219941064787, ""690"": 0.4554633680712592, ""700"": 0.4605930964484012}"
