scope,method,variable_a,variable_b,correlation,n
overall,pearson,BrightnessValue,device_centered_brightness,0.39374362132965157,522
overall,pearson,log2_exposure_time,ExposureTime,0.9538065005770894,522
overall,pearson,log2_exposure_time,FNumber,0.01877434492408167,522
overall,pearson,log2_exposure_time,ISOSpeedRatings,0.12388511718104682,522
overall,pearson,log2_exposure_time,BrightnessValue,0.1664663589060065,522
overall,pearson,log2_exposure_time,log2_exposure_time,1.0,522
overall,pearson,log2_exposure_time,log2_iso_gain,0.2502138646960402,522
overall,pearson,log2_exposure_time,aperture_value_from_f,0.014623138132275587,522
overall,pearson,log2_exposure_time,time_value_from_t,-1.0,522
overall,pearson,log2_exposure_time,EV100,-0.9994777228283067,522
overall,pearson,log2_exposure_time,relative_optical_exposure,0.9994777228283067,522
overall,pearson,log2_exposure_time,combined_exposure_gain,0.715848469809202,522
overall,pearson,log2_exposure_time,sensitivity_value,0.25021386469604057,522
overall,pearson,log2_exposure_time,brightness_apex_pred,-0.715848469809202,522
overall,pearson,log2_exposure_time,brightness_residual,0.46618393366565253,522
overall,pearson,log2_exposure_time,device_centered_brightness,-0.6710566830365049,522
overall,pearson,log2_iso_gain,ExposureTime,0.3298354713113582,522
overall,pearson,log2_iso_gain,FNumber,0.12804552257717355,522
overall,pearson,log2_iso_gain,ISOSpeedRatings,0.9058712604447586,522
overall,pearson,log2_iso_gain,BrightnessValue,-0.6018334851138509,522
overall,pearson,log2_iso_gain,log2_exposure_time,0.2502138646960402,522
overall,pearson,log2_iso_gain,log2_iso_gain,1.0,522
overall,pearson,log2_iso_gain,aperture_value_from_f,0.1301734678527017,522
overall,pearson,log2_iso_gain,time_value_from_t,-0.25021386469604034,522
overall,pearson,log2_iso_gain,EV100,-0.24599438490069572,522
overall,pearson,log2_iso_gain,relative_optical_exposure,0.24599438490069572,522
overall,pearson,log2_iso_gain,combined_exposure_gain,0.8549559471453485,522
overall,pearson,log2_iso_gain,sensitivity_value,0.9999999999999998,522
overall,pearson,log2_iso_gain,brightness_apex_pred,-0.8549559471453496,522
overall,pearson,log2_iso_gain,brightness_residual,-0.2932742254198581,522
overall,pearson,log2_iso_gain,device_centered_brightness,-0.8263508463608181,522
overall,pearson,aperture_value_from_f,ExposureTime,0.059390951846003105,522
overall,pearson,aperture_value_from_f,FNumber,0.9999692548375736,522
overall,pearson,aperture_value_from_f,ISOSpeedRatings,0.10443934668581349,522
overall,pearson,aperture_value_from_f,BrightnessValue,-0.4423630418008497,522
overall,pearson,aperture_value_from_f,log2_exposure_time,0.014623138132275587,522
overall,pearson,aperture_value_from_f,log2_iso_gain,0.1301734678527017,522
overall,pearson,aperture_value_from_f,aperture_value_from_f,1.0,522
overall,pearson,aperture_value_from_f,time_value_from_t,-0.014623138132275618,522
overall,pearson,aperture_value_from_f,EV100,0.017696389653869955,522
overall,pearson,aperture_value_from_f,relative_optical_exposure,-0.017696389653869955,522
overall,pearson,aperture_value_from_f,combined_exposure_gain,0.08468606636235532,522
overall,pearson,aperture_value_from_f,sensitivity_value,0.1301734678527016,522
overall,pearson,aperture_value_from_f,brightness_apex_pred,-0.0846860663623559,522
overall,pearson,aperture_value_from_f,brightness_residual,-0.43541541266239503,522
overall,pearson,aperture_value_from_f,device_centered_brightness,-0.09213128296630865,522
overall,pearson,time_value_from_t,ExposureTime,-0.9538065005770894,522
overall,pearson,time_value_from_t,FNumber,-0.01877434492408167,522
overall,pearson,time_value_from_t,ISOSpeedRatings,-0.12388511718104682,522
overall,pearson,time_value_from_t,BrightnessValue,-0.1664663589060065,522
overall,pearson,time_value_from_t,log2_exposure_time,-1.0,522
overall,pearson,time_value_from_t,log2_iso_gain,-0.25021386469604034,522
overall,pearson,time_value_from_t,aperture_value_from_f,-0.014623138132275618,522
overall,pearson,time_value_from_t,time_value_from_t,1.0,522
overall,pearson,time_value_from_t,EV100,0.9994777228283067,522
overall,pearson,time_value_from_t,relative_optical_exposure,-0.9994777228283067,522
overall,pearson,time_value_from_t,combined_exposure_gain,-0.715848469809202,522
overall,pearson,time_value_from_t,sensitivity_value,-0.25021386469604057,522
overall,pearson,time_value_from_t,brightness_apex_pred,0.715848469809202,522
overall,pearson,time_value_from_t,brightness_residual,-0.46618393366565253,522
overall,pearson,time_value_from_t,device_centered_brightness,0.6710566830365049,522
overall,pearson,EV100,ExposureTime,-0.9518396759819047,522
overall,pearson,EV100,FNumber,0.013544395425943519,522
overall,pearson,EV100,ISOSpeedRatings,-0.12050360870119135,522
overall,pearson,EV100,BrightnessValue,-0.18075473299787428,522
overall,pearson,EV100,log2_exposure_time,-0.9994777228283067,522
overall,pearson,EV100,log2_iso_gain,-0.24599438490069572,522
overall,pearson,EV100,aperture_value_from_f,0.017696389653869955,522
overall,pearson,EV100,time_value_from_t,0.9994777228283067,522
overall,pearson,EV100,EV100,1.0,522
overall,pearson,EV100,relative_optical_exposure,-1.0,522
overall,pearson,EV100,combined_exposure_gain,-0.7130759579673716,522
overall,pearson,EV100,sensitivity_value,-0.2459943849006961,522
overall,pearson,EV100,brightness_apex_pred,0.7130759579673716,522
overall,pearson,EV100,brightness_residual,-0.48023288027830896,522
overall,pearson,EV100,device_centered_brightness,0.6680457757443933,522
overall,pearson,relative_optical_exposure,ExposureTime,0.9518396759819047,522
overall,pearson,relative_optical_exposure,FNumber,-0.013544395425943519,522
overall,pearson,relative_optical_exposure,ISOSpeedRatings,0.12050360870119135,522
overall,pearson,relative_optical_exposure,BrightnessValue,0.18075473299787428,522
overall,pearson,relative_optical_exposure,log2_exposure_time,0.9994777228283067,522
overall,pearson,relative_optical_exposure,log2_iso_gain,0.24599438490069572,522
overall,pearson,relative_optical_exposure,aperture_value_from_f,-0.017696389653869955,522
overall,pearson,relative_optical_exposure,time_value_from_t,-0.9994777228283067,522
overall,pearson,relative_optical_exposure,EV100,-1.0,522
overall,pearson,relative_optical_exposure,relative_optical_exposure,1.0,522
overall,pearson,relative_optical_exposure,combined_exposure_gain,0.7130759579673716,522
overall,pearson,relative_optical_exposure,sensitivity_value,0.2459943849006961,522
overall,pearson,relative_optical_exposure,brightness_apex_pred,-0.7130759579673716,522
overall,pearson,relative_optical_exposure,brightness_residual,0.48023288027830896,522
overall,pearson,relative_optical_exposure,device_centered_brightness,-0.6680457757443933,522
overall,pearson,combined_exposure_gain,ExposureTime,0.7479465762617996,522
overall,pearson,combined_exposure_gain,FNumber,0.08536881399365158,522
overall,pearson,combined_exposure_gain,ISOSpeedRatings,0.7197156233960436,522
overall,pearson,combined_exposure_gain,BrightnessValue,-0.33858417854509537,522
overall,pearson,combined_exposure_gain,log2_exposure_time,0.715848469809202,522
overall,pearson,combined_exposure_gain,log2_iso_gain,0.8549559471453485,522
overall,pearson,combined_exposure_gain,aperture_value_from_f,0.08468606636235532,522
overall,pearson,combined_exposure_gain,time_value_from_t,-0.715848469809202,522
overall,pearson,combined_exposure_gain,EV100,-0.7130759579673716,522
overall,pearson,combined_exposure_gain,relative_optical_exposure,0.7130759579673716,522
overall,pearson,combined_exposure_gain,combined_exposure_gain,1.0,522
overall,pearson,combined_exposure_gain,sensitivity_value,0.8549559471453475,522
overall,pearson,combined_exposure_gain,brightness_apex_pred,-1.0,522
overall,pearson,combined_exposure_gain,brightness_residual,0.04486505400562744,522
overall,pearson,combined_exposure_gain,device_centered_brightness,-0.9552118757414529,522
overall,pearson,sensitivity_value,ExposureTime,0.32983547131135843,522
overall,pearson,sensitivity_value,FNumber,0.1280455225771731,522
overall,pearson,sensitivity_value,ISOSpeedRatings,0.905871260444759,522
overall,pearson,sensitivity_value,BrightnessValue,-0.6018334851138508,522
overall,pearson,sensitivity_value,log2_exposure_time,0.25021386469604057,522
overall,pearson,sensitivity_value,log2_iso_gain,0.9999999999999998,522
overall,pearson,sensitivity_value,aperture_value_from_f,0.1301734678527016,522
overall,pearson,sensitivity_value,time_value_from_t,-0.25021386469604057,522
overall,pearson,sensitivity_value,EV100,-0.2459943849006961,522
overall,pearson,sensitivity_value,relative_optical_exposure,0.2459943849006961,522
overall,pearson,sensitivity_value,combined_exposure_gain,0.8549559471453475,522
overall,pearson,sensitivity_value,sensitivity_value,1.0,522
overall,pearson,sensitivity_value,brightness_apex_pred,-0.8549559471453484,522
overall,pearson,sensitivity_value,brightness_residual,-0.2932742254198579,522
overall,pearson,sensitivity_value,device_centered_brightness,-0.8263508463608178,522
overall,pearson,brightness_apex_pred,ExposureTime,-0.7479465762617993,522
overall,pearson,brightness_apex_pred,FNumber,-0.08536881399365204,522
overall,pearson,brightness_apex_pred,ISOSpeedRatings,-0.7197156233960444,522
overall,pearson,brightness_apex_pred,BrightnessValue,0.33858417854509665,522
overall,pearson,brightness_apex_pred,log2_exposure_time,-0.715848469809202,522
overall,pearson,brightness_apex_pred,log2_iso_gain,-0.8549559471453496,522
overall,pearson,brightness_apex_pred,aperture_value_from_f,-0.0846860663623559,522
overall,pearson,brightness_apex_pred,time_value_from_t,0.715848469809202,522
overall,pearson,brightness_apex_pred,EV100,0.7130759579673716,522
overall,pearson,brightness_apex_pred,relative_optical_exposure,-0.7130759579673716,522
overall,pearson,brightness_apex_pred,combined_exposure_gain,-1.0,522
overall,pearson,brightness_apex_pred,sensitivity_value,-0.8549559471453484,522
overall,pearson,brightness_apex_pred,brightness_apex_pred,1.0,522
overall,pearson,brightness_apex_pred,brightness_residual,-0.044865054005626126,522
overall,pearson,brightness_apex_pred,device_centered_brightness,0.9552118757414527,522
overall,pearson,brightness_residual,ExposureTime,0.46195628109892495,522
overall,pearson,brightness_residual,FNumber,-0.42839673270296214,522
overall,pearson,brightness_residual,ISOSpeedRatings,-0.3172342188328332,522
overall,pearson,brightness_residual,BrightnessValue,0.9247980382302576,522
overall,pearson,brightness_residual,log2_exposure_time,0.46618393366565253,522
overall,pearson,brightness_residual,log2_iso_gain,-0.2932742254198581,522
overall,pearson,brightness_residual,aperture_value_from_f,-0.43541541266239503,522
overall,pearson,brightness_residual,time_value_from_t,-0.46618393366565253,522
overall,pearson,brightness_residual,EV100,-0.48023288027830896,522
overall,pearson,brightness_residual,relative_optical_exposure,0.48023288027830896,522
overall,pearson,brightness_residual,combined_exposure_gain,0.04486505400562744,522
overall,pearson,brightness_residual,sensitivity_value,-0.2932742254198579,522
overall,pearson,brightness_residual,brightness_apex_pred,-0.044865054005626126,522
overall,pearson,brightness_residual,brightness_residual,1.0,522
overall,pearson,brightness_residual,device_centered_brightness,0.03180744023353508,522
overall,pearson,device_centered_brightness,ExposureTime,-0.7146519008998556,522
overall,pearson,device_centered_brightness,FNumber,-0.09243030665868643,522
overall,pearson,device_centered_brightness,ISOSpeedRatings,-0.6978008775580898,522
overall,pearson,device_centered_brightness,BrightnessValue,0.39374362132965157,522
overall,pearson,device_centered_brightness,log2_exposure_time,-0.6710566830365049,522
overall,pearson,device_centered_brightness,log2_iso_gain,-0.8263508463608181,522
overall,pearson,device_centered_brightness,aperture_value_from_f,-0.09213128296630865,522
overall,pearson,device_centered_brightness,time_value_from_t,0.6710566830365049,522
overall,pearson,device_centered_brightness,EV100,0.6680457757443933,522
overall,pearson,device_centered_brightness,relative_optical_exposure,-0.6680457757443933,522
overall,pearson,device_centered_brightness,combined_exposure_gain,-0.9552118757414529,522
overall,pearson,device_centered_brightness,sensitivity_value,-0.8263508463608178,522
overall,pearson,device_centered_brightness,brightness_apex_pred,0.9552118757414527,522
overall,pearson,device_centered_brightness,brightness_residual,0.03180744023353508,522
overall,pearson,device_centered_brightness,device_centered_brightness,1.0,522
overall,spearman,ExposureTime,ExposureTime,1.0,522
overall,spearman,ExposureTime,FNumber,-0.5548586753027426,522
overall,spearman,ExposureTime,ISOSpeedRatings,0.20427698662310131,522
overall,spearman,ExposureTime,BrightnessValue,0.21229311000093734,522
overall,spearman,ExposureTime,log2_exposure_time,1.0,522
overall,spearman,ExposureTime,log2_iso_gain,0.20427698662310131,522
overall,spearman,ExposureTime,aperture_value_from_f,-0.5548586753027426,522
overall,spearman,ExposureTime,time_value_from_t,-1.0,522
overall,spearman,ExposureTime,EV100,-0.9876994626879758,522
overall,spearman,ExposureTime,relative_optical_exposure,0.9876994626879758,522
overall,spearman,ExposureTime,combined_exposure_gain,0.6464611580191024,522
overall,spearman,ExposureTime,sensitivity_value,0.20427698662310131,522
overall,spearman,ExposureTime,brightness_apex_pred,-0.6464651348808015,522
overall,spearman,ExposureTime,brightness_residual,0.5275866045858784,522
overall,spearman,ExposureTime,device_centered_brightness,-0.5966466466902026,522
overall,spearman,FNumber,ExposureTime,-0.5548586753027426,522
overall,spearman,FNumber,FNumber,1.0,522
overall,spearman,FNumber,ISOSpeedRatings,0.3188349800413378,522
overall,spearman,FNumber,BrightnessValue,-0.8603215377342077,522
overall,spearman,FNumber,log2_exposure_time,-0.5548586753027426,522
overall,spearman,FNumber,log2_iso_gain,0.3188349800413378,522
overall,spearman,FNumber,aperture_value_from_f,1.0,522
overall,spearman,FNumber,time_value_from_t,0.5548586753027426,522
overall,spearman,FNumber,EV100,0.6224812567847653,522
overall,spearman,FNumber,relative_optical_exposure,-0.6224812567847653,522
overall,spearman,FNumber,combined_exposure_gain,-0.013272162334431813,522
overall,spearman,FNumber,sensitivity_value,0.3188349800413378,522
overall,spearman,FNumber,brightness_apex_pred,0.013272171856320653,522
overall,spearman,FNumber,brightness_residual,-0.8457452695696858,522
overall,spearman,FNumber,device_centered_brightness,-0.032185365655079845,522
overall,spearman,ISOSpeedRatings,ExposureTime,0.20427698662310131,522
overall,spearman,ISOSpeedRatings,FNumber,0.3188349800413378,522
overall,spearman,ISOSpeedRatings,ISOSpeedRatings,1.0,522
overall,spearman,ISOSpeedRatings,BrightnessValue,-0.6983682201204763,522
overall,spearman,ISOSpeedRatings,log2_exposure_time,0.20427698662310131,522
overall,spearman,ISOSpeedRatings,log2_iso_gain,1.0,522
overall,spearman,ISOSpeedRatings,aperture_value_from_f,0.3188349800413378,522
overall,spearman,ISOSpeedRatings,time_value_from_t,-0.20427698662310131,522
overall,spearman,ISOSpeedRatings,EV100,-0.17603054541794355,522
overall,spearman,ISOSpeedRatings,relative_optical_exposure,0.17603054541794355,522
overall,spearman,ISOSpeedRatings,combined_exposure_gain,0.8419127261005682,522
overall,spearman,ISOSpeedRatings,sensitivity_value,1.0,522
overall,spearman,ISOSpeedRatings,brightness_apex_pred,-0.8418284938442684,522
overall,spearman,ISOSpeedRatings,brightness_residual,-0.25818955583823355,522
overall,spearman,ISOSpeedRatings,device_centered_brightness,-0.8348071041574219,522
overall,spearman,BrightnessValue,ExposureTime,0.21229311000093734,522
overall,spearman,BrightnessValue,FNumber,-0.8603215377342077,522
overall,spearman,BrightnessValue,ISOSpeedRatings,-0.6983682201204763,522
overall,spearman,BrightnessValue,BrightnessValue,1.0,522
overall,spearman,BrightnessValue,log2_exposure_time,0.21229311000093734,522
overall,spearman,BrightnessValue,log2_iso_gain,-0.6983682201204763,522
overall,spearman,BrightnessValue,aperture_value_from_f,-0.8603215377342077,522
overall,spearman,BrightnessValue,time_value_from_t,-0.21229311000093734,522
overall,spearman,BrightnessValue,EV100,-0.2778685790476524,522
overall,spearman,BrightnessValue,relative_optical_exposure,0.2778685790476524,522
overall,spearman,BrightnessValue,combined_exposure_gain,-0.46175388099891734,522
overall,spearman,BrightnessValue,sensitivity_value,-0.6983682201204763,522
overall,spearman,BrightnessValue,brightness_apex_pred,0.4616969544277067,522
overall,spearman,BrightnessValue,brightness_residual,0.773116378844326,522
overall,spearman,BrightnessValue,device_centered_brightness,0.517532425509989,522
overall,spearman,log2_exposure_time,ExposureTime,1.0,522
overall,spearman,log2_exposure_time,FNumber,-0.5548586753027426,522
overall,spearman,log2_exposure_time,ISOSpeedRatings,0.20427698662310131,522
overall,spearman,log2_exposure_time,BrightnessValue,0.21229311000093734,522
overall,spearman,log2_exposure_time,log2_exposure_time,1.0,522
overall,spearman,log2_exposure_time,log2_iso_gain,0.20427698662310131,522
overall,spearman,log2_exposure_time,aperture_value_from_f,-0.5548586753027426,522
overall,spearman,log2_exposure_time,time_value_from_t,-1.0,522
overall,spearman,log2_exposure_time,EV100,-0.9876994626879758,522
overall,spearman,log2_exposure_time,relative_optical_exposure,0.9876994626879758,522
overall,spearman,log2_exposure_time,combined_exposure_gain,0.6464611580191024,522
overall,spearman,log2_exposure_time,sensitivity_value,0.20427698662310131,522
overall,spearman,log2_exposure_time,brightness_apex_pred,-0.6464651348808015,522
overall,spearman,log2_exposure_time,brightness_residual,0.5275866045858784,522
overall,spearman,log2_exposure_time,device_centered_brightness,-0.5966466466902026,522
overall,spearman,log2_iso_gain,ExposureTime,0.20427698662310131,522
overall,spearman,log2_iso_gain,FNumber,0.3188349800413378,522
overall,spearman,log2_iso_gain,ISOSpeedRatings,1.0,522
overall,spearman,log2_iso_gain,BrightnessValue,-0.6983682201204763,522
overall,spearman,log2_iso_gain,log2_exposure_time,0.20427698662310131,522
overall,spearman,log2_iso_gain,log2_iso_gain,1.0,522
overall,spearman,log2_iso_gain,aperture_value_from_f,0.3188349800413378,522
overall,spearman,log2_iso_gain,time_value_from_t,-0.20427698662310131,522
overall,spearman,log2_iso_gain,EV100,-0.17603054541794355,522
overall,spearman,log2_iso_gain,relative_optical_exposure,0.17603054541794355,522
overall,spearman,log2_iso_gain,combined_exposure_gain,0.8419127261005682,522
overall,spearman,log2_iso_gain,sensitivity_value,1.0,522
overall,spearman,log2_iso_gain,brightness_apex_pred,-0.8418284938442684,522
overall,spearman,log2_iso_gain,brightness_residual,-0.25818955583823355,522
overall,spearman,log2_iso_gain,device_centered_brightness,-0.8348071041574219,522
overall,spearman,aperture_value_from_f,ExposureTime,-0.5548586753027426,522
overall,spearman,aperture_value_from_f,FNumber,1.0,522
overall,spearman,aperture_value_from_f,ISOSpeedRatings,0.3188349800413378,522
overall,spearman,aperture_value_from_f,BrightnessValue,-0.8603215377342077,522
overall,spearman,aperture_value_from_f,log2_exposure_time,-0.5548586753027426,522
overall,spearman,aperture_value_from_f,log2_iso_gain,0.3188349800413378,522
overall,spearman,aperture_value_from_f,aperture_value_from_f,1.0,522
overall,spearman,aperture_value_from_f,time_value_from_t,0.5548586753027426,522
overall,spearman,aperture_value_from_f,EV100,0.6224812567847653,522
overall,spearman,aperture_value_from_f,relative_optical_exposure,-0.6224812567847653,522
overall,spearman,aperture_value_from_f,combined_exposure_gain,-0.013272162334431813,522
overall,spearman,aperture_value_from_f,sensitivity_value,0.3188349800413378,522
overall,spearman,aperture_value_from_f,brightness_apex_pred,0.013272171856320653,522
overall,spearman,aperture_value_from_f,brightness_residual,-0.8457452695696858,522
overall,spearman,aperture_value_from_f,device_centered_brightness,-0.032185365655079845,522
overall,spearman,time_value_from_t,ExposureTime,-1.0,522
overall,spearman,time_value_from_t,FNumber,0.5548586753027426,522
overall,spearman,time_value_from_t,ISOSpeedRatings,-0.20427698662310131,522
overall,spearman,time_value_from_t,BrightnessValue,-0.21229311000093734,522
overall,spearman,time_value_from_t,log2_exposure_time,-1.0,522
overall,spearman,time_value_from_t,log2_iso_gain,-0.20427698662310131,522
overall,spearman,time_value_from_t,aperture_value_from_f,0.5548586753027426,522
overall,spearman,time_value_from_t,time_value_from_t,1.0,522
overall,spearman,time_value_from_t,EV100,0.9876994626879758,522
overall,spearman,time_value_from_t,relative_optical_exposure,-0.9876994626879758,522
overall,spearman,time_value_from_t,combined_exposure_gain,-0.6464611580191024,522
overall,spearman,time_value_from_t,sensitivity_value,-0.20427698662310131,522
overall,spearman,time_value_from_t,brightness_apex_pred,0.6464651348808015,522
overall,spearman,time_value_from_t,brightness_residual,-0.5275866045858784,522
overall,spearman,time_value_from_t,device_centered_brightness,0.5966466466902026,522
overall,spearman,EV100,ExposureTime,-0.9876994626879758,522
overall,spearman,EV100,FNumber,0.6224812567847653,522
overall,spearman,EV100,ISOSpeedRatings,-0.17603054541794355,522
overall,spearman,EV100,BrightnessValue,-0.2778685790476524,522
overall,spearman,EV100,log2_exposure_time,-0.9876994626879758,522
overall,spearman,EV100,log2_iso_gain,-0.17603054541794355,522
overall,spearman,EV100,aperture_value_from_f,0.6224812567847653,522
overall,spearman,EV100,time_value_from_t,0.9876994626879758,522
overall,spearman,EV100,EV100,1.0,522
overall,spearman,EV100,relative_optical_exposure,-1.0,522
overall,spearman,EV100,combined_exposure_gain,-0.6296800073095792,522
overall,spearman,EV100,sensitivity_value,-0.17603054541794355,522
overall,spearman,EV100,brightness_apex_pred,0.6296847422084569,522
overall,spearman,EV100,brightness_residual,-0.5790356845832613,522
overall,spearman,EV100,device_centered_brightness,0.5788964695319545,522
overall,spearman,relative_optical_exposure,ExposureTime,0.9876994626879758,522
overall,spearman,relative_optical_exposure,FNumber,-0.6224812567847653,522
overall,spearman,relative_optical_exposure,ISOSpeedRatings,0.17603054541794355,522
overall,spearman,relative_optical_exposure,BrightnessValue,0.2778685790476524,522
overall,spearman,relative_optical_exposure,log2_exposure_time,0.9876994626879758,522
overall,spearman,relative_optical_exposure,log2_iso_gain,0.17603054541794355,522
overall,spearman,relative_optical_exposure,aperture_value_from_f,-0.6224812567847653,522
overall,spearman,relative_optical_exposure,time_value_from_t,-0.9876994626879758,522
overall,spearman,relative_optical_exposure,EV100,-1.0,522
overall,spearman,relative_optical_exposure,relative_optical_exposure,1.0,522
overall,spearman,relative_optical_exposure,combined_exposure_gain,0.6296800073095792,522
overall,spearman,relative_optical_exposure,sensitivity_value,0.17603054541794355,522
overall,spearman,relative_optical_exposure,brightness_apex_pred,-0.6296847422084569,522
overall,spearman,relative_optical_exposure,brightness_residual,0.5790356845832613,522
overall,spearman,relative_optical_exposure,device_centered_brightness,-0.5788964695319545,522
overall,spearman,combined_exposure_gain,ExposureTime,0.6464611580191024,522
overall,spearman,combined_exposure_gain,FNumber,-0.013272162334431813,522
overall,spearman,combined_exposure_gain,ISOSpeedRatings,0.8419127261005682,522
overall,spearman,combined_exposure_gain,BrightnessValue,-0.46175388099891734,522
overall,spearman,combined_exposure_gain,log2_exposure_time,0.6464611580191024,522
overall,spearman,combined_exposure_gain,log2_iso_gain,0.8419127261005682,522
overall,spearman,combined_exposure_gain,aperture_value_from_f,-0.013272162334431813,522
overall,spearman,combined_exposure_gain,time_value_from_t,-0.6464611580191024,522
overall,spearman,combined_exposure_gain,EV100,-0.6296800073095792,522
overall,spearman,combined_exposure_gain,relative_optical_exposure,0.6296800073095792,522
overall,spearman,combined_exposure_gain,combined_exposure_gain,1.0,522
overall,spearman,combined_exposure_gain,sensitivity_value,0.8419127261005682,522
overall,spearman,combined_exposure_gain,brightness_apex_pred,-0.9999863687758573,522
overall,spearman,combined_exposure_gain,brightness_residual,0.042758592391576894,522
overall,spearman,combined_exposure_gain,device_centered_brightness,-0.9632081816159086,522
overall,spearman,sensitivity_value,ExposureTime,0.20427698662310131,522
overall,spearman,sensitivity_value,FNumber,0.3188349800413378,522
overall,spearman,sensitivity_value,ISOSpeedRatings,1.0,522
overall,spearman,sensitivity_value,BrightnessValue,-0.6983682201204763,522
overall,spearman,sensitivity_value,log2_exposure_time,0.20427698662310131,522
overall,spearman,sensitivity_value,log2_iso_gain,1.0,522
overall,spearman,sensitivity_value,aperture_value_from_f,0.3188349800413378,522
overall,spearman,sensitivity_value,time_value_from_t,-0.20427698662310131,522
overall,spearman,sensitivity_value,EV100,-0.17603054541794355,522
overall,spearman,sensitivity_value,relative_optical_exposure,0.17603054541794355,522
overall,spearman,sensitivity_value,combined_exposure_gain,0.8419127261005682,522
overall,spearman,sensitivity_value,sensitivity_value,1.0,522
overall,spearman,sensitivity_value,brightness_apex_pred,-0.8418284938442684,522
overall,spearman,sensitivity_value,brightness_residual,-0.25818955583823355,522
overall,spearman,sensitivity_value,device_centered_brightness,-0.8348071041574219,522
