subject_id,capture_id,roi,start_index,logrmse,cost,success,valid,status,nfev,optimality,message,initial_f_mel,final_f_mel,initial_f_blood,final_f_blood,initial_s,final_s
p003,p003_neutral_front,right_cheek,7,0.19773530964772412,0.6060384165629608,True,True,1,11,8.874387122772368e-09,`gtol` termination condition is satisfied.,0.3320663095731288,0.05480550976612537,0.08135615549981595,0.09999999999999999,0.3564783660694957,2.0831151245655324e-21
p003,p003_neutral_front,right_cheek,8,0.19773530964772407,0.6060384165629604,True,True,2,13,1.4339944267185965e-08,`ftol` termination condition is satisfied.,0.3647790083941072,0.0548055097923502,0.010288022365421057,0.09999999999999999,0.9335064217448235,1.869644357501422e-21
p003,p003_neutral_front,right_cheek,9,0.19773530964772418,0.6060384165629609,True,True,2,9,1.7028093608299863e-08,`ftol` termination condition is satisfied.,0.004323728075250983,0.05480550989644261,0.07331686513498425,0.09999999999999999,0.30357431434094906,3.1084744397001467e-18
p003,p003_neutral_front,right_cheek,10,0.1977353096477243,0.6060384165629616,True,True,2,10,8.516129623210429e-08,`ftol` termination condition is satisfied.,0.19462717251852155,0.05480551044776242,0.03489226363599301,0.09999999999999999,0.730521785095334,5.013964408795662e-17
p003,p003_neutral_front,right_cheek,11,0.19773530964772412,0.6060384165629606,True,True,2,10,1.0339969964150056e-08,`ftol` termination condition is satisfied.,0.2828678987361491,0.05480550977543674,0.09715016540139915,0.09999999999999999,0.0949433408677578,5.9146611839651245e-21
p003,p003_neutral_front,right_cheek,12,0.19773530964772437,0.6060384165629622,True,True,2,10,8.813866985495097e-08,`ftol` termination condition is satisfied.,0.2499536127783358,0.054805510523282176,0.038242048956453806,0.09999999999999999,0.47473414335399866,1.9432649586071192e-16
p003,p003_neutral_front,right_cheek,13,0.1977353096477241,0.6060384165629609,True,True,2,9,4.725692220653623e-08,`ftol` termination condition is satisfied.,0.13346991108730435,0.05480551009633658,0.075001360476017,0.09999999999999999,0.8545742323622108,4.827937346569822e-16
p003,p003_neutral_front,right_cheek,14,0.1977353096477242,0.6060384165629614,True,True,2,9,1.219394133655934e-07,`ftol` termination condition is satisfied.,0.10452144711278379,0.054805510721789845,0.01362749869003892,0.09999999999999998,0.17360034119337797,1.6504704440284997e-16
p003,p003_neutral_front,right_cheek,15,0.1977353096477244,0.6060384165629624,True,True,2,11,1.1237710236874723e-07,`ftol` termination condition is satisfied.,0.38550974196754395,0.05480551073078395,0.05117836920544505,0.09999999999999999,0.5595149593427777,1.7263428200687964e-15
p003,p003_neutral_front,right_cheek,16,0.1977353096477242,0.6060384165629612,True,True,2,12,4.6503195078366286e-08,`ftol` termination condition is satisfied.,0.39093010273762047,0.054805510121599996,0.01825325293466449,0.09999999999999999,0.2737703565508127,5.893553624545216e-18
p003,p003_neutral_front,right_cheek,17,0.19773530964772412,0.6060384165629606,True,True,1,9,4.974595159076664e-09,`gtol` termination condition is satisfied.,0.08569147338159382,0.05480550974073949,0.05600104788318277,0.09999999999999999,0.8958833999931812,1.7918786167032466e-21
p003,p003_neutral_front,right_cheek,18,0.19773530964772432,0.606038416562962,True,True,2,8,9.625959351032675e-08,`ftol` termination condition is satisfied.,0.11133284594863653,0.0548055105726322,0.042869319766759874,0.09999999999999999,0.07783408463001251,1.7931680353770876e-15
p003,p003_neutral_front,right_cheek,19,0.19773530964772412,0.6060384165629609,True,True,1,10,8.497827588683334e-09,`gtol` termination condition is satisfied.,0.2585760812833905,0.054805509797428716,0.07982252258807421,0.09999999999999999,0.6899663489311934,2.213691415201295e-19
p003,p003_neutral_front,right_cheek,20,0.19773530964772418,0.6060384165629612,True,True,2,11,5.8447178005592215e-08,`ftol` termination condition is satisfied.,0.27773623425513505,0.05480551021427179,0.03321899902075529,0.09999999999999999,0.8179890988394618,7.47652407166899e-18
p003,p003_neutral_front,right_cheek,21,0.19773530964772407,0.6060384165629605,True,True,1,10,6.601459512889693e-09,`gtol` termination condition is satisfied.,0.213115959726274,0.05480550975588495,0.09567382521927358,0.09999999999999999,0.4459680886939168,5.090955086676166e-19
p003,p003_neutral_front,right_cheek,22,0.19773530964772432,0.6060384165629618,True,True,2,10,1.075155975527427e-07,`ftol` termination condition is satisfied.,0.026329567627981304,0.05480551064962383,0.008616274315863847,0.09999999999999999,0.5180438095703721,1.0264422978785919e-15
p003,p003_neutral_front,right_cheek,23,0.19773530964772407,0.6060384165629604,True,True,2,11,2.4612838516918113e-08,`ftol` termination condition is satisfied.,0.356235275240615,0.05480550988388886,0.07183900838717819,0.09999999999999999,0.15557538624852896,1.5314541167877625e-18
p003,p003_neutral_front,right_cheek,24,0.19773530964772412,0.6060384165629609,True,True,2,11,6.934376322692178e-08,`ftol` termination condition is satisfied.,0.33688133946619925,0.05480551029906061,0.04921209700405598,0.09999999999999999,0.5719550661742687,1.0121596155523891e-16
p003,p003_neutral_front,right_cheek,25,0.19773530964772404,0.6060384165629604,True,True,2,8,3.826812091772371e-08,`ftol` termination condition is satisfied.,0.03227223410271108,0.05480550999408453,0.08598180245608092,0.09999999999999999,0.19199994392693043,4.83921349038698e-17
p003,p003_neutral_front,right_cheek,26,0.19773530964772443,0.6060384165629626,True,True,2,10,1.2750704525872993e-07,`ftol` termination condition is satisfied.,0.16541360827162863,0.05480551080729353,0.02460788553580642,0.09999999999999998,0.7795807477086782,1.1542916523363115e-15
p003,p003_neutral_front,right_cheek,27,0.19773530964772415,0.6060384165629611,True,True,1,11,2.416262170306574e-09,`gtol` termination condition is satisfied.,0.31202731961384417,0.05480550980304632,0.06214855583384633,0.09999999999999999,0.3940405622124672,3.1766724837861394e-20
p003,p003_neutral_front,right_cheek,28,0.19773530964772407,0.6060384165629605,True,True,2,12,4.1936320248411154e-08,`ftol` termination condition is satisfied.,0.22410167897120117,0.054805510006676356,0.0024592832662165168,0.09999999999999999,0.019925002939999104,1.0012706012930382e-19
p003,p003_neutral_front,right_cheek,29,0.19773530964772407,0.6060384165629605,True,True,2,9,1.0975825353226191e-08,`ftol` termination condition is satisfied.,0.15927098216488958,0.054805509764789255,0.06549851996824145,0.09999999999999999,0.6497270567342639,8.541239636577017e-20
p003,p003_neutral_front,right_cheek,30,0.19773530964772407,0.6060384165629603,True,True,2,9,1.3075545745191742e-08,`ftol` termination condition is satisfied.,0.07998458846472203,0.05480550980290469,0.0270737798884511,0.09999999999999999,0.3159323474392295,2.744095398664046e-20
p003,p003_neutral_front,right_cheek,31,0.19773530964772423,0.6060384165629615,True,True,2,11,2.144558957093873e-08,`ftol` termination condition is satisfied.,0.41010071835480627,0.05480550994847651,0.08932148143649102,0.09999999999999999,0.9518697271123528,1.5056875665205837e-18
p003,p003_neutral_front,right_cheek,32,0.19773530964772407,0.6060384165629604,True,True,2,10,2.1386555010169493e-08,`ftol` termination condition is satisfied.,0.215,0.05480550987769758,0.05,0.09999999999999999,0.5,1.6007065080824887e-18
p004,p004_neutral_front,left_cheek,0,0.14539399017556395,0.32766089187716585,True,True,2,18,1.0570906659012584e-07,`ftol` termination condition is satisfied.,0.41840655547566713,0.040632233981804086,0.028551553189754487,0.07652599338014687,0.2285797130316496,0.7221167538778537
p004,p004_neutral_front,left_cheek,1,0.14539399017578583,0.3276608918781658,True,True,2,11,2.1942063666045302e-07,`ftol` termination condition is satisfied.,0.05816087727434933,0.040632265438090155,0.09099293146282435,0.07652583327397207,0.6007307767868042,0.7221164442478942
p004,p004_neutral_front,left_cheek,2,0.14539399017568205,0.3276608918776981,True,True,2,17,1.7474447033702721e-07,`ftol` termination condition is satisfied.,0.14096432011574506,0.040632253245207486,0.003935516159981489,0.07652589480973665,0.4355018176138401,0.7221165508739726
p004,p004_neutral_front,left_cheek,3,0.1453939901756979,0.32766089187776953,True,True,2,16,1.7890036426667677e-07,`ftol` termination condition is satisfied.,0.22899544421583415,0.04063225523767971,0.06717151040211321,0.07652588447355343,0.7976113054901361,0.7221165271446109
p004,p004_neutral_front,left_cheek,4,0.14539399017555593,0.32766089187712977,True,True,2,18,9.52684789090439e-08,`ftol` termination condition is satisfied.,0.30401017878204584,0.040632231966715164,0.019787021446973085,0.07652600278104009,0.6795401936396956,0.7221167555080702
p004,p004_neutral_front,left_cheek,5,0.14539399017568003,0.3276608918776891,True,True,2,16,1.6886149743311378e-07,`ftol` termination condition is satisfied.,0.18689613293856383,0.04063225283763682,0.057521368470042945,0.07652589614078553,0.05754218343645334,0.7221165407594526
p004,p004_neutral_front,left_cheek,6,0.1453939901757305,0.3276608918779164,True,True,2,12,1.9576532543508935e-07,`ftol` termination condition is satisfied.,0.05044767056591809,0.04063225919015278,0.044389692507684236,0.07652586438640843,0.9689850630238652,0.7221164901340041
p004,p004_neutral_front,left_cheek,7,0.14539399017556437,0.32766089187716774,True,True,2,17,1.0307255414963031e-07,`ftol` termination condition is satisfied.,0.3320663095731288,0.040632234014137084,0.08135615549981595,0.0765259929910546,0.3564783660694957,0.7221167493211473
p004,p004_neutral_front,left_cheek,8,0.14539399017567722,0.32766089187767633,True,True,2,18,1.7773451404568327e-07,`ftol` termination condition is satisfied.,0.3647790083941072,0.04063225256515839,0.010288022365421057,0.07652589804718916,0.9335064217448235,0.7221165495436789
p004,p004_neutral_front,left_cheek,9,0.14539399017611043,0.327660891879629,True,True,2,10,3.1461459061274306e-07,`ftol` termination condition is satisfied.,0.004323728075250983,0.04063229255068735,0.07331686513498425,0.07652569313364165,0.30357431434094906,0.7221161276135878
p004,p004_neutral_front,left_cheek,10,0.14539399017600632,0.3276608918791597,True,True,2,16,2.86486692282533e-07,`ftol` termination condition is satisfied.,0.19462717251852155,0.04063228481284011,0.03489226363599301,0.07652573282695456,0.730521785095334,0.7221162101370161
p004,p004_neutral_front,left_cheek,11,0.1453939901757592,0.3276608918780459,True,True,2,16,2.0237479896078232e-07,`ftol` termination condition is satisfied.,0.2828678987361491,0.040632262333706023,0.09715016540139915,0.07652584788522929,0.0949433408677578,0.7221164518876589
p004,p004_neutral_front,left_cheek,12,0.14539399017559945,0.32766089187732583,True,True,2,17,1.2662525356610484e-07,`ftol` termination condition is satisfied.,0.2499536127783358,0.04063224061551908,0.038242048956453806,0.07652595812256568,0.47473414335399866,0.7221166560338707
p004,p004_neutral_front,left_cheek,13,0.14539399017561122,0.3276608918773788,True,True,2,15,1.326142069896112e-07,`ftol` termination condition is satisfied.,0.13346991108730435,0.04063224274486213,0.075001360476017,0.07652594775455548,0.8545742323622108,0.7221166462262585
p004,p004_neutral_front,left_cheek,14,0.14539399017563082,0.32766089187746705,True,True,2,16,1.454436831018404e-07,`ftol` termination condition is satisfied.,0.10452144711278379,0.040632245882225054,0.01362749869003892,0.07652593179246295,0.17360034119337797,0.7221166141296267
p004,p004_neutral_front,left_cheek,15,0.1453939901757879,0.3276608918781754,True,True,2,17,2.174790251085075e-07,`ftol` termination condition is satisfied.,0.38550974196754395,0.04063226541122977,0.05117836920544505,0.07652583231299565,0.5595149593427777,0.7221164170387157
p004,p004_neutral_front,left_cheek,16,0.1453939901755924,0.3276608918772941,True,True,2,18,1.1852252420337296e-07,`ftol` termination condition is satisfied.,0.39093010273762047,0.04063223939319679,0.01825325293466449,0.07652596451875372,0.2737703565508127,0.7221166735896265
p004,p004_neutral_front,left_cheek,17,0.14539399017562102,0.327660891877423,True,True,2,14,1.3875533154918706e-07,`ftol` termination condition is satisfied.,0.08569147338159382,0.0406322443690828,0.05600104788318277,0.07652593960084125,0.8958833999931812,0.7221166330993721
p004,p004_neutral_front,left_cheek,18,0.1453939901757024,0.3276608918777898,True,True,2,15,1.762819371739188e-07,`ftol` termination condition is satisfied.,0.11133284594863653,0.040632255541372606,0.042869319766759874,0.07652588167996048,0.07783408463001251,0.7221165011126814
p004,p004_neutral_front,left_cheek,19,0.14539399017569227,0.32766089187774416,True,True,2,16,1.7653057303688844e-07,`ftol` termination condition is satisfied.,0.2585760812833905,0.04063225443160423,0.07982252258807421,0.07652588804471663,0.6899663489311934,0.7221165268123305
p004,p004_neutral_front,left_cheek,20,0.1453939901756887,0.32766089187772796,True,True,2,17,1.727839708880825e-07,`ftol` termination condition is satisfied.,0.27773623425513505,0.04063225401689614,0.03321899902075529,0.07652589040466971,0.8179890988394618,0.7221165364207096
p004,p004_neutral_front,left_cheek,21,0.14539399017602456,0.32766089187924186,True,True,2,15,2.940613803380013e-07,`ftol` termination condition is satisfied.,0.213115959726274,0.04063228625759231,0.09567382521927358,0.07652572560170695,0.4459680886939168,0.7221161972097987
p004,p004_neutral_front,left_cheek,22,0.14539399017578558,0.3276608918781647,True,True,2,15,2.1218952595868777e-07,`ftol` termination condition is satisfied.,0.026329567627981304,0.04063226512538235,0.008616274315863847,0.07652583360804419,0.5180438095703721,0.7221164185709651
p004,p004_neutral_front,left_cheek,23,0.1453939901756225,0.32766089187742964,True,True,2,17,1.4122690007633422e-07,`ftol` termination condition is satisfied.,0.356235275240615,0.04063224466408872,0.07183900838717819,0.07652593828725479,0.15557538624852896,0.7221166345162021
p004,p004_neutral_front,left_cheek,24,0.14539399017563984,0.3276608918775078,True,True,2,17,1.5151488638730288e-07,`ftol` termination condition is satisfied.,0.33688133946619925,0.04063224740715052,0.04921209700405598,0.07652592472448193,0.5719550661742687,0.7221166147304531
p004,p004_neutral_front,left_cheek,25,0.14539399017568877,0.32766089187772834,True,True,2,12,1.710695525445512e-07,`ftol` termination condition is satisfied.,0.03227223410271108,0.04063225395788829,0.08598180245608092,0.07652589040326511,0.19199994392693043,0.7221165321273282
p004,p004_neutral_front,left_cheek,26,0.145393990175821,0.32766089187832437,True,True,2,16,2.3054999174990448e-07,`ftol` termination condition is satisfied.,0.16541360827162863,0.04063226869633985,0.02460788553580642,0.07652581529267126,0.7795807477086782,0.7221163784875274
p004,p004_neutral_front,left_cheek,27,0.1453939901755711,0.327660891877198,True,True,2,17,1.082942096678101e-07,`ftol` termination condition is satisfied.,0.31202731961384417,0.04063223542699995,0.06214855583384633,0.07652598564182077,0.3940405622124672,0.7221167330047683
p004,p004_neutral_front,left_cheek,28,0.14539399017568805,0.3276608918777251,True,True,2,18,1.7597181140886978e-07,`ftol` termination condition is satisfied.,0.22410167897120117,0.04063225400586165,0.0024592832662165168,0.07652589078938102,0.019925002939999104,0.7221165419365014
p004,p004_neutral_front,left_cheek,29,0.14539399017602078,0.3276608918792248,True,True,2,15,2.8996654262647647e-07,`ftol` termination condition is satisfied.,0.15927098216488958,0.04063228608360339,0.06549851996824145,0.07652572696073892,0.6497270567342639,0.7221162140912901
p004,p004_neutral_front,left_cheek,30,0.14539399017557186,0.32766089187720143,True,True,2,15,1.0823519622470331e-07,`ftol` termination condition is satisfied.,0.07998458846472203,0.040632235551378126,0.0270737798884511,0.07652598489558637,0.3159323474392295,0.7221167261623964
p004,p004_neutral_front,left_cheek,31,0.1453939901756725,0.32766089187765507,True,True,2,17,1.693975846606812e-07,`ftol` termination condition is satisfied.,0.41010071835480627,0.040632251895555686,0.08932148143649102,0.07652590128818537,0.9518697271123528,0.7221165543398157
p004,p004_neutral_front,left_cheek,32,0.14539399017587662,0.327660891878575,True,True,2,16,2.4820019328562705e-07,`ftol` termination condition is satisfied.,0.215,0.04063227389726144,0.05,0.07652578852717849,0.5,0.722116320751002
p004,p004_neutral_front,right_cheek,0,0.22382156289067875,0.7764894262298041,True,True,2,12,1.0836645383146566e-08,`ftol` termination condition is satisfied.,0.41840655547566713,0.06795517913114839,0.028551553189754487,0.09999999999999999,0.2285797130316496,8.008832365300146e-22
p004,p004_neutral_front,right_cheek,1,0.22382156289067887,0.7764894262298047,True,True,2,8,8.463017412517374e-08,`ftol` termination condition is satisfied.,0.05816087727434933,0.06795517971594539,0.09099293146282435,0.09999999999999999,0.6007307767868042,2.115818964084889e-16
p004,p004_neutral_front,right_cheek,2,0.22382156289067948,0.776489426229809,True,True,2,10,2.412544418753939e-07,`ftol` termination condition is satisfied.,0.14096432011574506,0.06795518102074047,0.003935516159981489,0.09999999999999995,0.4355018176138401,5.540065373084661e-17
p004,p004_neutral_front,right_cheek,3,0.22382156289067875,0.7764894262298039,True,True,2,9,6.631477932692127e-08,`ftol` termination condition is satisfied.,0.22899544421583415,0.06795517956585408,0.06717151040211321,0.09999999999999999,0.7976113054901361,8.499818688855187e-17
p004,p004_neutral_front,right_cheek,4,0.2238215628906788,0.7764894262298045,True,True,2,11,7.754039646145149e-08,`ftol` termination condition is satisfied.,0.30401017878204584,0.06795517970485813,0.019787021446973085,0.09999999999999999,0.6795401936396956,1.4645030660544454e-18
p004,p004_neutral_front,right_cheek,5,0.22382156289067875,0.776489426229804,True,True,2,10,1.1912318523513544e-08,`ftol` termination condition is satisfied.,0.18689613293856383,0.06795517915328289,0.057521368470042945,0.09999999999999999,0.05754218343645334,3.0455428280512924e-21
p004,p004_neutral_front,right_cheek,6,0.22382156289067892,0.7764894262298053,True,True,2,9,1.464326985483371e-07,`ftol` termination condition is satisfied.,0.05044767056591809,0.06795518018302805,0.044389692507684236,0.09999999999999999,0.9689850630238652,5.026302998448855e-16
p004,p004_neutral_front,right_cheek,7,0.22382156289067875,0.7764894262298039,True,True,1,10,1.419707899723309e-09,`gtol` termination condition is satisfied.,0.3320663095731288,0.0679551790841936,0.08135615549981595,0.09999999999999999,0.3564783660694957,1.1851235519704877e-21
p004,p004_neutral_front,right_cheek,8,0.2238215628906789,0.776489426229805,True,True,2,12,9.509649184176745e-08,`ftol` termination condition is satisfied.,0.3647790083941072,0.06795517984975266,0.010288022365421057,0.09999999999999999,0.9335064217448235,1.0628784640163621e-18
