subject_id,capture_id,roi,setting,kind,value,success,valid_start_count,f_mel,shift_f_mel,boundary_f_mel,f_blood,shift_f_blood,boundary_f_blood,s,shift_s,boundary_s,logrmse,rmse,sam_deg,hb_absorption_content_scale
p003,p003_neutral_front,right_cheek,observation_scale_0.95,observation_scale,0.95,True,33,0.06102863669801657,0.006223126949637683,False,0.09999999999999999,0.0,True,9.883392283129373e-20,9.611112471059818e-20,True,0.2004117502563356,0.0549319734268671,11.063373801534134,
p003,p003_neutral_front,right_cheek,observation_scale_1.05,observation_scale,1.05,True,33,0.049064912570318156,-0.005740597178060733,False,0.09999999999999999,0.0,True,2.7128954740216567e-21,-9.902646673886262e-24,True,0.19553032642706025,0.05818935833562668,10.76365445155745,
p003,p003_neutral_front,right_cheek,observation_tilt_-0.02,observation_tilt,-0.02,True,33,0.054476285616316726,-0.0003292241320621628,False,0.09999999999999999,0.0,True,1.6596580052746532e-19,1.6324300240676977e-19,True,0.2033196027304213,0.059111784417877115,11.376876847452424,
p003,p003_neutral_front,right_cheek,observation_tilt_+0.02,observation_tilt,0.02,True,33,0.05514974704126932,0.00034423729289043137,False,0.09999999999999999,0.0,True,6.783470029653134e-19,6.756242048446178e-19,True,0.19263262532131223,0.05407138337286128,10.44863788272309,
p003,p003_neutral_front,right_cheek,subset_420_680_point,subset_point,0.0,True,33,0.06173689124900218,0.006931381500623293,False,0.09999999999999999,0.0,True,3.7388212058088333e-16,3.7387939778276264e-16,True,0.09622630697363237,0.024266983167952515,5.043319725278029,
p003,p003_neutral_front,right_cheek,subset_420_680_gaussian_5nm,gaussian,5.0,True,33,0.061728332451303596,0.006922822702924707,False,0.09999999999999999,0.0,True,4.2760008207309576e-17,4.275728540918888e-17,True,0.09603865013873335,0.024242108248102558,5.039986292758984,
p003,p003_neutral_front,right_cheek,subset_420_680_gaussian_10nm,gaussian,10.0,True,33,0.06176236019657795,0.006956850448199062,False,0.09999999999999999,0.0,True,5.5718783148671515e-18,5.569155516746456e-18,True,0.09554895959702427,0.02415891616262097,5.024984569040849,
p004,p004_neutral_front,left_cheek,epidermis_0.050mm,thickness,0.05,True,33,0.04023268485612047,-0.0003995471105946932,False,0.08262220059904175,0.006096197818001664,False,0.6496890438784562,-0.07242771162961403,False,0.15859000160500236,0.04675674441762896,6.925618918026652,
p004,p004_neutral_front,left_cheek,epidermis_0.070mm,thickness,0.07,True,33,0.04044439971627792,-0.00018783225043724622,False,0.07222796966645084,-0.0042980331145892475,False,0.8055603263766973,0.08344357086862708,False,0.13656129388094068,0.041818710506159595,6.146038522502795,
p004,p004_neutral_front,left_cheek,scattering_x0.8,scattering,0.8,True,33,0.031606009002565966,-0.009026222964149198,False,0.06697236312415229,-0.009553639656887797,False,0.662481245148432,-0.05963551035963821,False,0.1614176613966385,0.047617585559567924,7.054143021300709,
p004,p004_neutral_front,left_cheek,scattering_x1.2,scattering,1.2,True,33,0.04900275775949676,0.008370525792781594,False,0.0848525831162847,0.00832658033524461,False,0.7996343100353448,0.0775175545272746,False,0.1348320253854304,0.04120563674186606,6.060927019420277,
p004,p004_neutral_front,left_cheek,whole_blood_hb_120gL,hb,120.0,True,33,0.04065685805710088,2.4626090385712618e-05,False,0.09562335075418393,0.019097347973143844,False,0.7196911658423969,-0.0024255896656733,False,0.14540747983220265,0.0436298455856306,6.448187513808778,11.474802090502072
p004,p004_neutral_front,left_cheek,whole_blood_hb_180gL,hb,180.0,True,33,0.040616110590909055,-1.612137580610934e-05,False,0.0637855616694367,-0.012740441111603384,False,0.7237268689306151,0.001610113422544912,False,0.145385532972862,0.04366029909173041,6.451370906772641,11.481401100498607
p004,p004_neutral_front,left_cheek,observation_scale_0.95,observation_scale,0.95,True,33,0.04475824025878097,0.0041260082920658026,False,0.0812070466674897,0.004681043886449604,False,0.6696831290074773,-0.05243362650059291,False,0.1428570425762264,0.040552036818871456,6.3162814553008495,
p004,p004_neutral_front,left_cheek,observation_scale_1.05,observation_scale,1.05,True,33,0.03683461781176422,-0.0037976141549509457,False,0.07230043194759332,-0.004225570833446768,False,0.7728053997068662,0.05068864419879604,False,0.1480413028386404,0.04703363581931818,6.605830213478097,
p004,p004_neutral_front,left_cheek,observation_tilt_-0.02,observation_tilt,-0.02,True,33,0.038932031852067985,-0.0017002001146471796,False,0.08153247757646713,0.0050064747954270405,False,0.6782189606093604,-0.04389779489870982,False,0.14582502991922558,0.04386723007861279,6.54148684097744,
p004,p004_neutral_front,left_cheek,observation_tilt_+0.02,observation_tilt,0.02,True,33,0.042294479235517116,0.0016622472688019516,False,0.07203945893565435,-0.004486543845385743,False,0.7673617789218098,0.04524502341373959,False,0.14516956929989833,0.043687970956224245,6.388054319681232,
p004,p004_neutral_front,left_cheek,subset_420_680_point,subset_point,0.0,True,33,0.05832967168801234,0.017697439721297177,False,0.032449335513476986,-0.044076667267563104,False,0.8233339932733299,0.1012172377652597,False,0.08181943005724099,0.027245433871276,4.174401174644445,
p004,p004_neutral_front,left_cheek,subset_420_680_gaussian_5nm,gaussian,5.0,True,33,0.05823762852806377,0.01760539656134861,False,0.03290705195471776,-0.04361895082632233,False,0.8386840379665577,0.11656728245848746,False,0.08076148442598365,0.026783592533937972,4.109987411746239,
p004,p004_neutral_front,left_cheek,subset_420_680_gaussian_10nm,gaussian,10.0,True,33,0.058066003977586864,0.0174337720108717,False,0.033934840429467934,-0.042591162351572155,False,0.866692442430266,0.1445756869221958,False,0.07864791257491428,0.02600193299864072,4.001536779383781,
p004,p004_neutral_front,right_cheek,epidermis_0.050mm,thickness,0.05,True,33,0.07176765212468168,0.003812472878975251,False,0.09999999999999999,0.0,True,1.515204955414517e-19,1.4568093496642634e-19,True,0.24668975156731207,0.06571398275438584,13.53707041747343,
p004,p004_neutral_front,right_cheek,epidermis_0.070mm,thickness,0.07,True,33,0.06497227764850108,-0.0029829015972053508,False,0.09999999999999999,0.0,True,2.099641560537896e-19,2.0412459547876423e-19,True,0.20717067345355167,0.0553085641792228,11.91127490183234,
p004,p004_neutral_front,right_cheek,scattering_x0.8,scattering,0.8,True,33,0.052837868274028685,-0.015117310971677747,False,0.09999999999999999,0.0,True,1.6224263552856872e-17,1.6218423992281847e-17,True,0.23748857782903807,0.06297753915672198,13.151664886032618,
p004,p004_neutral_front,right_cheek,scattering_x1.2,scattering,1.2,True,33,0.08121014636514677,0.013254967119440339,False,0.09999999999999999,0.0,True,1.397874846019056e-20,8.139187885165201e-21,True,0.21284218885853035,0.056838393628850035,12.173470795892172,
p004,p004_neutral_front,right_cheek,whole_blood_hb_120gL,hb,120.0,True,33,0.07229098587061072,0.004335806624904293,False,0.09999999999999999,0.0,True,3.1383661410200355e-20,2.5544100835174996e-20,True,0.23529034397443724,0.0625811484172086,13.085567203364489,11.999999999999998
p004,p004_neutral_front,right_cheek,whole_blood_hb_180gL,hb,180.0,True,33,0.06427607476142208,-0.0036791044842843512,False,0.09999999999999999,0.0,True,7.35243621098902e-21,1.5128756359636617e-21,True,0.2147283572284733,0.05732432154979442,12.243683406631725,18.0
p004,p004_neutral_front,right_cheek,observation_scale_0.95,observation_scale,0.95,True,33,0.07462844001116932,0.006673260765462888,False,0.09999999999999999,0.0,True,4.424350604961835e-21,-1.4152099700635234e-21,True,0.2266247041740655,0.058093922936633687,12.83279588281002,
p004,p004_neutral_front,right_cheek,observation_scale_1.05,observation_scale,1.05,True,33,0.06180393025476685,-0.0061512489909395784,False,0.09999999999999999,0.0,True,2.2694734549678274e-18,2.263633894392802e-18,True,0.22124382781743263,0.0613509453211994,12.4495636665598,
p004,p004_neutral_front,right_cheek,observation_tilt_-0.02,observation_tilt,-0.02,True,33,0.06764763542992235,-0.0003075438157840865,False,0.09999999999999999,0.0,True,8.796310363827717e-22,-4.959929538642587e-21,True,0.23056232371127242,0.06255357819118242,13.202776847650789,
p004,p004_neutral_front,right_cheek,observation_tilt_+0.02,observation_tilt,0.02,True,33,0.06827868640780652,0.000323507162100084,False,0.09999999999999999,0.0,True,2.0639967374045618e-19,2.0056011316543083e-19,True,0.21745049232206085,0.05700669727713467,12.08372218599697,
p004,p004_neutral_front,right_cheek,subset_420_680_point,subset_point,0.0,True,33,0.075278962082287,0.00732378283658057,False,0.09999999999999999,0.0,True,6.279896998878668e-22,-5.2115708751374916e-21,True,0.11635102814639202,0.027404458630915302,6.1477557665752425,
p004,p004_neutral_front,right_cheek,subset_420_680_gaussian_5nm,gaussian,5.0,True,33,0.07526586207745814,0.007310682831751708,False,0.09999999999999999,0.0,True,3.46977286581026e-21,-2.3697877092150982e-21,True,0.11610822839820589,0.0273758660373502,6.143523083699282,
p004,p004_neutral_front,right_cheek,subset_420_680_gaussian_10nm,gaussian,10.0,True,33,0.07529359621603988,0.007338416970333453,False,0.09999999999999999,0.0,True,1.7469748403868455e-22,-5.664863090986674e-21,True,0.11548927308591272,0.027277586818102235,6.123038906617276,
p005,p005_neutral_front,left_cheek,epidermis_0.050mm,thickness,0.05,True,33,0.051232726157219535,0.0012572768905447507,False,0.09999999999999999,0.0,True,0.5643042275744228,-0.09898868847870557,False,0.16496799437044773,0.044180107658178217,7.318968465166717,
p005,p005_neutral_front,left_cheek,epidermis_0.070mm,thickness,0.07,True,33,0.04904186924504071,-0.0009335800216340728,False,0.09999999999999999,0.0,True,0.7673279544783532,0.10403503842522488,False,0.14330318908208672,0.040154300810860535,6.59188249315586,
p005,p005_neutral_front,left_cheek,scattering_x0.8,scattering,0.8,True,33,0.03694802736294169,-0.013027421903733093,False,0.09999999999999999,0.0,True,0.6168214628795721,-0.046471453173556276,False,0.16499965261882993,0.044064163998770056,7.299535472671923,
p005,p005_neutral_front,left_cheek,scattering_x1.2,scattering,1.2,True,33,0.06147739313184016,0.011501943865165377,False,0.09999999999999999,0.0,True,0.7408791559682623,0.07758623991513391,False,0.14383555275337742,0.04042987209435251,6.636415059011723,
p005,p005_neutral_front,left_cheek,whole_blood_hb_120gL,hb,120.0,True,33,0.0533354038653502,0.003359954598675413,False,0.09999999999999999,0.0,True,0.6147972865991594,-0.0484956294539689,False,0.15530700103501952,0.042639440176234666,7.035673979934357,11.999999999999998
p005,p005_neutral_front,left_cheek,whole_blood_hb_180gL,hb,180.0,True,33,0.04718464317542462,-0.002790806091250167,False,0.09999999999999999,0.0,True,0.7009958800508368,0.03770296399770845,False,0.14977611804993365,0.040910746895723674,6.752247931282333,18.0
p005,p005_neutral_front,left_cheek,observation_scale_0.95,observation_scale,0.95,True,33,0.05539522750265555,0.005419778235980763,False,0.09999999999999999,0.0,True,0.6088887161236609,-0.054404199929467434,False,0.1498383002609442,0.03891757993059198,6.769469008744524,
p005,p005_neutral_front,left_cheek,observation_scale_1.05,observation_scale,1.05,True,33,0.044966375087176824,-0.00500907417949796,False,0.09999999999999999,0.0,True,0.7135339142562512,0.05024099820312289,False,0.15363930211539006,0.044458189364179106,6.9759471679597365,
p005,p005_neutral_front,left_cheek,observation_tilt_-0.02,observation_tilt,-0.02,True,33,0.04915795292740948,-0.0008174963392653042,False,0.09999999999999999,0.0,True,0.6094231728360807,-0.05386974321704763,False,0.1527289292959445,0.042060357768636314,7.008809487679767,
p005,p005_neutral_front,left_cheek,observation_tilt_+0.02,observation_tilt,0.02,True,33,0.05082161885507981,0.0008461695884050269,False,0.09999999999999999,0.0,True,0.7149163011661376,0.051623385113009235,False,0.15088473318232357,0.0413449608800453,6.75033902001448,
p005,p005_neutral_front,left_cheek,subset_420_680_point,subset_point,0.0,True,33,0.0647481042853822,0.01477265501870742,False,0.05790294327780331,-0.04209705672219668,False,0.7114326063010397,0.048139690247911315,False,0.0815898405235848,0.023742107136637828,4.106827105990811,
p005,p005_neutral_front,left_cheek,subset_420_680_gaussian_5nm,gaussian,5.0,True,33,0.06461942395315559,0.014643974686480807,False,0.05868204182094625,-0.04131795817905374,False,0.7234036790010261,0.060110762947897745,False,0.08059552951517446,0.02333151992934725,4.041926786997506,
p005,p005_neutral_front,left_cheek,subset_420_680_gaussian_10nm,gaussian,10.0,True,33,0.06438309450852356,0.014407645241848774,False,0.06040118317795107,-0.039598816822048924,False,0.7446622599016531,0.08136934384852479,False,0.07894166543470738,0.022743982489422724,3.95107699154212,
p005,p005_neutral_front,right_cheek,epidermis_0.050mm,thickness,0.05,True,33,0.0862665286390428,0.005189434570749968,False,0.09999999999999999,0.0,True,1.498967540312679e-20,-1.0418447314916432e-19,True,0.2635606480294692,0.06479586154204042,14.582201648051301,
p005,p005_neutral_front,right_cheek,epidermis_0.070mm,thickness,0.07,True,33,0.07710170521142885,-0.003975388856863979,False,0.09999999999999999,0.0,True,2.8193392678996436e-20,-9.098075587329467e-20,True,0.22345231450605957,0.054945916832306756,12.943387197096964,
p005,p005_neutral_front,right_cheek,scattering_x0.8,scattering,0.8,True,33,0.06458484713637204,-0.016492246931920793,False,0.09999999999999999,0.0,True,2.9328591098608996e-21,-1.162412894424302e-19,True,0.25301418726320246,0.062220763109198586,14.161430542838636,
p005,p005_neutral_front,right_cheek,scattering_x1.2,scattering,1.2,True,33,0.09565202722957555,0.014574933161282722,False,0.09999999999999999,0.0,True,2.803732410681702e-19,1.6119909251587908e-19,True,0.22944049620214177,0.05627703713515766,13.205422527151622,
p005,p005_neutral_front,right_cheek,whole_blood_hb_120gL,hb,120.0,True,33,0.085517146981578,0.00444005291328517,False,0.09999999999999999,0.0,True,3.6188387108987876e-21,-1.1555530984139232e-19,True,0.25249950438361735,0.06170889923566294,14.139859463163445,11.999999999999998
p005,p005_neutral_front,right_cheek,whole_blood_hb_180gL,hb,180.0,True,33,0.07730705984491558,-0.0037700342233772527,False,0.09999999999999999,0.0,True,1.0098091167783393e-21,-1.1816433943551277e-19,True,0.23021514331398382,0.056839909133371495,13.259680621374546,18.0
p005,p005_neutral_front,right_cheek,observation_scale_0.95,observation_scale,0.95,True,33,0.08819985604846012,0.007122761980167286,False,0.09999999999999999,0.0,True,8.549852342631852e-21,-1.1062429620965926e-19,True,0.2427198578527759,0.05720046725887429,13.847696988511297,
p005,p005_neutral_front,right_cheek,observation_scale_1.05,observation_scale,1.05,True,33,0.07451458101312759,-0.006562513055165239,False,0.09999999999999999,0.0,True,2.852921081178741e-19,1.6611795956558297e-19,True,0.23772684922373727,0.06090965238660406,13.497182791409642,
p005,p005_neutral_front,right_cheek,observation_tilt_-0.02,observation_tilt,-0.02,True,33,0.08079622863365918,-0.00028086543463365365,False,0.09999999999999999,0.0,True,1.3083615577521073e-20,-1.0609053297477004e-19,True,0.24738196161133297,0.06179848512713979,14.278814299177558,
p005,p005_neutral_front,right_cheek,observation_tilt_+0.02,observation_tilt,0.02,True,33,0.08137494950209345,0.0002978554338006201,False,0.09999999999999999,0.0,True,6.251839039064192e-20,-5.665575816164919e-20,True,0.23332314380785318,0.056450970525326875,13.077252799812566,
p005,p005_neutral_front,right_cheek,subset_420_680_point,subset_point,0.0,True,33,0.08914347680730597,0.00806638273901314,False,0.09999999999999999,0.0,True,6.846865769761276e-19,5.655124284238365e-19,True,0.11775039511984237,0.025139928800810087,6.177652889963384,
p005,p005_neutral_front,right_cheek,subset_420_680_gaussian_5nm,gaussian,5.0,True,33,0.08912826445251244,0.00805117038421961,False,0.09999999999999999,0.0,True,2.2043240812981972e-17,2.192406666442968e-17,True,0.11761679662550895,0.025130117093440117,6.1774074201687075,
p005,p005_neutral_front,right_cheek,subset_420_680_gaussian_10nm,gaussian,10.0,True,33,0.08915859347953917,0.008081499411246335,False,0.09999999999999999,0.0,True,2.1660741949569055e-18,2.0469000464046144e-18,True,0.11739545897275773,0.02509998710535534,6.172690703762655,
p006,p006_neutral_front,left_cheek,epidermis_0.050mm,thickness,0.05,True,33,0.04582309443653891,0.00043863366971146067,False,0.09999999999999999,0.0025857245405655344,True,0.5152354612606409,-0.08230416316231248,False,0.1629728797294796,0.045159071142898286,7.30217627079643,
p006,p006_neutral_front,left_cheek,epidermis_0.070mm,thickness,0.07,True,33,0.045432721681664935,4.82609148374849e-05,False,0.09097429587961074,-0.006439979579823715,False,0.6796643311669605,0.08212470674400707,False,0.14140646980401064,0.04092966498387933,6.551201175194222,
p006,p006_neutral_front,left_cheek,scattering_x0.8,scattering,0.8,True,33,0.03498022657300821,-0.010404234193819244,False,0.08664472818377855,-0.010769547275655905,False,0.5400757168756883,-0.05746390754726505,False,0.16588707426816376,0.045917834483286415,7.425435530424014,
p006,p006_neutral_front,left_cheek,scattering_x1.2,scattering,1.2,True,33,0.055878493980058105,0.010494033213230655,False,0.09999999999999999,0.0025857245405655344,True,0.6630863934693773,0.06554676904642387,False,0.13980944672994527,0.040523269524966044,6.48725351643623,
p006,p006_neutral_front,left_cheek,whole_blood_hb_120gL,hb,120.0,True,33,0.04835331624659741,0.0029688554797699593,False,0.09999999999999999,0.0025857245405655344,True,0.5473056661501252,-0.05023395827282817,False,0.15048890915453755,0.04276640739017305,6.887890086003564,11.999999999999998
p006,p006_neutral_front,left_cheek,whole_blood_hb_180gL,hb,180.0,True,33,0.045373083214529514,-1.1377552297936466e-05,False,0.08116097004931383,-0.016253305410120628,False,0.5991182050216476,0.0015785805986942014,False,0.14985225003576563,0.042415058147108005,6.8305753316316435,14.608974608876489
p006,p006_neutral_front,left_cheek,observation_scale_0.95,observation_scale,0.95,True,33,0.05026134260509968,0.004876881838272229,False,0.09999999999999999,0.0025857245405655344,True,0.5444543397479211,-0.05308528467503226,False,0.14713487669004133,0.039343212983835946,6.679235406208625,
p006,p006_neutral_front,left_cheek,observation_scale_1.05,observation_scale,1.05,True,33,0.04138664530477774,-0.003997815462049713,False,0.09189184190426616,-0.0055224335551682935,False,0.6408815518278408,0.043341927404887404,False,0.1526300992014454,0.045702816307172024,6.9981535505810015,
p006,p006_neutral_front,left_cheek,observation_tilt_-0.02,observation_tilt,-0.02,True,33,0.04421328035367665,-0.0011711804131507991,False,0.09999999999999999,0.0025857245405655344,True,0.5495753083992015,-0.04796431602375184,False,0.1501285761820274,0.04251152540130299,6.912889775127596,
p006,p006_neutral_front,left_cheek,observation_tilt_+0.02,observation_tilt,0.02,True,33,0.047268819671484025,0.0018843589046565745,False,0.0905959699654564,-0.0068183054939780635,False,0.6351461963439593,0.037606571921005916,False,0.14975374066961086,0.04255710868535242,6.780638455171215,
p006,p006_neutral_front,left_cheek,subset_420_680_point,subset_point,0.0,True,33,0.06482164593487522,0.019437185168047766,False,0.03844373990968569,-0.058970535549748765,False,0.5403570131018631,-0.05718261132109026,False,0.08144076847962017,0.025191923013578556,4.252168308599736,
p006,p006_neutral_front,left_cheek,subset_420_680_gaussian_5nm,gaussian,5.0,True,33,0.06468117219928182,0.019296711432454372,False,0.03900236071103996,-0.058411914748394494,False,0.5559446517713835,-0.04159497265156986,False,0.08069677817252054,0.024876226946866503,4.203824307109393,
p006,p006_neutral_front,left_cheek,subset_420_680_gaussian_10nm,gaussian,10.0,True,33,0.06444937485822734,0.01906491409139989,False,0.040154989210907155,-0.0572592862485273,False,0.5844222098454008,-0.013117414577552555,False,0.07942513883047515,0.02441297814726116,4.1346959282724285,
p006,p006_neutral_front,right_cheek,epidermis_0.050mm,thickness,0.05,True,33,0.09072742130917585,0.005504743670803766,False,0.09999999999999999,0.0,True,8.614627183820517e-23,-5.031216906560385e-20,True,0.27996165975550663,0.06856107437883574,15.818233581485762,
p006,p006_neutral_front,right_cheek,epidermis_0.070mm,thickness,0.07,True,33,0.08102237136206224,-0.004200306276309851,False,0.09999999999999999,0.0,True,1.5509429346272776e-21,-4.8847372402814777e-20,True,0.23571643984664487,0.057626114758004804,13.99609580636897,
p006,p006_neutral_front,right_cheek,scattering_x0.8,scattering,0.8,True,33,0.06817162602701442,-0.01705105161135767,False,0.09999999999999999,0.0,True,3.818969212753419e-20,-1.2208623209907867e-20,True,0.26857243016837157,0.06585633816322538,15.35552529287687,
p006,p006_neutral_front,right_cheek,scattering_x1.2,scattering,1.2,True,33,0.10034871356642369,0.015126035928051604,False,0.09999999999999999,0.0,True,2.438520124522844e-19,1.9345369711484235e-19,True,0.24226150436295874,0.059045201143397966,14.284471116713492,
p006,p006_neutral_front,right_cheek,whole_blood_hb_120gL,hb,120.0,True,33,0.08970075563404806,0.004478077995675969,False,0.09999999999999999,0.0,True,8.199012633393416e-21,-4.219930270404864e-20,True,0.26775499504146505,0.06509690192009752,15.331072620911662,11.999999999999998
p006,p006_neutral_front,right_cheek,whole_blood_hb_180gL,hb,180.0,True,33,0.0814180817149849,-0.003804595923387194,False,0.09999999999999999,0.0,True,2.743446176630899e-22,-5.0123970719778964e-20,True,0.24366445384049554,0.059895856872944124,14.365287779174597,18.0
p006,p006_neutral_front,right_cheek,observation_scale_0.95,observation_scale,0.95,True,33,0.09253260473831271,0.007309927099940619,False,0.09999999999999999,0.0,True,6.344351069255229e-21,-4.4053964268186825e-20,True,0.25751098249391063,0.060323041626373496,15.01645003646011,
p006,p006_neutral_front,right_cheek,observation_scale_1.05,observation_scale,1.05,True,33,0.07849111623876522,-0.006731561399606872,False,0.09999999999999999,0.0,True,1.8251352333075458e-20,-3.2146963004366596e-20,True,0.2516864461265197,0.06422968031183511,14.625105349533904,
p006,p006_neutral_front,right_cheek,observation_tilt_-0.02,observation_tilt,-0.02,True,33,0.08494959321114441,-0.0002730844272276767,False,0.09999999999999999,0.0,True,1.1923014216045666e-21,-4.920601391583749e-20,True,0.26258523955366736,0.06515230291582987,15.476801375546922,
p006,p006_neutral_front,right_cheek,observation_tilt_+0.02,observation_tilt,0.02,True,33,0.08551319193793853,0.0002905142995664467,False,0.09999999999999999,0.0,True,2.219910946039351e-19,1.7159277926649306e-19,True,0.24689277729032733,0.05955356031946713,14.176932853063706,
p006,p006_neutral_front,right_cheek,subset_420_680_point,subset_point,0.0,True,33,0.09352848582947387,0.008305808191101785,False,0.09999999999999999,0.0,True,2.152950960806261e-18,2.102552645468819e-18,True,0.13182871825188677,0.028469217272434618,7.038740743232017,
p006,p006_neutral_front,right_cheek,subset_420_680_gaussian_5nm,gaussian,5.0,True,33,0.09351112245966833,0.008288444821296245,False,0.09999999999999999,0.0,True,2.012741024648774e-21,-4.838557431279328e-20,True,0.13161478041645733,0.028442934130152954,7.033882009587123,
p006,p006_neutral_front,right_cheek,subset_420_680_gaussian_10nm,gaussian,10.0,True,33,0.09353923599274903,0.008316558354376946,False,0.09999999999999999,0.0,True,5.210623740335691e-21,-4.5187691597106364e-20,True,0.13132984132490058,0.02839330271342961,7.023446839367028,
