model,split,latent_id,pair_type,channel,within_drift,between_drift,within_between_ratio,within_lt_between
Baseline,ID Test,F11006,appearance,M,0.0031472784467041492,0.007006618659943342,0.44918649058169224,True
Baseline,ID Test,F11006,appearance,H,0.018556702882051468,0.05627302825450897,0.3297619384925243,True
Baseline,ID Test,F11006,joint,M,0.01148457545787096,0.007006618659943342,1.6391038267185827,False
Baseline,ID Test,F11006,joint,H,0.017790870741009712,0.05627302825450897,0.3161527163696613,True
Baseline,ID Test,F11007,camera,M,0.0034379318822175264,0.1322201043367386,0.026001581979256276,True
Baseline,ID Test,F11007,camera,H,0.062324345111846924,0.44531041383743286,0.1399570797699767,True
Baseline,ID Test,F11007,light,M,0.005862278863787651,0.1322201043367386,0.0443372730130176,True
Baseline,ID Test,F11007,light,H,0.0663735419511795,0.44531041383743286,0.14905005562122367,True
Baseline,ID Test,F11007,appearance,M,0.005310765467584133,0.1322201043367386,0.04016609648150525,True
Baseline,ID Test,F11007,appearance,H,0.0433967262506485,0.44531041383743286,0.0974527540837864,True
Baseline,ID Test,F11007,joint,M,0.014336371794342995,0.1322201043367386,0.10842807806164693,True
Baseline,ID Test,F11007,joint,H,0.07442876696586609,0.44531041383743286,0.16713906671187215,True
Baseline,ID Test,F11008,camera,M,0.005654217675328255,0.011135995388031006,0.5077424584249937,True
Baseline,ID Test,F11008,camera,H,0.2684307098388672,0.422737717628479,0.6349816887519277,True
Baseline,ID Test,F11008,light,M,0.004126355517655611,0.011135995388031006,0.370542136007943,True
Baseline,ID Test,F11008,light,H,0.07937938719987869,0.422737717628479,0.18777455592368242,True
Baseline,ID Test,F11008,appearance,M,0.0021155637223273516,0.011135995388031006,0.18997526926072225,True
Baseline,ID Test,F11008,appearance,H,0.02466529980301857,0.422737717628479,0.05834657939061768,True
Baseline,ID Test,F11008,joint,M,0.006990365218371153,0.011135995388031006,0.627727021680021,True
Baseline,ID Test,F11008,joint,H,0.23999841511249542,0.422737717628479,0.5677241587499341,True
Baseline,ID Test,F11009,camera,M,0.002394073875620961,0.007166694384068251,0.3340555278794991,True
Baseline,ID Test,F11009,camera,H,0.05402636155486107,0.48232924938201904,0.11201137319389601,True
Baseline,ID Test,F11009,light,M,0.0026824793312698603,0.007166694384068251,0.37429799395842556,True
Baseline,ID Test,F11009,light,H,0.02734573371708393,0.48232924938201904,0.05669515948311337,True
Baseline,ID Test,F11009,appearance,M,0.005681903567165136,0.007166694384068251,0.792820687288711,True
Baseline,ID Test,F11009,appearance,H,0.047895509749650955,0.48232924938201904,0.09930044634659155,True
Baseline,ID Test,F11009,joint,M,0.003347723511978984,0.007166694384068251,0.46712240435716934,True
Baseline,ID Test,F11009,joint,H,0.05122655630111694,0.48232924938201904,0.10620661377420218,True
Baseline,ID Test,F11010,camera,M,0.004607186187058687,0.004727540072053671,0.9745419640742038,True
Baseline,ID Test,F11010,camera,H,0.05472346767783165,0.06290262192487717,0.8699711713636731,True
Baseline,ID Test,F11010,light,M,0.0016003409400582314,0.004727540072053671,0.3385145161473024,True
Baseline,ID Test,F11010,light,H,0.13647383451461792,0.06290262192487717,2.169604864445949,False
Baseline,ID Test,F11010,appearance,M,0.0013803130714222789,0.004727540072053671,0.291972791427374,True
Baseline,ID Test,F11010,appearance,H,0.017709551379084587,0.06290262192487717,0.28153916064475987,True
Baseline,ID Test,F11010,joint,M,0.005777861922979355,0.004727540072053671,1.2221709038775885,False
Baseline,ID Test,F11010,joint,H,0.0788286104798317,0.06290262192487717,1.253184812772582,False
Baseline,ID Test,F11011,camera,M,0.00375894783064723,0.03811073675751686,0.09863225302003183,True
Baseline,ID Test,F11011,camera,H,0.24444431066513062,0.4919349253177643,0.49690375308732626,True
Baseline,ID Test,F11011,light,M,0.0010912864236161113,0.03811073675751686,0.0286346189148618,True
Baseline,ID Test,F11011,light,H,0.08274897933006287,0.4919349253177643,0.16821123093996904,True
Baseline,ID Test,F11011,appearance,M,0.0014587881742045283,0.03811073675751686,0.038277616711694794,True
Baseline,ID Test,F11011,appearance,H,0.04044601321220398,0.4919349253177643,0.08221821857042975,True
Baseline,ID Test,F11011,joint,M,0.00164166244212538,0.03811073675751686,0.0430761140245231,True
Baseline,ID Test,F11011,joint,H,0.19085736572742462,0.4919349253177643,0.3879727905152104,True
Baseline,ID Test,F11012,camera,M,0.006633845157921314,0.024910585954785347,0.2663062671412973,True
Baseline,ID Test,F11012,camera,H,0.08902881294488907,0.8700932264328003,0.10232100450877951,True
Baseline,ID Test,F11012,light,M,0.0049125137738883495,0.024910585954785347,0.1972058699383846,True
Baseline,ID Test,F11012,light,H,0.04914701357483864,0.8700932264328003,0.056484767472942045,True
Baseline,ID Test,F11012,appearance,M,0.005108794663101435,0.024910585954785347,0.20508528672807194,True
Baseline,ID Test,F11012,appearance,H,0.023586293682456017,0.8700932264328003,0.027107777610400292,True
Baseline,ID Test,F11012,joint,M,0.004931536968797445,0.024910585954785347,0.1979695290086138,True
Baseline,ID Test,F11012,joint,H,0.09911834448575974,0.8700932264328003,0.11391692461751961,True
Baseline,ID Test,F11013,camera,M,0.012859567068517208,0.022623492404818535,0.5684165308526049,True
Baseline,ID Test,F11013,camera,H,0.018752379342913628,0.42726752161979675,0.04388908211844007,True
Baseline,ID Test,F11013,light,M,0.011668738909065723,0.022623492404818535,0.5157797346346235,True
Baseline,ID Test,F11013,light,H,0.02257038652896881,0.42726752161979675,0.05282495248738571,True
Baseline,ID Test,F11013,appearance,M,0.004693230614066124,0.022623492404818535,0.20744943044543032,True
Baseline,ID Test,F11013,appearance,H,0.03169361501932144,0.42726752161979675,0.07417744952663158,True
Baseline,ID Test,F11013,joint,M,0.0057648541405797005,0.022623492404818535,0.25481716250634473,True
Baseline,ID Test,F11013,joint,H,0.012118598446249962,0.42726752161979675,0.02836302277389966,True
Baseline,ID Test,F11014,camera,M,0.005734918173402548,0.01375693641602993,0.41687465871544455,True
Baseline,ID Test,F11014,camera,H,0.05199120193719864,0.20899464190006256,0.24876810938559796,True
Baseline,ID Test,F11014,light,M,0.015404087491333485,0.01375693641602993,1.119732404475189,False
Baseline,ID Test,F11014,light,H,0.14688532054424286,0.20899464190006256,0.7028185948158459,True
Baseline,ID Test,F11014,appearance,M,0.0016586665296927094,0.01375693641602993,0.12056946979561448,True
Baseline,ID Test,F11014,appearance,H,0.12847882509231567,0.20899464190006256,0.6147469807084907,True
Baseline,ID Test,F11014,joint,M,0.01413492951542139,0.01375693641602993,1.027476546228055,False
Baseline,ID Test,F11014,joint,H,0.1279333084821701,0.20899464190006256,0.6121367864700832,True
Baseline,ID Test,F11015,camera,M,0.006852125283330679,0.008541696704924107,0.8021972121043088,True
Baseline,ID Test,F11015,camera,H,0.11045073717832565,0.20967793464660645,0.5267637596892614,True
Baseline,ID Test,F11015,light,M,0.002757976995781064,0.008541696704924107,0.32288397622350007,True
Baseline,ID Test,F11015,light,H,0.07475466281175613,0.20967793464660645,0.35652136185788214,True
Baseline,ID Test,F11015,appearance,M,0.0016504244413226843,0.008541696704924107,0.19321974290789903,True
Baseline,ID Test,F11015,appearance,H,0.010996940545737743,0.20967793464660645,0.05244681832769915,True
Baseline,ID Test,F11015,joint,M,0.003408692544326186,0.008541696704924107,0.39906504083212735,True
Baseline,ID Test,F11015,joint,H,0.06071564927697182,0.20967793464660645,0.28956623108341206,True
Proposed,ID Test,F11000,camera,M,0.0027237487956881523,0.012867907993495464,0.21166989980538925,True
Proposed,ID Test,F11000,camera,H,0.009130656719207764,0.7283061146736145,0.012536839297717014,True
Proposed,ID Test,F11000,light,M,0.001639997004531324,0.012867907993495464,0.12744861133296242,True
Proposed,ID Test,F11000,light,H,0.004223519470542669,0.7283061146736145,0.0057990992873036785,True
Proposed,ID Test,F11000,appearance,M,0.002859867876395583,0.012867907993495464,0.22224808242654545,True
Proposed,ID Test,F11000,appearance,H,0.0029972500633448362,0.7283061146736145,0.004115371274464767,True
Proposed,ID Test,F11000,joint,M,0.010007674805819988,0.012867907993495464,0.7777235282439631,True
Proposed,ID Test,F11000,joint,H,0.019354980438947678,0.7283061146736145,0.026575337003207068,True
Proposed,ID Test,F11001,camera,M,0.0036665250081568956,0.014048849232494831,0.26098400996974647,True
Proposed,ID Test,F11001,camera,H,0.07283154875040054,0.14402605593204498,0.5056831437831238,True
Proposed,ID Test,F11001,light,M,0.005494284443557262,0.014048849232494831,0.39108430538560013,True
Proposed,ID Test,F11001,light,H,0.013618376106023788,0.14402605593204498,0.09455494714407281,True
Proposed,ID Test,F11001,appearance,M,0.007440796121954918,0.014048849232494831,0.5296374100694625,True
Proposed,ID Test,F11001,appearance,H,0.1469385325908661,0.14402605593204498,1.0202218733268325,False
Proposed,ID Test,F11001,joint,M,0.0054345326498150826,0.014048849232494831,0.38683116032344267,True
Proposed,ID Test,F11001,joint,H,0.028954314067959785,0.14402605593204498,0.20103524935530512,True
Proposed,ID Test,F11002,camera,M,0.0016561512602493167,0.012583761475980282,0.13161019170703103,True
Proposed,ID Test,F11002,camera,H,0.013178295455873013,0.5883243083953857,0.02239971265477014,True
Proposed,ID Test,F11002,light,M,0.0026781645137816668,0.012583761475980282,0.21282702464550937,True
Proposed,ID Test,F11002,light,H,0.03245643153786659,0.5883243083953857,0.05516758541966298,True
Proposed,ID Test,F11002,appearance,M,0.0021487323101609945,0.012583761475980282,0.17075437374289607,True
Proposed,ID Test,F11002,appearance,H,0.047343235462903976,0.5883243083953857,0.08047132302255096,True
Proposed,ID Test,F11002,joint,M,0.0035390981938689947,0.012583761475980282,0.28124326741446737,True
Proposed,ID Test,F11002,joint,H,0.06965853273868561,0.5883243083953857,0.11840158862154529,True
Proposed,ID Test,F11003,camera,M,0.004338964354246855,0.06306400895118713,0.0688025456422427,True
Proposed,ID Test,F11003,camera,H,0.14426368474960327,0.5442849397659302,0.2650517664729873,True
Proposed,ID Test,F11003,light,M,0.0068500591441988945,0.06306400895118713,0.10862073721797458,True
Proposed,ID Test,F11003,light,H,0.0465187206864357,0.5442849397659302,0.08546758744866445,True
Proposed,ID Test,F11003,appearance,M,0.0018777574878185987,0.06306400895118713,0.029775422131378015,True
Proposed,ID Test,F11003,appearance,H,0.041823841631412506,0.5442849397659302,0.07684181313081867,True
Proposed,ID Test,F11003,joint,M,0.006178902927786112,0.06306400895118713,0.09797827684200527,True
Proposed,ID Test,F11003,joint,H,0.02379695698618889,0.5442849397659302,0.0437215054975116,True
Proposed,ID Test,F11004,camera,M,0.0018577981973066926,0.00802083220332861,0.23162162606215783,True
Proposed,ID Test,F11004,camera,H,0.08771767467260361,0.03477207571268082,2.522647063045891,False
Proposed,ID Test,F11004,light,M,0.011082700453698635,0.00802083220332861,1.3817394720088227,False
Proposed,ID Test,F11004,light,H,0.11706549674272537,0.03477207571268082,3.366652532049833,False
Proposed,ID Test,F11004,appearance,M,0.003019726602360606,0.00802083220332861,0.3764854476206887,True
Proposed,ID Test,F11004,appearance,H,0.022908270359039307,0.03477207571268082,0.65881227650396,True
Proposed,ID Test,F11004,joint,M,0.009249389171600342,0.00802083220332861,1.1531707604806751,False
Proposed,ID Test,F11004,joint,H,0.029274845495820045,0.03477207571268082,0.8419067569539422,True
Proposed,ID Test,F11005,camera,M,0.0003745436843018979,0.05094388872385025,0.00735208272639283,True
Proposed,ID Test,F11005,camera,H,0.00385434553027153,0.08936115354299545,0.043132226671817084,True
Proposed,ID Test,F11005,light,M,0.005194658879190683,0.05094388872385025,0.10196824406847284,True
Proposed,ID Test,F11005,light,H,0.04859863594174385,0.08936115354299545,0.5438452170199547,True
Proposed,ID Test,F11005,appearance,M,0.0031732451170682907,0.05094388872385025,0.06228902419030846,True
Proposed,ID Test,F11005,appearance,H,0.015109560452401638,0.08936115354299545,0.16908421448623967,True
Proposed,ID Test,F11005,joint,M,0.004591239616274834,0.05094388872385025,0.09012346193598225,True
Proposed,ID Test,F11005,joint,H,0.0423467792570591,0.08936115354299545,0.4738835341542929,True
Proposed,ID Test,F11006,camera,M,0.0014666090719401836,0.011371936649084091,0.12896739730416157,True
Proposed,ID Test,F11006,camera,H,0.021183988079428673,0.06276894360780716,0.3374915501492337,True
Proposed,ID Test,F11006,light,M,0.0033047443721443415,0.011371936649084091,0.29060523938202815,True
Proposed,ID Test,F11006,light,H,0.06135562062263489,0.06276894360780716,0.9774837219819567,True
Proposed,ID Test,F11006,appearance,M,0.0025247226003557444,0.011371936649084091,0.2220134246490978,True
Proposed,ID Test,F11006,appearance,H,0.01007433608174324,0.06276894360780716,0.16049873556403457,True
Proposed,ID Test,F11006,joint,M,0.008734268136322498,0.011371936649084091,0.7680545896310429,True
Proposed,ID Test,F11006,joint,H,0.016593122854828835,0.06276894360780716,0.2643524313314235,True
Proposed,ID Test,F11007,camera,M,0.0026212965603917837,0.029973004013299942,0.08745525003862255,True
Proposed,ID Test,F11007,camera,H,0.058207884430885315,0.5143452882766724,0.11316888821109335,True
Proposed,ID Test,F11007,light,M,0.005715620703995228,0.029973004013299942,0.19069228768190974,True
Proposed,ID Test,F11007,light,H,0.027898522093892097,0.5143452882766724,0.05424084312576643,True
Proposed,ID Test,F11007,appearance,M,0.0036048151087015867,0.029973004013299942,0.12026872939068835,True
Proposed,ID Test,F11007,appearance,H,0.03432278335094452,0.5143452882766724,0.06673101539618244,True
Proposed,ID Test,F11007,joint,M,0.00803561881184578,0.029973004013299942,0.26809521021917354,True
Proposed,ID Test,F11007,joint,H,0.04536737501621246,0.5143452882766724,0.0882041228922638,True
Proposed,ID Test,F11008,camera,M,0.003771851770579815,0.005785041488707066,0.6520008158874603,True
Proposed,ID Test,F11008,camera,H,0.0921318456530571,0.6260735392570496,0.1471581849033076,True
Proposed,ID Test,F11008,light,M,0.00447377422824502,0.005785041488707066,0.7733348562803292,True
Proposed,ID Test,F11008,light,H,0.2607181966304779,0.6260735392570496,0.41643382171983756,True
Proposed,ID Test,F11008,appearance,M,0.0029827100224792957,0.005785041488707066,0.5155900832002365,True
Proposed,ID Test,F11008,appearance,H,0.017588376998901367,0.6260735392570496,0.028093148641568824,True
Proposed,ID Test,F11008,joint,M,0.004619451705366373,0.005785041488707066,0.7985166077691869,True
Proposed,ID Test,F11008,joint,H,0.07070709764957428,0.6260735392570496,0.11293736792243471,True
Proposed,ID Test,F11009,camera,M,0.004676369018852711,0.00741302315145731,0.630831568080749,True
Proposed,ID Test,F11009,camera,H,0.03928116708993912,0.47982603311538696,0.0818654353430901,True
Proposed,ID Test,F11009,light,M,0.0017296639271080494,0.00741302315145731,0.23332773846362784,True
Proposed,ID Test,F11009,light,H,0.05925014987587929,0.47982603311538696,0.12348256615253514,True
Proposed,ID Test,F11009,appearance,M,0.004218732472509146,0.00741302315145731,0.5690974365404207,True
Proposed,ID Test,F11009,appearance,H,0.06347759813070297,0.47982603311538696,0.13229294317058884,True
Proposed,ID Test,F11009,joint,M,0.0075874971225857735,0.00741302315145731,1.0235361427536032,False
Proposed,ID Test,F11009,joint,H,0.03180604800581932,0.47982603311538696,0.06628662434030691,True
Proposed,ID Test,F11010,camera,M,0.004661146551370621,0.00865805521607399,0.5383595316783191,True
Proposed,ID Test,F11010,camera,H,0.05554293841123581,0.0988837480545044,0.5616993641929989,True
Proposed,ID Test,F11010,light,M,0.0024283479433506727,0.00865805521607399,0.28047267922735786,True
Proposed,ID Test,F11010,light,H,0.09404581785202026,0.0988837480545044,0.9510745668760707,True
Proposed,ID Test,F11010,appearance,M,0.001894787885248661,0.00865805521607399,0.2188468239069346,True
Proposed,ID Test,F11010,appearance,H,0.00812894944101572,0.0988837480545044,0.0822071331330915,True
Proposed,ID Test,F11010,joint,M,0.0031422004103660583,0.00865805521607399,0.3629221957989423,True
Proposed,ID Test,F11010,joint,H,0.0321321040391922,0.0988837480545044,0.32494828191060365,True
Proposed,ID Test,F11011,camera,M,0.002944104839116335,0.02436697483062744,0.12082356794721265,True
Proposed,ID Test,F11011,camera,H,0.11118701845407486,0.4010377824306488,0.27724823775999796,True
Proposed,ID Test,F11011,light,M,0.0020687924697995186,0.02436697483062744,0.08490148999535237,True
Proposed,ID Test,F11011,light,H,0.07369984686374664,0.4010377824306488,0.18377282663259167,True
Proposed,ID Test,F11011,appearance,M,0.002031326061114669,0.02436697483062744,0.08336390032961523,True
Proposed,ID Test,F11011,appearance,H,0.005578053183853626,0.4010377824306488,0.013909046549294231,True
Proposed,ID Test,F11011,joint,M,0.0032460009679198265,0.02436697483062744,0.13321312926542891,True
Proposed,ID Test,F11011,joint,H,0.139198437333107,0.4010377824306488,0.3470955691242844,True
Proposed,ID Test,F11012,camera,M,0.0039308820851147175,0.017892230302095413,0.2196977134066042,True
Proposed,ID Test,F11012,camera,H,0.058741163462400436,0.8048866391181946,0.07298066660263511,True
Proposed,ID Test,F11012,light,M,0.003180519910529256,0.017892230302095413,0.17775983523735303,True
Proposed,ID Test,F11012,light,H,0.03641313686966896,0.8048866391181946,0.045240081149268314,True
Proposed,ID Test,F11012,appearance,M,0.0026358910836279392,0.017892230302095413,0.14732043122199484,True
Proposed,ID Test,F11012,appearance,H,0.009765285067260265,0.8048866391181946,0.012132497413497591,True
Proposed,ID Test,F11012,joint,M,0.004765605553984642,0.017892230302095413,0.26635055962959114,True
Proposed,ID Test,F11012,joint,H,0.042227234691381454,0.8048866391181946,0.052463580135513395,True
Proposed,ID Test,F11013,camera,M,0.009933695197105408,0.016415361315011978,0.6051463020811467,True
Proposed,ID Test,F11013,camera,H,0.016112960875034332,0.35512399673461914,0.0453727740822747,True
Proposed,ID Test,F11013,light,M,0.004724420607089996,0.016415361315011978,0.28780485037325837,True
Proposed,ID Test,F11013,light,H,0.03806529939174652,0.35512399673461914,0.10718875587614082,True
Proposed,ID Test,F11013,appearance,M,0.003890118794515729,0.016415361315011978,0.2369803941481437,True
Proposed,ID Test,F11013,appearance,H,0.010349606163799763,0.35512399673461914,0.029143640697234907,True
Proposed,ID Test,F11013,joint,M,0.0038654026575386524,0.016415361315011978,0.235474722935505,True
Proposed,ID Test,F11013,joint,H,0.011075014248490334,0.35512399673461914,0.03118633026865427,True
Proposed,ID Test,F11014,camera,M,0.007046548184007406,0.013178793713450432,0.5346884045097099,True
Proposed,ID Test,F11014,camera,H,0.02475997991859913,0.31114092469215393,0.07957802382665319,True
Proposed,ID Test,F11014,light,M,0.009768245741724968,0.013178793713450432,0.7412093970144916,True
Proposed,ID Test,F11014,light,H,0.09180472791194916,0.31114092469215393,0.29505835017615156,True
Proposed,ID Test,F11014,appearance,M,0.0015879312995821238,0.013178793713450432,0.12049139960066774,True
Proposed,ID Test,F11014,appearance,H,0.10631328076124191,0.31114092469215393,0.34168851579530846,True
Proposed,ID Test,F11014,joint,M,0.009310353547334671,0.013178793713450432,0.7064647758946568,True
Proposed,ID Test,F11014,joint,H,0.061473969370126724,0.31114092469215393,0.19757596796676524,True
Proposed,ID Test,F11015,camera,M,0.0018045131582766771,0.009033536538481712,0.19975711069409877,True
Proposed,ID Test,F11015,camera,H,0.08568570017814636,0.24685661494731903,0.3471071666296336,True
Proposed,ID Test,F11015,light,M,0.004423788283020258,0.009033536538481712,0.489707244131408,True
Proposed,ID Test,F11015,light,H,0.045404329895973206,0.24685661494731903,0.18392997046347254,True
Proposed,ID Test,F11015,appearance,M,0.0017588254995644093,0.009033536538481712,0.19469955006790943,True
Proposed,ID Test,F11015,appearance,H,0.01692493073642254,0.24685661494731903,0.06856178733567436,True
Proposed,ID Test,F11015,joint,M,0.004947885405272245,0.009033536538481712,0.5477240706554831,True
Proposed,ID Test,F11015,joint,H,0.02359354868531227,0.24685661494731903,0.09557592244529199,True
Baseline,ID Test,F11016,camera,M,0.001137398649007082,0.08302032947540283,0.013700242533295043,True
Baseline,ID Test,F11016,camera,H,0.03762504458427429,0.3255981504917145,0.11555669013307783,True
Baseline,ID Test,F11016,light,M,0.008490764535963535,0.08302032947540283,0.10227331774778332,True
Baseline,ID Test,F11016,light,H,0.023788418620824814,0.3255981504917145,0.07306066875656335,True
Baseline,ID Test,F11016,appearance,M,0.00776634318754077,0.08302032947540283,0.09354748694224073,True
Baseline,ID Test,F11016,appearance,H,0.019852761179208755,0.3255981504917145,0.06097320009105503,True
Baseline,ID Test,F11016,joint,M,0.008044255897402763,0.08302032947540283,0.09689501292314319,True
Baseline,ID Test,F11016,joint,H,0.04701660946011543,0.3255981504917145,0.1444007264448877,True
Baseline,ID Test,F11017,camera,M,0.0007212326163426042,0.009816492907702923,0.07347151606218334,True
Baseline,ID Test,F11017,camera,H,0.06492132693529129,0.36401113867759705,0.17834983613727218,True
Baseline,ID Test,F11017,light,M,0.010519064031541348,0.009816492907702923,1.0715704814788918,False
Baseline,ID Test,F11017,light,H,0.15037155151367188,0.36401113867759705,0.4130960169514352,True
Baseline,ID Test,F11017,appearance,M,0.012996592558920383,0.009816492907702923,1.323954764814434,False
Baseline,ID Test,F11017,appearance,H,0.08282787352800369,0.36401113867759705,0.2275421401358928,True
Baseline,ID Test,F11017,joint,M,0.006902116816490889,0.009816492907702923,0.7031143282418972,True
Baseline,ID Test,F11017,joint,H,0.053688716143369675,0.36401113867759705,0.1474919595549012,True
Baseline,ID Test,F11018,camera,M,0.002441795775666833,0.035526152700185776,0.06873234476791697,True
Baseline,ID Test,F11018,camera,H,0.009120688773691654,0.3681331276893616,0.024775517571425633,True
Baseline,ID Test,F11018,light,M,0.009724791161715984,0.035526152700185776,0.2737361189596286,True
Baseline,ID Test,F11018,light,H,0.02393408864736557,0.3681331276893616,0.06501476462493659,True
Baseline,ID Test,F11018,appearance,M,0.006197703070938587,0.035526152700185776,0.17445466508131566,True
Baseline,ID Test,F11018,appearance,H,0.04513995721936226,0.3681331276893616,0.12261856872998482,True
Baseline,ID Test,F11018,joint,M,0.009477448649704456,0.035526152700185776,0.26677385332678866,True
Baseline,ID Test,F11018,joint,H,0.03709951043128967,0.3681331276893616,0.10077742979598135,True
Baseline,ID Test,F11019,camera,M,0.012185849249362946,0.027772169560194016,0.4387791606612175,True
Baseline,ID Test,F11019,camera,H,0.01521189883351326,0.4010292887687683,0.037932139271464466,True
Baseline,ID Test,F11019,light,M,0.019849883392453194,0.027772169560194016,0.7147401051772393,True
Baseline,ID Test,F11019,light,H,0.07753470540046692,0.4010292887687683,0.19333925868235793,True
Baseline,ID Test,F11019,appearance,M,0.020602518692612648,0.027772169560194016,0.7418404474291536,True
Baseline,ID Test,F11019,appearance,H,0.02038932777941227,0.4010292887687683,0.05084249043757167,True
Baseline,ID Test,F11019,joint,M,0.014395381323993206,0.027772169560194016,0.5183383780223701,True
Baseline,ID Test,F11019,joint,H,0.14131739735603333,0.4010292887687683,0.3523867241465157,True
Baseline,ID Test,F11020,camera,M,0.013598684221506119,0.038827162235975266,0.3502363664606494,True
