latent_id,latent_split,latent_index,latent_seed,m_seed,h_seed,mask_seed,m_base,h_base,m_hash,h_hash,mask_hash,valid_skin_fraction,m_mean_valid,m_std_valid,h_mean_valid,h_std_valid,m_min_valid,m_max_valid,h_min_valid,h_max_valid,so0_version,so0_config_hash,camera_light_freeze_hash
L010,train_like_id,10,2288761899149024167,16010275767406389309,10834174117567500319,17430996871164737000,0.4375,0.8958333333333334,c9e71c4ea979e8653187b2cd090e9d6fb2a7468d0a09395e887fc495acd8a8d8,6798ffe1a4a229d0e9f8acc66a50540f15cad8b8867b8615b78e883fff1b8d8c,23bf085645ec8bc5453f05091d03902c32bdba360ddda2ac498eafa80c039ea8,0.5494537353515625,0.4386974275112152,0.0437612868845462,0.8958151340484619,0.0163082815706729,0.3174999952316284,0.5470736622810364,0.8399027585983276,0.9301646947860718,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L011,train_like_id,11,7897567644962559002,1678712880226520356,11313613033707029999,18427355146802461720,0.4791666666666667,0.6458333333333334,1e971c562a625f9839c1a45968cc369e82bd875c65676099f8b3a3d4984eb6bc,6d7e7c98f4012c044701b208699b669726c612bcc16a3d89772087e9d4a2f0d6,9dd77176ad4a85bfa651a76a6728b536e4be96bff0e120324d62da53befebd60,0.5469512939453125,0.4794288873672485,0.0394697710871696,0.6427769064903259,0.0438463799655437,0.35916668176651,0.5767709016799927,0.5307355523109436,0.7401918768882751,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L012,train_like_id,12,8665604118252030948,14452530720203696282,12502334377760878749,9209732537306593368,0.5208333333333334,0.7291666666666666,a317b459e682c87ccd57929d8ca0b76fbf7bee09c92f2f8deb9fcfa3733adb93,7c20590edfb9e59b0d8bf96234284778a73235678e38506ddbae1d6690830a7f,96e8db89cc739ccf9ab65533d44e213e6c597df57ff7b760d233dbfbe303151d,0.498504638671875,0.5229943990707397,0.0391709096729755,0.7241855263710022,0.0398456007242202,0.4075236320495605,0.6100208163261414,0.623726487159729,0.8491666913032532,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L013,train_like_id,13,800299871194339637,2475035244803562470,835023490083707808,8238264589774879097,0.5625,0.0625,1b7ab6465ac705a3669711f43e15b4b22b5980ab7a7475ab0ad184e2c68931ea,a3173c0237d62cf9ebac53e35744e699d3e21df1ecb0131d5664ed84e360d267,60c35d697f1ed3148c00dd050e6244448ea5a1ce50b31942ff52464beb190cf7,0.5844879150390625,0.5647202730178833,0.0399631671607494,0.064260333776474,0.0127596585080027,0.4524022936820984,0.6680637001991272,0.0281249992549419,0.0941467583179473,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L014,train_like_id,14,13273482713170688383,8422384362792795340,1069330925872951174,14544662017361473095,0.6041666666666666,0.3125,e0989d97c0284de4bec3f70f45d864136ca604605b557366e873616332b07e04,0267a7a8d2eca23d38e8c857e4bf1aafcc0a7e7e3f6e5c610386512c1152f1fb,32b7a2e4c55a84ddcb605d6799a7180d1d72ff7d6717af842a11f7f2b5a76850,0.5899810791015625,0.6049787402153015,0.0363755747675895,0.3146113455295563,0.0313865579664707,0.521077573299408,0.7241666913032532,0.2285374701023101,0.4325000047683716,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L015,train_like_id,15,17759180678098220411,7795442194783184110,8199713127484644564,8720745140727428538,0.6458333333333334,0.6875,47de8e22f72db637807e1a5a998497c641351faf4fc0fadddf6ccc5d796d69f5,74668a1e77c0603b762e668cd79a670f0b6a24f222acd039e14f951e7674fc70,f0a0df731ab8e25798400ae1558cd9fafa16ea209d81e1f7ad3e5e06e3496afb,0.514434814453125,0.6443191170692444,0.0312203895300626,0.6840251088142395,0.0375357903540134,0.5258333086967468,0.7268643975257874,0.5827214121818542,0.7793731689453125,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L016,train_like_id,16,13337618456479273380,9819309633398416562,1348952373437876719,2564536814494632577,0.6875,0.2291666666666666,8e43a55118c03b26109721408c0005e1ab159076c025e0be4dfb08740039c9c6,8d0e506feafb1c98a68f570e3ed99fdcb8649f6185c6e646ff2560925efcbe39,e06a96a5298417e3387adfacd3cc82a7c954313524252698f2773b63e5deda0d,0.5668792724609375,0.6863186359405518,0.0437437444925308,0.2302043139934539,0.0290006231516599,0.5674999952316284,0.7953276634216309,0.1218087822198867,0.3172411322593689,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L017,train_like_id,17,12553539912973772287,17122652598681406801,17977841238782583028,5155415605702783622,0.7291666666666666,0.2708333333333333,59f2e560949ac98b48ae221d39f641f829467b726b2cc2ebccc09e8f6a5ffdd9,68cf3a5eb1f06311f7918f71266e7f2dcfb353c6ec2e4839b389de5cd87641e1,7b27186a53059dc1b32f179e0cf1420b38f62acab56550da96cb24921cc84132,0.620880126953125,0.726039469242096,0.0335593894124031,0.2746446132659912,0.0347058214247226,0.60916668176651,0.8363332748413086,0.1596600711345672,0.3905767202377319,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L018,train_like_id,18,3321670695300569980,11304903535103233891,11091091106746752085,11429645236752416035,0.7708333333333334,0.4375,4aef4f21cca13dbc28173eeeae7016777174f2ccbc92cf5efbc497d0ae41ff2a,1da6b70588ff38dc43ed91e9529a77ebe12d202da8934940f553728c0ca30672,8e662e20bc8bc99b9bcb4d2c846daf20cf074c274bc5fa1fc79d94f8c4c57092,0.5943603515625,0.7726391553878784,0.0377951115369796,0.4344268143177032,0.0307562258094549,0.6831716299057007,0.8767001032829285,0.3487546741962433,0.5206902027130127,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L019,train_like_id,19,11476249081100916017,10798785346155593176,7692976719157508271,10882877527676079148,0.8125,0.3958333333333333,569e7be9527d5aa3af5c265e0f3e89be1e1c65f3b4ce7427e6f31b2f55f9cb18,ee6f73ae254a3133a57899077d3d73fd290103b28b5d4c705845b6a5793b2c21,41ec5439ab2be7a9c964a2406f49797e31776abdb150da59c0cfeb3af7ba157d,0.60675048828125,0.8092942833900452,0.0284930653870105,0.3984560072422027,0.0346198864281177,0.730793833732605,0.8813334107398987,0.3026474118232727,0.5112935900688171,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L020,train_like_id,20,6016116866611997500,16915858117875024391,3627845638879453945,3835366465111162974,0.8541666666666666,0.3541666666666667,e7dc881b6331d3b8e566d67d6261b7ee855d0fe43ff49e6037e5b1e25ea72ea6,e3ca7cfb9168689416eb4959b4dde1816ea24158a597a018c994ad4c5ce81eaf,e961121b80734e34bb96c02fde981ede4b5b9789bef39437d1609516ff63a463,0.4744873046875,0.8583288192749023,0.0250621978193521,0.3553308844566345,0.0291366707533597,0.7980415225028992,0.9343750476837158,0.26629239320755,0.432961642742157,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L021,train_like_id,21,14944265277325040801,13080499576362352515,5292226177383762226,1731619968855761228,0.8958333333333334,0.1875,e32c43f9203abe230ac0eac4208b24d68cbe3ec298bd7c7299b276729b9165ae,4e5bf89e30251b9edba6240fc6c7986ddfe33a5cdc121233ecb295b0b4bfb2c7,da0738f16c1a54e2ffcef5147d722210eea50c6876559ced13be866848068ccf,0.5306854248046875,0.8907755017280579,0.0209626406431198,0.1860669106245041,0.0366673283278942,0.842267632484436,0.9522358775138856,0.0843750014901161,0.2698211669921875,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L022,train_like_id,22,18241196152082200395,6864919717741489508,14386074204216616738,16952451391166703319,0.9375,0.9791666666666666,c08a21ac31b27587c0078ab5cb4c76ee929d2a795705302c45e460ad8427de41,cb13f5ffc729cc8da9cd99c1b9767ca64d0b05ccf0c4915eb619ee964bdd1e58,f9f65ac6769e5cadcb44c3350e5cf544f83f057772dc37eaf76e13053e1546d6,0.475433349609375,0.937219500541687,0.0107714300975203,0.9796352386474608,0.0045816805213689,0.9033021926879884,0.9648684859275818,0.9680333137512208,0.9941666722297668,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L023,train_like_id,23,1050105519110347370,1685417682699467801,14912791737236126693,9602251994774157859,0.9791666666666666,0.6041666666666666,23a95909a330fb1c3a0089870dd7e7809a1be9d2be509797da4ceae2fd6de066,5e3583ba0d7ccb9073a66b5e1338fe8f7d1166fd02ebeb2ba120977914f910fe,286317053360565388ee2fa858b5869966a95384df2393ae730b22a7e2db4018,0.5235595703125,0.9792665243148804,0.0049281795509159,0.6051899790763855,0.0379322580993175,0.9662020206451416,0.9922055006027222,0.5012423992156982,0.7016573548316956,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L024,validation_like_id,0,615712529266599570,8641602817321995807,12231165129730162070,10673539133505239204,0.0625,0.1875,50f0466934aea5e29183b0debf2a76a0e8a19edde3daecefcb1fd1113cff170d,302b9da073d9d914c62acbcc2cb98cc538140c8e3367a4ab3b56b55045900cfc,bf149fb5ed0338a38e89bc8449634493be5505093e16a9ae1192195deb432d7a,0.69085693359375,0.0637142211198806,0.0118056861683726,0.1902894228696823,0.0315687842667102,0.0281249992549419,0.0959600657224655,0.093046024441719,0.2906250059604645,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L025,validation_like_id,1,5066910196627510568,16363950412824022041,10911673372850407730,6616295856295535822,0.1875,0.8125,ec0bd382c8c64c00e61411f143b7e943781d77edc8a29d3372fddaef852c1c6b,5d4e9af73c574fefe1ee4978d287d8d913144b56c410f7ec517f7d70237e8eea,63f9b3ccece976d80b971253a383b43d9180beaeaf3bd7a2949351c4f50509e1,0.5921783447265625,0.1866361945867538,0.030086888000369,0.8100248575210571,0.0365673787891864,0.0920996218919754,0.2704370021820068,0.7093750238418579,0.8974434733390808,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L026,validation_like_id,2,17950997476067009355,2763514796376384237,5634664661802643475,4789504796288664704,0.3125,0.4375,6861643d5ee8c8a4284f731d05ea91585860b96a40b3d9782462019f2a82646e,7ae2e184d68626973d92d6207dd569784717b42f7baadc5ebb6ae1b93bdfe9a5,c4a55c26643aa394265d8768a2044bdef5f23fd573a793be9cf541bf320a7f29,0.5238037109375,0.3127228617668152,0.0509530343115329,0.4398989379405975,0.0337240248918533,0.1924999952316284,0.4241630434989929,0.3719230890274048,0.5473873019218445,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L027,validation_like_id,3,16138774894846979414,9126143508046397105,5126900415368652860,6265098275632282604,0.4375,0.9375,965e51bc2daca37a9ac30f8bac4ee65a8327f02c1cffe6f1c293b75d96a7f9e2,02e88302af615519c502fd0025fe0c0bd14522f7546471257484258c4343e3a2,7826644f17b99f4a6f1057fbb7b8d5af37fab78fbaa23df7a1eb2e594e2e05c0,0.5891876220703125,0.4313442707061767,0.0450883172452449,0.9364776611328124,0.0097429221495985,0.3174999952316284,0.5467476844787598,0.903124988079071,0.9712272882461548,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L028,validation_like_id,4,12577184585562533003,8610852668750864936,3884442516175429798,10572316961488470664,0.5625,0.6875,b0c3b60c0a75f2ed05e06a75a29848fd018c7669e5baec45b10081fbb54cf909,28e124ef877e9c02c6b14397bb1adb963eedf658afaadf4e8979f84a7b150ad3,ffe370d3824551609a8f76977c1bb196292b2071faae725fced05720ad67fd61,0.542266845703125,0.5620550513267517,0.0288167912513017,0.6903510093688965,0.0411258749663829,0.4915043413639068,0.6669585704803467,0.6033857464790344,0.8075000047683716,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L029,validation_like_id,5,16621827654139984311,13339515681268575459,9709000482876726357,16248206274605201512,0.6875,0.5625,7d5dd82681325abb37de7c951513fcedc900fa2519c3c33781ea9cdbb275fdb5,d47bca99429c1460af71fa25f06fbfcf38fc547de25865a902177df1cc35a743,a93dff9f4d4398d1cc93d31717123282a1aea61eaffb4f1c991265a4aaaf7835,0.5215911865234375,0.6913689970970154,0.0363904945552349,0.5653016567230225,0.0371063090860843,0.602769672870636,0.7960317730903625,0.4864648878574371,0.6631519198417664,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L030,validation_like_id,6,6649526373676963518,1245766412998565546,14751550520241714330,1623165695299359977,0.8125,0.0625,e103fa0f1e75955ce16159b3e1593cb9f8b099cf73c8ebec08240aed1ca1f374,33b887052a20a85babdfa545af9457388749d8ef97d271d1e035021c16a5c24a,a54b5abfcde995683783c1b56ca5bee9ff29ba1c6be9dc8c8ce53db2bc46d1d4,0.5064239501953125,0.8118053078651428,0.0301704574376344,0.0625616982579231,0.0118471262976527,0.739364743232727,0.8997832536697388,0.0319126769900321,0.0968749970197677,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L031,validation_like_id,7,5209695065857571171,6440272151503997093,11371275836559017112,17121846544518349106,0.9375,0.3125,bbdfbf6986f84cb69f445208772da7973a6b28ae9dec85dad7bed5e26ab9d2aa,bc2049d598c9bd092dd2b2b8906573311a94ad69b05420a9dd886391aaec86e0,6e503719d0247d05f9f6ba293e6053bdefed10825ba1357ea9b88d5c5c40f253,0.5666046142578125,0.9349595308303832,0.0108916452154517,0.3152365982532501,0.0380163416266441,0.9059392213821412,0.9717508554458618,0.2029120326042175,0.4325000047683716,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L032,id_test,0,7580921700237762777,7115951645796287013,9047917187962170299,14817486150388266072,0.0625,0.4375,42c2b037efc04a82d86cef1e205013885afb03a6e990c2fd07ce05fd35b32a72,f633631612681500aa3078b1119cc92c1892a9b7f48c4fdec7f69b2acf031a6f,8514ff988a7e0cb8dfb02211771d566dedc23efb51ab9bfc3b862e91eced469b,0.5032196044921875,0.064129814505577,0.008143238723278,0.4324046969413757,0.0312034543603658,0.0415895357728004,0.0874719694256782,0.3381586074829101,0.5085950493812561,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L033,id_test,1,13495020530371700520,6151541353796107306,14718076720715992919,3163195151677984873,0.1875,0.9375,cdcc281a1635c161198e792c80e6f72dda6730046c4110c45a58841e5e20e1c1,bb7dd36b2cad0be9c7a5a258c97e453fcdca340e73be3ac28d03db625fe89e72,1fa29123fdeaca9900cfcc8378e5d92b2c4dbda6eb13e3b3c32b78af5e9235c9,0.514007568359375,0.1877904385328292,0.0263071041554212,0.9378652572631836,0.0090410131961107,0.104717418551445,0.2906250059604645,0.9161524772644044,0.967333972454071,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L034,id_test,2,12127851581570052054,9354579565685967075,4633733321955622366,4545190744730631068,0.3125,0.0625,bbd95d050b0548b013fe6cf50f8e6ac4ee69823ea2d9bb8d16a99459782d8987,f9fc94f1f74724c4d22aa17caed66d28c270460c913d7f0d066f9325337da961,aa514edbb75fb6f447c04dcf7aecd49eb4a69d252eaf4a484e3d931a91ea990d,0.6187286376953125,0.3115881085395813,0.0445906482636928,0.063965156674385,0.0124306716024875,0.1956902742385864,0.4325000047683716,0.0285480320453643,0.0966789722442627,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L035,id_test,3,2255814852983107969,14547382778515279253,17952423190709481276,2730512523590845954,0.4375,0.5625,9450d866cc1d09b78155db306abb627e3b5ff9e5d1cb66e2fe9074c0b5ba226c,580671d08bb69e9e99d6f62c4825098632edc3de18258a79195674372a239dd1,307c1c65e640a8726a01c30e799118b79001991d8d706629a5ab19142d3e9618,0.5510101318359375,0.4337818622589111,0.0364268794655799,0.5637461543083191,0.0369651801884174,0.3437349200248718,0.5575000047683716,0.4597387909889221,0.6825000047683716,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
L036,id_test,4,10043612632664676473,8018522060694190621,2232144375879404091,3586424041459809018,0.5625,0.8125,263e8358b43420915e096c1f632d807f20fc6c57b225abec67b99253c7f7d0b2,fbde292a1fcb47647026a992b9a74ee463abcfda98456b8e62e68e55cae80017,669f4b560b3059b972a1850b8405b00d78c1a9815d2fe1e8b563474252c3d07b,0.4995269775390625,0.5607507228851318,0.0372594967484474,0.8132006525993347,0.025731299072504,0.4719704687595367,0.6651768088340759,0.7367773056030273,0.915624976158142,SO0_Forward_Model_v1.1,3a6642557fafb1a9db80bcbb4f9f1a24cd167873b5a4a1b59b24525763740872,99d4e51442d542aed8522547e6c7ef0d59d7f3429edf7ecee698fc5acf873aee
