candidate,subject_id,outer_fold,wavelength_nm,signed_residual,log_residual,band_role
V2R-0,p006,1,540,-0.009886843326627759,-0.052281705134803014,fit
V2R-0,p006,1,550,-0.028049795460671517,-0.13923749770710714,fit
V2R-0,p006,1,560,-0.015303412088664647,-0.07572721032336194,fit
V2R-0,p006,1,570,-0.03334477281537651,-0.16347174996240765,fit
V2R-0,p006,1,580,-0.03504881985361222,-0.17328924882609975,fit
V2R-0,p006,1,590,0.01839507206520613,0.08163634625850147,fit
V2R-0,p006,1,600,0.04248493678740678,0.15114874080579388,fit
V2R-0,p006,1,610,0.027708143167519683,0.08473101834976449,fit
V2R-0,p006,1,620,0.05208936116175439,0.15160401209205876,fit
V2R-0,p006,1,630,0.04775976418340394,0.12981253579329743,fit
V2R-0,p006,1,640,0.05474815862555121,0.1434878630126093,fit
V2R-0,p006,1,650,0.02119270275271712,0.051260542188657054,fit
V2R-0,p006,1,660,0.05809495712911983,0.1422591239581592,fit
V2R-0,p006,1,670,0.02093536457996037,0.04753708976974913,fit
V2R-0,p006,1,680,0.07856772548032165,0.18578931838802026,fit
V2R-0,p006,1,690,0.008721664693900899,0.018523678195779936,edge_diagnostic
V2R-0,p006,1,700,0.06191562080995655,0.1366168082810929,edge_diagnostic
V2R-0,p011,1,400,-0.19541935466543764,-0.5464185500549088,edge_diagnostic
V2R-0,p011,1,410,-0.15885322341487595,-0.47992283000771707,edge_diagnostic
V2R-0,p011,1,420,-0.06829579750107923,-0.23894726333273564,fit
V2R-0,p011,1,430,-0.03445163126056161,-0.12599849411220743,fit
V2R-0,p011,1,440,-0.015863067176934087,-0.05741790841995531,fit
V2R-0,p011,1,450,0.005281612564204674,0.017600931411249743,fit
V2R-0,p011,1,460,0.004501419664691697,0.01360140660754916,fit
V2R-0,p011,1,470,0.025952288975582383,0.07687755752043235,fit
V2R-0,p011,1,480,0.03492582438119751,0.10066510232367087,fit
V2R-0,p011,1,490,0.03322422008400916,0.09337593528333021,fit
V2R-0,p011,1,500,0.03219348137752681,0.08881007938019303,fit
V2R-0,p011,1,510,0.0342205699058975,0.09426568255314272,fit
V2R-0,p011,1,520,0.02673567849061198,0.07482684279470442,fit
V2R-0,p011,1,530,0.01569879001000246,0.04681788204188342,fit
V2R-0,p011,1,540,-0.0059758708138766825,-0.01831712681423303,fit
V2R-0,p011,1,550,-0.03303954872168935,-0.09541398758191755,fit
V2R-0,p011,1,560,-0.0032720397951294666,-0.009508884302174003,fit
V2R-0,p011,1,570,-0.019525714046775222,-0.057624285064544534,fit
V2R-0,p011,1,580,-0.03969411440871029,-0.11555733937462564,fit
V2R-0,p011,1,590,0.0338489791316513,0.08725340423548045,fit
V2R-0,p011,1,600,0.05444614669019304,0.11780812264274743,fit
V2R-0,p011,1,610,-0.00019563559860502622,-0.0003704033081657343,fit
V2R-0,p011,1,620,0.0047935833885718315,0.008693961040187048,fit
V2R-0,p011,1,630,-0.026092625162551175,-0.04465794432286185,fit
V2R-0,p011,1,640,-0.014771343922647007,-0.024974547575884576,fit
V2R-0,p011,1,650,-0.05064847812174145,-0.08179612963556476,fit
V2R-0,p011,1,660,-0.009401710224202997,-0.01545782566772591,fit
V2R-0,p011,1,670,-0.05846900091645879,-0.09129339481784826,fit
V2R-0,p011,1,680,0.012206576308384842,0.019910126921530935,fit
V2R-0,p011,1,690,-0.07189313819267329,-0.10870365175102048,edge_diagnostic
V2R-0,p011,1,700,-0.03412323880520274,-0.052638249210093024,edge_diagnostic
V2R-0,p019,1,400,-0.24054123885104073,-0.8667114275093719,edge_diagnostic
V2R-0,p019,1,410,-0.1693468865770906,-0.6858109890757844,edge_diagnostic
V2R-0,p019,1,420,-0.0841884432276665,-0.40180078768170624,fit
V2R-0,p019,1,430,-0.05492094221738239,-0.27964887612618305,fit
V2R-0,p019,1,440,-0.020345745727240933,-0.11152747081817682,fit
V2R-0,p019,1,450,-0.01798162030145317,-0.09370769881788066,fit
V2R-0,p019,1,460,-0.019139750888139295,-0.09322701795132371,fit
V2R-0,p019,1,470,-0.000983417416705351,-0.004789427764774201,fit
V2R-0,p019,1,480,0.008572350923305272,0.041108670534698355,fit
V2R-0,p019,1,490,0.017565322757849167,0.08405641011187881,fit
V2R-0,p019,1,500,0.016888353719965138,0.0791187744707289,fit
V2R-0,p019,1,510,0.01644042391062428,0.07644225601068855,fit
V2R-0,p019,1,520,0.013021224481252841,0.061621262571260216,fit
V2R-0,p019,1,530,0.008620775403611863,0.043565828930479444,fit
V2R-0,p019,1,540,-0.0022970531295744834,-0.011914653326327684,fit
V2R-0,p019,1,550,-0.005925330879148122,-0.029911440543653356,fit
V2R-0,p019,1,560,-0.003714737712681132,-0.01821680191628894,fit
V2R-0,p019,1,570,-0.01478391672251439,-0.07322796675551446,fit
V2R-0,p019,1,580,-0.025961828627635325,-0.1270392081281917,fit
V2R-0,p019,1,590,0.022814572416899243,0.09840119871089414,fit
V2R-0,p019,1,600,0.04646743903102829,0.15974789044411475,fit
V2R-0,p019,1,610,0.025204386999006012,0.07381200118561826,fit
V2R-0,p019,1,620,0.04485487501685309,0.1241583143686642,fit
V2R-0,p019,1,630,0.03090970341991378,0.0790906697071091,fit
V2R-0,p019,1,640,0.04440884966002673,0.11070064391025747,fit
V2R-0,p019,1,650,0.02650155099035817,0.062383674022851165,fit
V2R-0,p019,1,660,0.056526215735654806,0.13358195398852735,fit
V2R-0,p019,1,670,0.03145930234269473,0.07010002075618815,fit
V2R-0,p019,1,680,0.07691780727204478,0.17588473471837418,fit
V2R-0,p019,1,690,0.02623878915813399,0.055210585235439424,edge_diagnostic
V2R-0,p019,1,700,0.04887477873642476,0.10333427906503434,edge_diagnostic
V2R-0,p032,1,400,-0.2395948317472129,-0.8071237921611402,edge_diagnostic
V2R-0,p032,1,410,-0.14343923150778493,-0.5641829000265357,edge_diagnostic
V2R-0,p032,1,420,-0.06473604203903074,-0.29744242884030747,fit
V2R-0,p032,1,430,-0.041249573349282476,-0.1996650996277689,fit
V2R-0,p032,1,440,-0.030670320339716395,-0.15013965861226697,fit
V2R-0,p032,1,450,-0.0006531571044687545,-0.0032197001672427117,fit
V2R-0,p032,1,460,-0.005450501749760056,-0.024684089191219005,fit
V2R-0,p032,1,470,0.006509827490369657,0.028924369433245722,fit
V2R-0,p032,1,480,0.017751618612764697,0.0778168984092884,fit
V2R-0,p032,1,490,0.02240707005659412,0.09712882430354863,fit
V2R-0,p032,1,500,0.017380056764553425,0.07330662065828597,fit
V2R-0,p032,1,510,0.010036163115684255,0.04158522958341471,fit
V2R-0,p032,1,520,0.000980646442575367,0.004113325468197093,fit
V2R-0,p032,1,530,-0.006134779154162162,-0.027519271258009903,fit
V2R-0,p032,1,540,-0.015638243620701237,-0.07281275813179877,fit
V2R-0,p032,1,550,-0.018066195589460682,-0.08237641176399313,fit
V2R-0,p032,1,560,-0.021112388472644156,-0.09261480240284814,fit
V2R-0,p032,1,570,-0.03499434673028917,-0.15511220266779868,fit
V2R-0,p032,1,580,-0.031001599472253144,-0.1409955853476903,fit
V2R-0,p032,1,590,0.015003520467648773,0.0591109936083285,fit
V2R-0,p032,1,600,0.037291390044520145,0.11655571371422546,fit
V2R-0,p032,1,610,0.040321400345235514,0.11185803902263092,fit
V2R-0,p032,1,620,0.04623015926269447,0.11892350837002341,fit
V2R-0,p032,1,630,0.042348159933353835,0.10239106795540376,fit
V2R-0,p032,1,640,0.04122027152587693,0.09553275081837398,fit
V2R-0,p032,1,650,0.047320652459419965,0.10694727161832729,fit
V2R-0,p032,1,660,0.04752283892869319,0.10425000174076537,fit
V2R-0,p032,1,670,0.05662670763447197,0.12222158002880557,fit
V2R-0,p032,1,680,0.07919318594510094,0.17097362542957562,fit
V2R-0,p032,1,690,0.05032249972103664,0.1028326228046238,edge_diagnostic
V2R-0,p032,1,700,0.061079377508554134,0.12402890804050959,edge_diagnostic
V2R-0,p044,1,400,-0.19653433394582268,-0.8910334166726261,edge_diagnostic
V2R-0,p044,1,410,-0.12427754012119571,-0.6497494685161465,edge_diagnostic
V2R-0,p044,1,420,-0.06125472521312464,-0.3735407037901197,fit
V2R-0,p044,1,430,-0.037591836024011144,-0.24498808545370765,fit
V2R-0,p044,1,440,-0.027799251654211377,-0.18506954232791895,fit
V2R-0,p044,1,450,-0.013560597007110015,-0.09092274259036026,fit
V2R-0,p044,1,460,-0.014496677463519708,-0.09228389178800489,fit
V2R-0,p044,1,470,-0.0066632857958360825,-0.041837870562939417,fit
V2R-0,p044,1,480,0.004986564580326064,0.031293794394912755,fit
V2R-0,p044,1,490,0.0012383179114440757,0.007471850282542825,fit
V2R-0,p044,1,500,0.0022019014713591523,0.012998147540880911,fit
V2R-0,p044,1,510,0.0065032718773296305,0.03830121905163675,fit
V2R-0,p044,1,520,0.005840356681223874,0.03471815619017904,fit
V2R-0,p044,1,530,0.0009209713757737104,0.0056942208692110086,fit
V2R-0,p044,1,540,0.0014274985257553274,0.009182475128716172,fit
V2R-0,p044,1,550,-0.026005151169518348,-0.15084448209477208,fit
V2R-0,p044,1,560,-0.005004929936061664,-0.029736619323527114,fit
V2R-0,p044,1,570,-0.011403836300534265,-0.06821680462497848,fit
V2R-0,p044,1,580,-0.00835245062409165,-0.05075600852248874,fit
V2R-0,p044,1,590,0.01984298679304905,0.10410677389027789,fit
V2R-0,p044,1,600,0.036618179926541594,0.1537269409644011,fit
V2R-0,p044,1,610,0.03530089648832735,0.1298016071677237,fit
V2R-0,p044,1,620,0.042000896180544034,0.14251919852980444,fit
V2R-0,p044,1,630,0.04236890110339431,0.1344387282178654,fit
V2R-0,p044,1,640,0.044517006492953926,0.1345230054578439,fit
V2R-0,p044,1,650,0.04063152813653215,0.11686790939612934,fit
V2R-0,p044,1,660,0.0548559452011686,0.15471155543894444,fit
V2R-0,p044,1,670,0.02525948149031071,0.06589364120465002,fit
V2R-0,p044,1,680,0.08788133753914984,0.24177105430060897,fit
V2R-0,p044,1,690,0.026118965808889727,0.06392342827803266,edge_diagnostic
V2R-0,p044,1,700,0.06454510300438754,0.16161891309207077,edge_diagnostic
V2R-0,p049,1,400,-0.23344675886214047,-0.9211859967906859,edge_diagnostic
V2R-0,p049,1,410,-0.14812587834385949,-0.6776618969145649,edge_diagnostic
V2R-0,p049,1,420,-0.07985899045719055,-0.4225941887564384,fit
V2R-0,p049,1,430,-0.05031123310981159,-0.28601609563973085,fit
V2R-0,p049,1,440,-0.02254077624150494,-0.13685308915414085,fit
V2R-0,p049,1,450,-0.01907651779852998,-0.1115797290650189,fit
V2R-0,p049,1,460,-0.015102700606761138,-0.08437415714337804,fit
V2R-0,p049,1,470,-0.009573601891362832,-0.052104570857205657,fit
V2R-0,p049,1,480,0.001974220433020507,0.010672583722082019,fit
V2R-0,p049,1,490,0.010962928896396745,0.0591618968485943,fit
V2R-0,p049,1,500,0.014695239603277205,0.07830575536490358,fit
V2R-0,p049,1,510,0.008346108938600605,0.04323648064150798,fit
V2R-0,p049,1,520,0.006579348435954674,0.03454948959812043,fit
V2R-0,p049,1,530,0.0013881245145132282,0.007669705600727328,fit
V2R-0,p049,1,540,-0.00536903140446876,-0.030468351678902605,fit
V2R-0,p049,1,550,-0.00031934979255285323,-0.0018013420567732918,fit
V2R-0,p049,1,560,-0.0073857858526762965,-0.03942433310263449,fit
V2R-0,p049,1,570,-0.008820789365296011,-0.04839723691670761,fit
V2R-0,p049,1,580,-0.009250167849176233,-0.051245044751493385,fit
V2R-0,p049,1,590,0.020765757562155457,0.09825629998178131,fit
V2R-0,p049,1,600,0.03351560714702595,0.12481503999219123,fit
V2R-0,p049,1,610,0.04873720392997549,0.16415911506121095,fit
V2R-0,p049,1,620,0.042907433069139966,0.13075498368156935,fit
V2R-0,p049,1,630,0.05143795813942198,0.14898283509123633,fit
V2R-0,p049,1,640,0.04050196126120087,0.11000870894313397,fit
V2R-0,p049,1,650,0.05021853987882846,0.13293220911504877,fit
V2R-0,p049,1,660,0.05281501138337036,0.13521474825755053,fit
V2R-0,p049,1,670,0.03515991867746837,0.08516031904413879,fit
V2R-0,p049,1,680,0.05886377875358351,0.14242853178212433,fit
V2R-0,p049,1,690,0.03947790170520704,0.09064344458763895,edge_diagnostic
V2R-0,p049,1,700,0.041364379841136334,0.09302801136221939,edge_diagnostic
V2R-0,p050,1,400,-0.21437971088505653,-0.7462182314790841,edge_diagnostic
V2R-0,p050,1,410,-0.14208334245436705,-0.55944350660541,edge_diagnostic
V2R-0,p050,1,420,-0.0750546505775454,-0.33721122198785736,fit
V2R-0,p050,1,430,-0.04458133774228143,-0.21389755657325615,fit
V2R-0,p050,1,440,-0.0296906711360842,-0.14547688204065934,fit
V2R-0,p050,1,450,-0.016675721584847564,-0.07899872199828306,fit
V2R-0,p050,1,460,-0.013282315844901721,-0.05902152205454114,fit
V2R-0,p050,1,470,-0.005201911174026991,-0.02248835226042778,fit
V2R-0,p050,1,480,0.007252231443540619,0.031009910203865454,fit
V2R-0,p050,1,490,0.00960120874907644,0.04040140426194161,fit
V2R-0,p050,1,500,0.015506240199716997,0.06503250515776227,fit
V2R-0,p050,1,510,0.011508813100536502,0.04776066078454311,fit
V2R-0,p050,1,520,0.010095821462056453,0.043115831169419305,fit
V2R-0,p050,1,530,0.0007384037088442041,0.0033595900856462357,fit
V2R-0,p050,1,540,-0.011261082387798549,-0.052899121381493774,fit
V2R-0,p050,1,550,-0.02345018036559343,-0.10555160777044481,fit
V2R-0,p050,1,560,-0.015098548584465271,-0.06702136771200307,fit
V2R-0,p050,1,570,-0.01356968416473639,-0.06296868352583473,fit
V2R-0,p050,1,580,-0.016935020151012115,-0.07939379469564334,fit
V2R-0,p050,1,590,0.020341280390406585,0.08092039098892445,fit
V2R-0,p050,1,600,0.043576928989492114,0.1374441695816615,fit
V2R-0,p050,1,610,0.0588026539108642,0.16742809820761573,fit
V2R-0,p050,1,620,0.04367323630952574,0.11183467768564637,fit
V2R-0,p050,1,630,0.06157779029382504,0.15241572968017558,fit
V2R-0,p050,1,640,0.053053475127575134,0.12459931171462657,fit
V2R-0,p050,1,650,0.06231969251783204,0.1432326488502863,fit
V2R-0,p050,1,660,0.06777609277963037,0.15205836376631565,fit
V2R-0,p050,1,670,0.04722310468578722,0.10076891812274857,fit
V2R-0,p050,1,680,0.07407308398832924,0.15884516632339163,fit
V2R-0,p050,1,690,0.05447875181984596,0.11172256647992751,edge_diagnostic
V2R-0,p050,1,700,0.06019497909337457,0.12201832858654094,edge_diagnostic
V2R-0,p051,1,400,-0.2220888155430975,-0.7869152561346854,edge_diagnostic
V2R-0,p051,1,410,-0.14498110646327694,-0.5850640045251425,edge_diagnostic
V2R-0,p051,1,420,-0.07310414221579356,-0.34036572531207376,fit
V2R-0,p051,1,430,-0.04353218193769354,-0.21642692084835669,fit
V2R-0,p051,1,440,-0.02547732589661289,-0.1305727187362311,fit
V2R-0,p051,1,450,-0.017955562609657083,-0.08816391241280597,fit
V2R-0,p051,1,460,-0.013918946664787157,-0.06438712590003326,fit
V2R-0,p051,1,470,-0.0077953940277560585,-0.034971167898602884,fit
V2R-0,p051,1,480,0.004591318246491144,0.020385908714537937,fit
V2R-0,p051,1,490,0.010949056736233559,0.04822928109582114,fit
V2R-0,p051,1,500,0.015431754325558739,0.06747779258041153,fit
V2R-0,p051,1,510,0.010504562354361285,0.04526266296036807,fit
V2R-0,p051,1,520,0.00788485996538743,0.03477876115219258,fit
V2R-0,p051,1,530,-0.0024008937269665576,-0.011209204298952224,fit
V2R-0,p051,1,540,-0.013077831137961987,-0.06301652863608687,fit
V2R-0,p051,1,550,-0.01927591577460472,-0.09008549813400624,fit
V2R-0,p051,1,560,-0.014113583082060316,-0.06458237153806179,fit
V2R-0,p051,1,570,-0.013144553462811376,-0.06269568446049112,fit
V2R-0,p051,1,580,-0.015648063424332698,-0.07544557728277757,fit
V2R-0,p051,1,590,0.022443343493201845,0.09233565381240605,fit
V2R-0,p051,1,600,0.04377618597860394,0.14250813816403185,fit
V2R-0,p051,1,610,0.0591376370041693,0.17381129822456753,fit
V2R-0,p051,1,620,0.04623422484800527,0.122355820211698,fit
V2R-0,p051,1,630,0.060112478333175956,0.15285417688530734,fit
V2R-0,p051,1,640,0.05056899740343085,0.1216776611579824,fit
V2R-0,p051,1,650,0.06059000586930574,0.14268611843830303,fit
V2R-0,p051,1,660,0.06516375863928348,0.14949533254557124,fit
V2R-0,p051,1,670,0.0447350567019375,0.09747959797033434,fit
V2R-0,p051,1,680,0.07133604729635379,0.15610780494351117,fit
V2R-0,p051,1,690,0.049356298642611485,0.10288576311736375,edge_diagnostic
V2R-0,p051,1,700,0.053167394870488494,0.10924196287641541,edge_diagnostic
V2R-0,p003,2,400,-0.20350989376343306,-0.6751327508867468,edge_diagnostic
V2R-0,p003,2,410,-0.14189192956911953,-0.524389395052538,edge_diagnostic
V2R-0,p003,2,420,-0.05590928336164189,-0.24341432531831697,fit
V2R-0,p003,2,430,-0.021594802215971876,-0.10096779787746657,fit
V2R-0,p003,2,440,-0.009033768448450968,-0.04255493383783526,fit
V2R-0,p003,2,450,0.00013949602041649078,0.0006170573061081708,fit
V2R-0,p003,2,460,-0.0003206578894004719,-0.0013029629986698321,fit
V2R-0,p003,2,470,0.0050157342973506935,0.01959773155290323,fit
V2R-0,p003,2,480,0.016609679450082515,0.06374745043766139,fit
V2R-0,p003,2,490,0.017689416535135394,0.06650592676611189,fit
V2R-0,p003,2,500,0.015821187268922732,0.058264316554929696,fit
V2R-0,p003,2,510,0.02059686836377539,0.07629952602280232,fit
V2R-0,p003,2,520,0.00890678745690926,0.033282302906227246,fit
V2R-0,p003,2,530,-0.002017849935223248,-0.008034081404249438,fit
V2R-0,p003,2,540,-0.01093179756268195,-0.0454527311566697,fit
V2R-0,p003,2,550,-0.032656935773238055,-0.1278327653698721,fit
V2R-0,p003,2,560,-0.014483944136578608,-0.05668600888749831,fit
V2R-0,p003,2,570,-0.03629626955444712,-0.14196309841156207,fit
V2R-0,p003,2,580,-0.03493172796339722,-0.13929264528201446,fit
V2R-0,p003,2,590,0.03275299685018079,0.1160140193914081,fit
V2R-0,p003,2,600,0.04894733066832457,0.13740852551574012,fit
V2R-0,p003,2,610,0.013488649121336627,0.03237535440197059,fit
V2R-0,p003,2,620,0.03301589564951729,0.07552201783221346,fit
V2R-0,p003,2,630,0.022495468756412007,0.04844602677086407,fit
V2R-0,p003,2,640,0.03189866548138642,0.06703121407176016,fit
V2R-0,p003,2,650,-0.009106845000013686,-0.01786424507917206,fit
V2R-0,p003,2,660,0.04075929122466987,0.08199838362780643,fit
V2R-0,p003,2,670,-0.009374976474708863,-0.017569629274699072,fit
V2R-0,p003,2,680,0.06201468559104334,0.12209285990437724,fit
V2R-0,p003,2,690,-0.0314349157483198,-0.05562834137285155,edge_diagnostic
V2R-0,p003,2,700,0.033852160161264355,0.0626656708740031,edge_diagnostic
V2R-0,p010,2,400,-0.22846337897268462,-0.7504306322136239,edge_diagnostic
V2R-0,p010,2,410,-0.15406809733596397,-0.5717254115976762,edge_diagnostic
V2R-0,p010,2,420,-0.06716033049945594,-0.29351833132006133,fit
V2R-0,p010,2,430,-0.03895765188616876,-0.18086359922163053,fit
V2R-0,p010,2,440,-0.009037529771895508,-0.044318375514357466,fit
V2R-0,p010,2,450,-0.00361273400195547,-0.01671875286115765,fit
V2R-0,p010,2,460,-0.00648272404961589,-0.0276167844163393,fit
V2R-0,p010,2,470,0.009763509289582778,0.04109946950252641,fit
V2R-0,p010,2,480,0.016439665555006283,0.06756103788299761,fit
V2R-0,p010,2,490,0.019042369391370634,0.07714434199367148,fit
V2R-0,p010,2,500,0.017682306540218906,0.0704306523788707,fit
V2R-0,p010,2,510,0.016909386112687746,0.0672713317640048,fit
V2R-0,p010,2,520,0.012669161178583854,0.05175922792295151,fit
V2R-0,p010,2,530,0.00929216647667122,0.04122269835847159,fit
V2R-0,p010,2,540,-0.0002025273666851346,-0.0009375939945330813,fit
V2R-0,p010,2,550,-0.015977710370386478,-0.07037425075925352,fit
V2R-0,p010,2,560,-0.002716144060897041,-0.011924753423707024,fit
V2R-0,p010,2,570,-0.014884177755291023,-0.06648742366651406,fit
V2R-0,p010,2,580,-0.02588211691369699,-0.11511271512023535,fit
V2R-0,p010,2,590,0.022625189699220727,0.08699042615031649,fit
V2R-0,p010,2,600,0.04091382095214724,0.12331165894755758,fit
V2R-0,p010,2,610,0.006790350451290561,0.017290112606832997,fit
V2R-0,p010,2,620,0.019372467238478963,0.04630036522024994,fit
V2R-0,p010,2,630,0.00328415709403429,0.007304928852492565,fit
V2R-0,p010,2,640,0.019321848501451022,0.04212018787384786,fit
V2R-0,p010,2,650,-0.005587341457088224,-0.011516180618349359,fit
V2R-0,p010,2,660,0.030197041063666552,0.0628628917723788,fit
V2R-0,p010,2,670,-0.003534561850804918,-0.006940572915923315,fit
V2R-0,p010,2,680,0.05095541310422075,0.10336250739119435,fit
V2R-0,p010,2,690,-0.013237021337947463,-0.024686961235848792,edge_diagnostic
V2R-0,p010,2,700,0.014904583952433548,0.028101051871812555,edge_diagnostic
V2R-0,p013,2,400,-0.22998430370616058,-0.7347901354325173,edge_diagnostic
V2R-0,p013,2,410,-0.16352570090955254,-0.5828075605266725,edge_diagnostic
V2R-0,p013,2,420,-0.07473572547742618,-0.3128431715968789,fit
V2R-0,p013,2,430,-0.04456537695808757,-0.19847270746628998,fit
V2R-0,p013,2,440,-0.011175757560554694,-0.05280690454799042,fit
V2R-0,p013,2,450,-0.008990753164221571,-0.03969091261953861,fit
V2R-0,p013,2,460,-0.010060439845546554,-0.0409990531620128,fit
V2R-0,p013,2,470,0.008540244814917303,0.034504580291892184,fit
V2R-0,p013,2,480,0.016178587828675317,0.06393935111827642,fit
V2R-0,p013,2,490,0.022305791571290673,0.08760629867282788,fit
V2R-0,p013,2,500,0.020021361393728704,0.07727531948438937,fit
V2R-0,p013,2,510,0.015401288467149998,0.05902383315341497,fit
V2R-0,p013,2,520,0.0073165802770278066,0.02864370391707216,fit
V2R-0,p013,2,530,-0.0017321848971831588,-0.007291861620164042,fit
V2R-0,p013,2,540,-0.014058738326838738,-0.06151086833080255,fit
V2R-0,p013,2,550,-0.01807180267169531,-0.07733901668098664,fit
V2R-0,p013,2,560,-0.01701980929358099,-0.07076962584611324,fit
V2R-0,p013,2,570,-0.02958330973920409,-0.1253211644097163,fit
V2R-0,p013,2,580,-0.04211594748142383,-0.17747623688723535,fit
V2R-0,p013,2,590,0.01620798354200015,0.060060324447958946,fit
V2R-0,p013,2,600,0.04668478294517836,0.13831346092449737,fit
V2R-0,p013,2,610,0.025301701894870077,0.0643849847713539,fit
V2R-0,p013,2,620,0.049173958992968336,0.11901653200687312,fit
V2R-0,p013,2,630,0.03448052575765481,0.0776638007695638,fit
V2R-0,p013,2,640,0.048847962757890606,0.10765203826609071,fit
V2R-0,p013,2,650,0.030339347857165577,0.06359553068975676,fit
V2R-0,p013,2,660,0.0617366504079051,0.1302663623813911,fit
V2R-0,p013,2,670,0.034013725594726874,0.06803573192499657,fit
V2R-0,p013,2,680,0.08637823008385459,0.17852113689964288,fit
V2R-0,p013,2,690,0.031969687046112916,0.061166237010810476,edge_diagnostic
V2R-0,p013,2,700,0.05848317437939615,0.1131119409451482,edge_diagnostic
V2R-0,p018,2,400,-0.26185375957109935,-1.056610595628067,edge_diagnostic
V2R-0,p018,2,410,-0.17514835837569762,-0.8171847624643211,edge_diagnostic
V2R-0,p018,2,420,-0.09318463231455576,-0.5161344787398225,fit
V2R-0,p018,2,430,-0.06739142432150064,-0.3974478379286561,fit
V2R-0,p018,2,440,-0.031656640475491354,-0.20453787124591627,fit
V2R-0,p018,2,450,-0.027207744467410144,-0.1713748131405166,fit
V2R-0,p018,2,460,-0.027652541484166182,-0.16572243983700452,fit
V2R-0,p018,2,470,-0.00962494040976436,-0.0585380734666654,fit
V2R-0,p018,2,480,-0.001348744811896313,-0.008104926563933024,fit
V2R-0,p018,2,490,0.006833339525692178,0.0409500367108,fit
V2R-0,p018,2,500,0.010634695430585511,0.06288049740147161,fit
V2R-0,p018,2,510,0.012185102605764386,0.0713239726676822,fit
V2R-0,p018,2,520,0.011586801685343984,0.068560647887282,fit
V2R-0,p018,2,530,0.010129176146123187,0.06319102467719051,fit
V2R-0,p018,2,540,0.0007934861223406753,0.005001279923772195,fit
V2R-0,p018,2,550,-0.009772759151774224,-0.05836130714076848,fit
V2R-0,p018,2,560,-0.0009050135303895201,-0.005347370616470393,fit
