sample_id,subject_id,roi,pixel_count,nonfinite_pixel_band_values,nonpositive_pixel_band_values,below_zero_pixel_band_values,above_one_pixel_band_values,raw_pixel_band_min,raw_pixel_band_max,raw_region_median_min,raw_region_median_max,max_abs_raw_float64_vs_historical_cache,max_abs_raw_vs_clipped_region_median,cache_within_tolerance,clipping_does_not_change_region_median
p020_neutral_front,p020,left_cheek,12367,0,0,0,0,0.05846186331621084,0.8805969953536987,0.2758004348788745,0.5351798867926618,2.6251314011460636e-08,0.0,True,True
p020_neutral_front,p020,right_cheek,12045,0,0,0,0,0.07029915567954959,0.8656716346740723,0.23854240020264683,0.4776119291782379,1.4744728105142713e-08,0.0,True,True
p021_neutral_front,p021,left_cheek,11952,0,0,0,0,0.04589855670928955,0.9854918749052706,0.3096203926658063,0.6427239186355109,3.3700587209750665e-08,0.0,True,True
p021_neutral_front,p021,right_cheek,13057,0,0,0,0,0.04477611929178238,0.8358209133148193,0.24656029628772558,0.46268656849861145,1.3065118764643557e-08,0.0,True,True
p022_neutral_front,p022,left_cheek,11147,0,0,0,0,0.0781895588002044,0.9253731369972229,0.3050400999843532,0.5846166904862002,2.941442289738916e-08,0.0,True,True
p022_neutral_front,p022,right_cheek,11534,0,0,0,0,0.05970149114727974,0.89552241563797,0.2278964936472363,0.46268656849861145,1.4039926554687554e-08,0.0,True,True
p023_neutral_front,p023,left_cheek,8685,0,0,0,0,0.04305814336768776,0.79494150777046,0.19078207277004822,0.5414966670124386,2.7075543584942352e-08,0.0,True,True
p023_neutral_front,p023,right_cheek,8816,0,0,0,0,0.040207167929047216,0.6538461446762085,0.17438526506339258,0.39230769872665405,2.3661289816345743e-08,0.0,True,True
p024_neutral_front,p024,left_cheek,11455,0,0,0,0,0.051937866628890106,0.784749132827983,0.18482291815291774,0.5800734846828277,2.2506668528876617e-08,0.0,True,True
p024_neutral_front,p024,right_cheek,11417,0,0,0,0,0.04448365362669904,0.6153846383094788,0.16880418279833975,0.40168616016118364,1.179833475362102e-08,0.0,True,True
p025_neutral_front,p025,left_cheek,11177,0,0,0,0,0.022563046542927623,0.7541409849050069,0.2019783977507359,0.5845770359840685,2.1617509560201142e-08,0.0,True,True
p025_neutral_front,p025,right_cheek,11187,0,0,0,0,0.03189445713223904,0.678377637297686,0.19604295970793828,0.515277954554449,2.7203668651054613e-08,0.0,True,True
p026_neutral_front,p026,left_cheek,14606,0,0,0,0,0.07854480272422393,0.7514724976762182,0.19083639931977814,0.568748935554936,4.0077118512726884e-08,0.0,True,True
p026_neutral_front,p026,right_cheek,14501,0,0,0,0,0.05890804525358817,0.6000000238418579,0.15688497695374082,0.3858319564432122,1.2269225635463954e-08,0.0,True,True
p027_neutral_front,p027,left_cheek,13010,0,0,0,0,0.06725293012229372,1.0,0.17807175726966307,0.5278391499664963,2.6154516774568037e-08,0.0,True,True
p027_neutral_front,p027,right_cheek,14948,0,0,0,0,0.04441574639577084,0.8221057458745236,0.17587634049800727,0.443991094466071,1.4837453932159406e-08,0.0,True,True
p028_neutral_front,p028,left_cheek,8774,0,0,0,0,0.04094827572927784,1.0,0.2087714395827902,0.6015798139994502,2.8652465289269458e-08,0.0,True,True
p028_neutral_front,p028,right_cheek,6645,0,0,0,0,0.03145065443823114,0.7000618866399995,0.19271469050366363,0.46799768030286515,1.1932968391192844e-08,0.0,True,True
p029_neutral_front,p029,left_cheek,11689,0,0,0,0,0.08810508421754548,0.7018389443878164,0.1984901404291577,0.5534448635315812,1.4658155578217702e-08,0.0,True,True
p029_neutral_front,p029,right_cheek,11395,0,0,0,0,0.06535482335697651,0.6534371006777349,0.1747396109692545,0.39230769872665405,1.3817214039590908e-08,0.0,True,True
p031_neutral_front,p031,left_cheek,11467,0,0,0,0,0.13540911703066172,1.0,0.23357853142795193,0.6429659729784589,2.686715561139863e-08,0.0,True,True
p031_neutral_front,p031,right_cheek,12241,0,0,0,0,0.13063522973442332,0.7058823704719543,0.19803321611857427,0.4453781545162201,1.478184685765882e-08,0.0,True,True
p032_neutral_front,p032,left_cheek,13329,0,0,0,0,0.1196893903787668,0.7552536038989643,0.21866736462368408,0.5535805226465982,2.9149317626320226e-08,0.0,True,True
p032_neutral_front,p032,right_cheek,12632,0,0,0,0,0.09307353341009161,0.680672287940979,0.18880527640911637,0.4453781545162201,2.441137780806457e-08,0.0,True,True
p033_neutral_front,p033,left_cheek,14870,0,0,0,0,0.12092686414246145,0.936008155486661,0.23486772820109536,0.5881158112911038,4.1159246677580086e-08,0.0,True,True
p033_neutral_front,p033,right_cheek,15064,0,0,0,0,0.027516292395006303,0.6890756487846375,0.2206818936056898,0.5029963814891651,2.591800551954293e-08,0.0,True,True
p034_neutral_front,p034,left_cheek,9564,0,0,0,0,0.1877956292591989,0.933365428908111,0.2846089571582979,0.7267998130521676,3.3908420959960495e-08,0.0,True,True
p034_neutral_front,p034,right_cheek,10518,0,0,0,0,0.14612983726571116,0.7058823704719543,0.2426052535493568,0.5194831399417694,2.040633262367919e-08,0.0,True,True
p037_neutral_front,p037,left_cheek,12617,0,0,0,0,0.10222560836061234,1.0,0.22954948799838348,0.6003047226862464,2.2007014877090114e-08,0.0,True,True
p037_neutral_front,p037,right_cheek,12846,0,0,0,0,0.06517016885617011,0.7680008264612752,0.20770569713005216,0.4730140015018307,1.8842470694835356e-08,0.0,True,True
p038_neutral_front,p038,left_cheek,10782,0,0,0,0,0.10002386749647485,0.9954141598049944,0.17893157272791882,0.4997460544129364,1.9955763264078996e-08,0.0,True,True
p038_neutral_front,p038,right_cheek,11347,0,0,0,0,0.05855482965370129,0.8128487835122087,0.16418185903378912,0.4285714328289032,1.0609340961309499e-08,0.0,True,True
p040_neutral_front,p040,left_cheek,10194,0,0,0,0,0.05156255869275839,1.0,0.2512995619678797,0.68896281362791,4.8927603302217904e-08,0.0,True,True
p040_neutral_front,p040,right_cheek,14300,0,0,0,0,0.10853009110064704,0.7142857313156128,0.21560465123451422,0.4870835300385039,2.3111766722649918e-08,0.0,True,True
p041_neutral_front,p041,left_cheek,12888,0,0,0,0,0.10781092696785777,0.8361037345129034,0.2095922344527139,0.6401544120028859,4.476763137972739e-08,0.0,True,True
p041_neutral_front,p041,right_cheek,11988,0,0,0,0,0.09748289345368022,0.7338896785988851,0.18313294963699178,0.4457970891078098,2.5979957740673854e-08,0.0,True,True
p042_neutral_front,p042,left_cheek,11492,0,0,0,0,0.13233529891329,1.0,0.24065110634057874,0.6707379003685445,3.778156942857436e-08,0.0,True,True
p042_neutral_front,p042,right_cheek,12120,0,0,0,0,0.09387492532721353,0.7141390408996813,0.21807148051601644,0.53670028888709,2.667442799975106e-08,0.0,True,True
p043_neutral_front,p043,left_cheek,13059,0,0,0,0,0.11505897061101678,0.7928855825338417,0.2166594615947588,0.612636692838521,2.691211875571753e-08,0.0,True,True
p043_neutral_front,p043,right_cheek,12679,0,0,0,0,0.08321015334448134,0.6986441954047677,0.21382536447316625,0.5994464800658434,2.838532964233309e-08,0.0,True,True
p044_neutral_front,p044,left_cheek,13449,0,0,0,0,0.04897800791704299,0.6904761791229248,0.16559774686004403,0.47515556890308375,1.4645138435298577e-08,0.0,True,True
p044_neutral_front,p044,right_cheek,12160,0,0,0,0,0.03095347131602466,0.5714285969734192,0.13211407768466188,0.341269850730896,2.8849253652651896e-08,0.0,True,True
p045_neutral_front,p045,left_cheek,12843,0,0,0,0,0.08857701535731621,0.9462989633182133,0.20639321569403535,0.5522848770406057,1.933314308644185e-08,0.0,True,True
p045_neutral_front,p045,right_cheek,13663,0,0,0,0,0.06319927932882052,0.6200515323739779,0.18313727922691214,0.47143537405591474,1.483954292780254e-08,0.0,True,True
p046_neutral_front,p046,left_cheek,14736,0,0,0,0,0.05759091596761223,0.6191739685494895,0.17111403082907373,0.4000000059604645,1.5435546174558112e-08,0.0,True,True
p046_neutral_front,p046,right_cheek,13960,0,0,0,0,0.054601954966841504,0.9607516649086847,0.14750866578243915,0.4333333373069763,1.7712920907797525e-08,0.0,True,True
p047_neutral_front,p047,left_cheek,11943,0,0,0,0,0.09244520183349181,0.8885930285302948,0.2004077942134188,0.48175388039832967,1.181726361210167e-08,0.0,True,True
p047_neutral_front,p047,right_cheek,12991,0,0,0,0,0.04314392484957352,0.6499999761581421,0.15371247738893068,0.4333333373069763,7.894598752500315e-09,0.0,True,True
p048_neutral_front,p048,left_cheek,11861,0,0,0,0,0.013356985552150036,0.7749999761581421,0.2318675272211408,0.48093821317991114,1.435341800970491e-08,0.0,True,True
p048_neutral_front,p048,right_cheek,12198,0,0,0,0,0.021907158063577015,0.7333333492279053,0.18045577611623287,0.44999998807907104,1.4608644960389938e-08,0.0,True,True
p049_neutral_front,p049,left_cheek,12674,0,0,0,0,0.1138706369118836,0.9947330613370866,0.18692231492769906,0.5466926099412035,2.1186586707244714e-08,0.0,True,True
p049_neutral_front,p049,right_cheek,13369,0,0,0,0,0.0642570256964774,0.6240000128746033,0.14792503413417535,0.4000000059604645,1.4508458434647764e-08,0.0,True,True
p050_neutral_front,p050,left_cheek,8597,0,0,0,0,0.09079181847654993,0.7247081995018902,0.24670345109886682,0.5890077947511116,2.4330859105248237e-08,0.0,True,True
p050_neutral_front,p050,right_cheek,9870,0,0,0,0,0.09705478529966172,0.6320000290870667,0.17796437272126298,0.42399999499320984,2.1509784176032554e-08,0.0,True,True
p051_neutral_front,p051,left_cheek,11265,0,0,0,0,0.08402328474655008,0.8550924161284357,0.21824949365003476,0.5418288105464057,2.7187752493773587e-08,0.0,True,True
p051_neutral_front,p051,right_cheek,12609,0,0,0,0,0.09504685557406845,0.656000018119812,0.1966502348451371,0.42399999499320984,1.3901825468565221e-08,0.0,True,True
